department_en;org_id;fiscal_yr;service_id;service_name_en;service_name_fr;service_standard_id;service_standard_en;service_standard_fr;volume_meeting_target;total_volume;performance;issue;description_en;action_en;description_fr;action_fr
Innovation, Science and Economic Development Canada;130;2023-2024;1289;Digital Skills for Youth (DS4Y);Programme de compétences numériques pour les jeunes (CNJ);3632;Service available in official language of choice - email;Services offerts dans la langue officielle de choix du client - e-mail;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1289;Digital Skills for Youth (DS4Y);Programme de compétences numériques pour les jeunes (CNJ);3633;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1289;Digital Skills for Youth (DS4Y);Programme de compétences numériques pour les jeunes (CNJ);3635;Service available in official language of choice - Online;Services offerts dans la langue officielle de choix du client - En ligne;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1289;Digital Skills for Youth (DS4Y);Programme de compétences numériques pour les jeunes (CNJ);3636;Service available in official language of choice - In person;Services offerts dans la langue officielle de choix du client - En personne;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1289;Digital Skills for Youth (DS4Y);Programme de compétences numériques pour les jeunes (CNJ);3637;Service available in official language of choice - Post Mail;Services offerts dans la langue officielle de choix du client - Courrier;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1289;Digital Skills for Youth (DS4Y);Programme de compétences numériques pour les jeunes (CNJ);3638;Service available in official language of choice - Telephone;Services offerts dans la langue officielle de choix du client - Téléphone;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1289;Digital Skills for Youth (DS4Y);Programme de compétences numériques pour les jeunes (CNJ);3755;Accurate, relevant, reliable and professional service;Services professionnels offrant de l'information précise, pertinente et fiable;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1289;Digital Skills for Youth (DS4Y);Programme de compétences numériques pour les jeunes (CNJ);3756;Accurate, relevant, reliable and professional service;Services professionnels offrant de l'information précise, pertinente et fiable;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1289;Digital Skills for Youth (DS4Y);Programme de compétences numériques pour les jeunes (CNJ);3757;"24-hour response rate for ""off-the-shelf"" enquiries";Répondre aux demandes simples de nature générale dans les 24 heures;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1289;Digital Skills for Youth (DS4Y);Programme de compétences numériques pour les jeunes (CNJ);3758;"24-hour response rate for ""off-the-shelf"" enquiries";Répondre aux demandes simples de nature générale dans les 24 heures;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1289;Digital Skills for Youth (DS4Y);Programme de compétences numériques pour les jeunes (CNJ);3759;5-day response rate for all enquiries;Répondre dans les 5 jours pour tout type de demandes;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1289;Digital Skills for Youth (DS4Y);Programme de compétences numériques pour les jeunes (CNJ);3760;5-day response rate for all enquiries;Répondre dans les 5 jours pour tout type de demandes;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8528;Issuance of a new Fixed (e.g. microwave) radio license or modification to an existing one: Point-to-point, Point-to-multipoint, Point-to-transportable or Transportable to transportable radio license will be processed in 28 days where no additional information is required.;"""Delivrance d'une nouvelle licence radio Fixe (p. ex., micro-onde) ou modification d'une licence existante: Point à point, Point à multipoint, Point à station transportable ou Station transportable à station transportable sera traité dans un délai de 28 jours lorsqu'aucune information supplémentaire n'est requise. """;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8544;Issuance of a new Land mobile radio license or modification to an existing one: Radiodetermination radio license will be processed in 49 days where no additional information is required.;Delivrance d'une nouvelle licence radio Mobile terrestre ou modification d'une licence existante: Radiorepérage sera traité dans un délai de 49 jours lorsqu'aucune information supplémentaire n'est requise.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8549;Issuance of a new Maritime radio license or modification to an existing one: Maritime base stations radio license will be processed in 49 days where no additional information is required.;Delivrance d'une nouvelle licence radio Maritime ou modification d'une licence existante: Stations de base maritimes sera traité dans un délai de 49 jours lorsqu'aucune information supplémentaire n'est requise.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8556;Issuance of a new Non-competitive Local Licenses: First-come, first-served, with an established fee spectrum license will be processed in 84 days where no additional information is required.;Delivrance d'une nouvelle licence de spectre Licences non-concurrentielles locales : premier arrivé, premier servi, avec frais préétablis sera traité dans un délai de 84 jours lorsqu'aucune information supplémentaire n'est requise.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8557;Issuance of a new Non-competitive Local Licenses: First-come, first-served, with an established fee spectrum license will be processed in 84 days where no additional information is required.;Delivrance d'une nouvelle licence de spectre Licences non-concurrentielles locales : premier arrivé, premier servi, avec frais préétablis sera traité dans un délai de 84 jours lorsqu'aucune information supplémentaire n'est requise.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8558;Issuance of a new Non-competitive Local Licenses: First-come, first-served, with an established fee spectrum license will be processed in 84 days where no additional information is required.;Delivrance d'une nouvelle licence de spectre Licences non-concurrentielles locales : premier arrivé, premier servi, avec frais préétablis sera traité dans un délai de 84 jours lorsqu'aucune information supplémentaire n'est requise.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8559;Issuance of a new Non-competitive Local Licenses: First-come, first-served, with an established fee spectrum license will be processed in 84 days where no additional information is required.;Delivrance d'une nouvelle licence de spectre Licences non-concurrentielles locales : premier arrivé, premier servi, avec frais préétablis sera traité dans un délai de 84 jours lorsqu'aucune information supplémentaire n'est requise.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8560;Issuance of a new Terrestrial: Other non-auctioned licenses with an established fee spectrum license will be processed in 28 days where no additional information is required.;Delivrance d'une nouvelle licence de spectre Terrestre : licences non mises aux enchères avec frais préétablis sera traité dans un délai de 28 jours lorsqu'aucune information supplémentaire n'est requise.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8562;Issuance of a new Terrestrial: Other non-auctioned licenses with an established fee spectrum license will be processed in 28 days where no additional information is required.;Delivrance d'une nouvelle licence de spectre Terrestre : licences non mises aux enchères avec frais préétablis sera traité dans un délai de 28 jours lorsqu'aucune information supplémentaire n'est requise.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8563;Issuance of a new Terrestrial: Other non-auctioned licenses with an established fee spectrum license will be processed in 28 days where no additional information is required.;Delivrance d'une nouvelle licence de spectre Terrestre : licences non mises aux enchères avec frais préétablis sera traité dans un délai de 28 jours lorsqu'aucune information supplémentaire n'est requise.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1315;Radio and Terminal Equipment Certification;Homologation de l'équipement radio et du matériel terminal;8566;Wireless Equipment Certification fee (14 Calendar days);Homologation de l’équipement sans fil (14 jours calendrier);0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1323;CanCode;CodeCan;3002;Handle incoming calls and chats within five minutes;Répondre aux demandes entrantes par téléphone et clavardage dans un délai de cinq minutes.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1323;CanCode;CodeCan;3686;5-day response rate for all enquiries;Répondre dans les 5 jours pour tout type de demandes;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1323;CanCode;CodeCan;3688;"24-hour response rate for ""off-the-shelf"" enquiries";Répondre aux demandes simples de nature générale dans les 24 heures;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1323;CanCode;CodeCan;3691;Accurate, relevant, reliable and professional service;Services professionnels offrant de l'information précise, pertinente et fiable;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1323;CanCode;CodeCan;3693;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1323;CanCode;CodeCan;3694;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1323;CanCode;CodeCan;3701;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1323;CanCode;CodeCan;3702;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1323;CanCode;CodeCan;3703;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1323;CanCode;CodeCan;3704;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1323;CanCode;CodeCan;3761;Accurate, relevant, reliable and professional service;Services professionnels offrant de l'information précise, pertinente et fiable;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1323;CanCode;CodeCan;3762;Accurate, relevant, reliable and professional service;Services professionnels offrant de l'information précise, pertinente et fiable;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1323;CanCode;CodeCan;3763;"24-hour response rate for ""off-the-shelf"" enquiries";Répondre aux demandes simples de nature générale dans les 24 heures;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1323;CanCode;CodeCan;3764;"24-hour response rate for ""off-the-shelf"" enquiries";Répondre aux demandes simples de nature générale dans les 24 heures;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1323;CanCode;CodeCan;3766;5-day response rate for all enquiries;Répondre dans les 5 jours pour tout type de demandes;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1323;CanCode;CodeCan;3767;5-day response rate for all enquiries;Répondre dans les 5 jours pour tout type de demandes;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;2227;Strategic Science Fund (SSF);Fonds stratégique des sciences (FSS);3265;Acknowledgment of Receipt of Application: Our goal is to provide our clients with written acknowledgment of the receipt of their application within 5 working days of receiving the application.;Accusé de réception de la demande : Notre objectif est de fournir un accusé de réception écrit de la demande à nos clients dans les 5 jours ouvrables.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;2229;Universal Broadband Fund (STS-CCB);Fonds pour la large bande universelle;3498;"24-hour response rate for ""off-the-shelf"" enquiries";Répondre aux demandes simples de nature générale dans les 24 heures;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;2229;Universal Broadband Fund (STS-CCB);Fonds pour la large bande universelle;3500;5-day response rate for all enquiries;Répondre dans les 5 jours pour tout type de demandes;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;2229;Universal Broadband Fund (STS-CCB);Fonds pour la large bande universelle;3505;5-day response rate for all enquiries;Répondre dans les 5 jours pour tout type de demandes;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;2229;Universal Broadband Fund (STS-CCB);Fonds pour la large bande universelle;3721;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;2229;Universal Broadband Fund (STS-CCB);Fonds pour la large bande universelle;3722;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;2229;Universal Broadband Fund (STS-CCB);Fonds pour la large bande universelle;3723;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;2229;Universal Broadband Fund (STS-CCB);Fonds pour la large bande universelle;3724;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;2229;Universal Broadband Fund (STS-CCB);Fonds pour la large bande universelle;3725;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;2229;Universal Broadband Fund (STS-CCB);Fonds pour la large bande universelle;3727;Service available in official language of choice.;Services offerts dans la langue officielle de choix du client.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;2229;Universal Broadband Fund (STS-CCB);Fonds pour la large bande universelle;3768;Accurate, relevant, reliable and professional service;Services professionnels offrant de l'information précise, pertinente et fiable;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;2229;Universal Broadband Fund (STS-CCB);Fonds pour la large bande universelle;3769;Accurate, relevant, reliable and professional service;Services professionnels offrant de l'information précise, pertinente et fiable;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;2229;Universal Broadband Fund (STS-CCB);Fonds pour la large bande universelle;3770;"24-hour response rate for ""off-the-shelf"" enquiries";Répondre aux demandes simples de nature générale dans les 24 heures;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;2235;Accelerated Growth Service;Service croissance accélérée;STAN00005120;2-day response rate for all enquiries;Taux de réponse de 2 jours pour toutes les demandes de renseignements;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;2240;Issuance of Certificates of Qualification under the Floating Plant Clause (Coasting Trade Act);Délivrance de certificats de qualification en vertu de la clause d'outillage flottant (Loi sur le cabotage);3350;"Certificates of Qualification are typically issued to clients within 21 days of ISED receiving all the necessary documents to prove that the equipment has been modified in Canada to the extent that it can be deemed ""predominantly Canadian"".";"Les certificats de qualification sont généralement délivrés aux clients dans les 21 jours suivant la réception par ISDE de tous les documents nécessaires pour prouver que l'équipement a été modifié au Canada dans la mesure où il peut être considéré comme "" principalement canadien "".";0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;2251;Intellectual Property Clinics Program (Gs&Cs);Programme de cliniques sur la propriété intellectuelle;8570;"Acknowledgement
ISED will acknowledge receipt of applications, required documentation, and reports within 10 business days of receipt.";"Accusé de réception
ISDE accusera réception des demandes, des documents requis et des rapports dans les 10 jours ouvrables qui suivent leur réception.";0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;2251;Intellectual Property Clinics Program (Gs&Cs);Programme de cliniques sur la propriété intellectuelle;8571;ISED will issue payments to Recipients within 30 calendar days after receipt of all additional information required.;ISDE fera un paiement dans les 30 jours civils qui suivent la réception de toute information additionnelle nécessaire pour le traitement du paiement.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;2251;Intellectual Property Clinics Program (Gs&Cs);Programme de cliniques sur la propriété intellectuelle;8572;"Processing
ISED will review the application and provide a response to the applicant within 4 months after the submission deadline.";"Traitement
ISDE examinera la demande et répondra au demandeur au cours des 4 mois civils qui suivent la date limite de présentation des demandes.";0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;3600;ElevateIP;ÉleverlaPI;8573;Ensure that responses to all public enquiries made to the ElevateIP program generic email address are sent within 5 business days.;Assurez que les réponses à toutes les demandes publiques adressées à l’adresse e-mail générique du programme ElevateIP soient envoyées dans les 5 jours ouvrables.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;3601;Portfolio Management;de gestion de portefeuille;8574;The Application Portfolio Management team commits to submitting ISED's application health status to TBS, aligning with TBS call dates and the Policy on Service and Digital.;L'équipe de gestion du portefeuille des applications s'engage à soumettre le status de la santé des applications d'ISDE au SCT à temps, conformément aux dates d'appel du SCT et à la politique sur les services et le numérique.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;3601;Portfolio Management;de gestion de portefeuille;8575;The Service Management team commits to sending out a client feedback form to service owners within 60 days of the Service Inventory submission.;L'équipe de gestion des services s'engage à envoyer un formulaire de retour d'information aux propriétaires de services dans les 60 jours suivant la soumission de l'inventaire des services.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;3601;Portfolio Management;de gestion de portefeuille;8576;The Service Management team commits to submitting the Service Inventory on time to TBS annually, aligned with TBS call dates and the Policy on Service and Digital.;L'équipe de gestion des services s'engage à soumettre chaque année au SCT l'inventaire des services dans les délais impartis, conformément aux dates d'appel du SCT et à la politique sur les services et le numérique.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;SRV02790;Intellectual Property Centre of Expertise (IP CoE);Centre d'expertise en Propriété intellectuelle (CE PI);8577;Client Satisfaction Survey Ratings;Notes obtenues dans le cadre du sondage sur la satisfaction des clients;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
