"org_id","dept_id","pop_id","abbr_en","legal_title","applied_title","old_applied_title","description_en","min_port_en","min_1","min_2","min_3","inst_struct_en","start","end_fin","status","enabling_instr","FAA_LRC_inst","FAA_LRC_HR_RH","auditor","fed_rep_en","notes_en","website"
224,"NGC","NGC","NGC","National Gallery of Canada","National Gallery of Canada",,"To develop, maintain, and make known, throughout Canada and internationally, a collection of works of art, both historic and contemporary, with special but not exclusive reference to Canada and to further knowledge, understanding, and enjoyment of art in general among all Canadians.","Canadian Heritage",,,,"Crown Corporations",1990,,"a","Museums Act, S.C. 1990, c. 3, s. 4","III",,"Auditor General of Canada",,,"www.gallery.ca"
226,"NMST","NST","CSTM","National Museum of Science and Technology",,,"To foster scientific and technological literacy throughout Canada by establishing, maintaining, and developing a collection of scientific and technological objects, with special but not exclusive reference to Canada, and by demonstrating the products and processes of science and technology, as well as their economic, social, and cultural relationships with society.","Canadian Heritage",,,,"Crown Corporations",1990,,"a","Museums Act, S.C. 1990, c. 3, s. 13","III",,"Auditor General of Canada",,,"https://ingeniumcanada.org/scitech"
226,"NMST","NST","CSTM","National Museum of Science and Technology",,,"To foster scientific and technological literacy throughout Canada by establishing, maintaining, and developing a collection of scientific and technological objects, with special but not exclusive reference to Canada, and by demonstrating the products and processes of science and technology, as well as their economic, social, and cultural relationships with society.","Canadian Heritage",,,,"Crown Corporations",1990,,"a","Museums Act, S.C. 1990, c. 3, s. 13","III",,"Auditor General of Canada",,,"https://ingeniumcanada.org/scitech"
227,"NPB","NPB","PBC","Parole Board of Canada","Parole Board of Canada",,"The PBC contributes to the Government of Canada’s outcome of a safe and secure Canada. The PBC contributes to this outcome by making timely conditional release, record suspension, and expungement decisions, and clemency recommendations that result in the reintegration of offenders and the sustained rehabilitation of individuals into society as law-abiding citizens.","Public Safety and Emergency Preparedness",,,,"Departmental Agencies",1959,,"a","The legal authority under which the PBC operates includes the Corrections and Conditional Release Act (CCRA) and its Regulations, the Criminal Records Act (CRA) and its Regulations, the Letters Patent, the Criminal Code, the Canadian Charter of Rights and Freedoms, and other legislation.","I.1","IV",,,,"www.canada.ca/en/parole-board.html"
227,"NPB","NPB","PBC","Parole Board of Canada","Parole Board of Canada",,"The PBC contributes to the Government of Canada’s outcome of a safe and secure Canada. The PBC contributes to this outcome by making timely conditional release, record suspension, and expungement decisions, and clemency recommendations that result in the reintegration of offenders and the sustained rehabilitation of individuals into society as law-abiding citizens.","Public Safety and Emergency Preparedness",,,,"Departmental Agencies",1959,,"a","The legal authority under which the PBC operates includes the Corrections and Conditional Release Act (CCRA) and its Regulations, the Criminal Records Act (CRA) and its Regulations, the Letters Patent, the Criminal Code, the Canadian Charter of Rights and Freedoms, and other legislation.","I.1","IV",,,,"www.canada.ca/en/parole-board.html"
228,"NRC","NRC","NRC","National Research Council of Canada","National Research Council Canada",,"As the largest federal performer of research and technology development in Canada, NRC advances scientific knowledge, supports business innovation and provides technological solutions to pressing public policy challenges. Working with industry, government and academia, NRC's scientific experts and industrial technology advisors support a broad range of science and innovation activities, including helping technology-based small and medium-sized enterprises to scale-up, access global value chains and become internationally competitive. By balancing the advancement of emerging science and technology required for tomorrow's economy with innovation support that Canadian companies need to grow and succeed, NRC translates scientific excellence into innovations that improve the quality of life for Canadians and people around the world. By combining its strong national foundation and regionally-based network of specialized scientific infrastructure with deep international partnerships, NRC has become an enabling platform for connecting diverse expertise across Canada's innovation system, focusing these efforts on the most valuable goals for the country.","Innovation, Science and Economic Development",,,,"Departmental Corporations",1916,,"a","National Research Council Act, R.S.C. 1985, c. N-15","II","V",,,,"https://nrc.canada.ca/en"
228,"NRC","NRC","NRC","National Research Council of Canada","National Research Council Canada",,"As the largest federal performer of research and technology development in Canada, NRC advances scientific knowledge, supports business innovation and provides technological solutions to pressing public policy challenges. Working with industry, government and academia, NRC's scientific experts and industrial technology advisors support a broad range of science and innovation activities, including helping technology-based small and medium-sized enterprises to scale-up, access global value chains and become internationally competitive. By balancing the advancement of emerging science and technology required for tomorrow's economy with innovation support that Canadian companies need to grow and succeed, NRC translates scientific excellence into innovations that improve the quality of life for Canadians and people around the world. By combining its strong national foundation and regionally-based network of specialized scientific infrastructure with deep international partnerships, NRC has become an enabling platform for connecting diverse expertise across Canada's innovation system, focusing these efforts on the most valuable goals for the country.","Innovation, Science and Economic Development",,,,"Departmental Corporations",1916,,"a","National Research Council Act, R.S.C. 1985, c. N-15","II","V",,,,"https://nrc.canada.ca/en"
229,"NRTEE",,"NRTEE","National Round Table on the Environment and the Economy",,,"To play the role of catalyst in identifying, explaining, and promoting in all sectors of Canadian society and in all regions of Canada principles and practices of sustainable development.",,,,,"Departmental Corporations",1994,2012,"d","National Round Table on the Environment and the Economy Act, S.C. 1993, c. 31",,,,,,
230,"NSERC","NSE","NSERC","Natural Sciences and Engineering Research Council","Natural Sciences and Engineering Research Council of Canada",,"The Minister of Innovation, Science and Economic Development is responsible for this organization.     The Natural Sciences and Engineering Research Council of Canada (NSERC)  is a key actor in making Canada a leading country of discovery and  innovation. NSERC aims to maximize the value of public investments in  research and development (R&D) and to advance the prosperity and quality  of life of all Canadians. In today’s highly competitive global economy,  NSERC plays a key role in supporting Canada’s innovation ecosystem.  NSERC supports research that benefits all Canadians. By connecting this  innovative research to industry through its partnership initiatives,  NSERC also makes it easier for the private sector to collaborate with  academia and access the wealth of resources Canada’s first-rate academic  system has to offer. NSERC develops the next generation of talented  scientists and engineers through scholarships and research stipends, and increases the visibility of Canadian research.","Innovation, Science and Economic Development",,,,"Departmental Corporations",1978,,"a","Natural Sciences and Engineering Research Council Act, R.S.C. 1985, c. N-21","II","V",,,,"www.nserc-crsng.gc.ca"
230,"NSERC","NSE","NSERC","Natural Sciences and Engineering Research Council","Natural Sciences and Engineering Research Council of Canada",,"The Minister of Innovation, Science and Economic Development is responsible for this organization.     The Natural Sciences and Engineering Research Council of Canada (NSERC)  is a key actor in making Canada a leading country of discovery and  innovation. NSERC aims to maximize the value of public investments in  research and development (R&D) and to advance the prosperity and quality  of life of all Canadians. In today’s highly competitive global economy,  NSERC plays a key role in supporting Canada’s innovation ecosystem.  NSERC supports research that benefits all Canadians. By connecting this  innovative research to industry through its partnership initiatives,  NSERC also makes it easier for the private sector to collaborate with  academia and access the wealth of resources Canada’s first-rate academic  system has to offer. NSERC develops the next generation of talented  scientists and engineers through scholarships and research stipends, and increases the visibility of Canadian research.","Innovation, Science and Economic Development",,,,"Departmental Corporations",1978,,"a","Natural Sciences and Engineering Research Council Act, R.S.C. 1985, c. N-21","II","V",,,,"www.nserc-crsng.gc.ca"
231,,,,"Nature Trust of British Columbia, The",,,"To conserve British Columbia's biological diversity through securement and management of ecologically significant lands","Privy Council",,,,"Shared-Governance Corporations",1971,,"a","Canada Corporations Act, R.S.C. 1970, c. C-32",,,"DMCL LLP","1/17 board members",,"www.naturetrust.bc.ca"
231,,,,"Nature Trust of British Columbia, The",,,"To conserve British Columbia's biological diversity through securement and management of ecologically significant lands","Privy Council",,,,"Shared-Governance Corporations",1971,,"a","Canada Corporations Act, R.S.C. 1970, c. C-32",,,"DMCL LLP","1/17 board members",,"www.naturetrust.bc.ca"
232,,,,"NAV CANADA",,,"To acquire, own, manage, operate, and develop the Canadian civil air navigation system in a safe, secure, efficient, and cost-effective manner.","Transport",,,,"Shared-Governance Corporations",1996,,"a","Canada Not-for-profit Corporations Act (S.C. 2009, c. 23)",,,"KPMG LLP","3/15 board members",,"www.navcanada.ca"
232,,,,"NAV CANADA",,,"To acquire, own, manage, operate, and develop the Canadian civil air navigation system in a safe, secure, efficient, and cost-effective manner.","Transport",,,,"Shared-Governance Corporations",1996,,"a","Canada Not-for-profit Corporations Act (S.C. 2009, c. 23)",,,"KPMG LLP","3/15 board members",,"www.navcanada.ca"
233,,,,"Joint Public Advisory Committee (JPAC) of the Commission for Environmental Cooperation (CEC)",,,"To advise the Council of the Commission for Environmental Cooperation on matters within the scope of the Agreement on Environmental Cooperation, a parallel agreement of the Canada-United States-Mexico Agreement.","Environment and Climate Change",,,,"International Organizations",1994,,"a","The Committee was created pursuant to the North American Agreement on Environmental Cooperation",,,"Deloitte LLP","3/9 board members","Formerly known as the North American Commission for Environmental Cooperation – Joint Public Advisory Committee.","www.cec.org"
233,,,,"Joint Public Advisory Committee (JPAC) of the Commission for Environmental Cooperation (CEC)",,,"To advise the Council of the Commission for Environmental Cooperation on matters within the scope of the Agreement on Environmental Cooperation, a parallel agreement of the Canada-United States-Mexico Agreement.","Environment and Climate Change",,,,"International Organizations",1994,,"a","The Committee was created pursuant to the North American Agreement on Environmental Cooperation",,,"Deloitte LLP","3/9 board members","Formerly known as the North American Commission for Environmental Cooperation – Joint Public Advisory Committee.","www.cec.org"
234,,,,"North Portage Development Corporation (operating as The Forks North Portage Partnership)",,,"To act as a catalyst, encouraging activities for people in the downtown area through public and private partnerships and revitalization strategies; and to work to ensure financial self-sufficiency.","Innovation, Science and Economic Development",,,,"Joint Enterprises",1983,,"a","Corporations Act, C.C.S.M. c. 225",,,"MNP LLP","33.33 per cent (one common share) ownership",,"https://www.theforks.com/about/partnership"
234,,,,"North Portage Development Corporation (operating as The Forks North Portage Partnership)",,,"To act as a catalyst, encouraging activities for people in the downtown area through public and private partnerships and revitalization strategies; and to work to ensure financial self-sufficiency.","Innovation, Science and Economic Development",,,,"Joint Enterprises",1983,,"a","Corporations Act, C.C.S.M. c. 225",,,"MNP LLP","33.33 per cent (one common share) ownership",,"https://www.theforks.com/about/partnership"
235,"NPA","NPA","NPA","Northern Pipeline Agency","Northern Pipeline Agency Canada",,"The Northern Pipeline Agency (NPA) was established by the Northern Pipeline Act in 1978 and, in the context of the 1977 Agreement Between Canada and the United States of America on Principles Applicable to a Northern Natural Gas Pipeline. The NPA has a mandate to carry out federal responsibilities in respect of the planning and construction of the Canadian portion of the Alaska Natural Gas Pipeline. The NPA plays a key role in supporting efficient and expeditious regulatory approval while ensuring environmental protection and social and economic benefits for Canada.    The Minister of Energy and Natural Resources is responsible for this organization.","Natural Resources",,,,"Departmental Agencies",1978,,"a","Northern Pipeline Act, R.S.C. 1985, c. N-26","I.1","V",,,,"https://northern-pipeline.canada.ca/home"
235,"NPA","NPA","NPA","Northern Pipeline Agency","Northern Pipeline Agency Canada",,"The Northern Pipeline Agency (NPA) was established by the Northern Pipeline Act in 1978 and, in the context of the 1977 Agreement Between Canada and the United States of America on Principles Applicable to a Northern Natural Gas Pipeline. The NPA has a mandate to carry out federal responsibilities in respect of the planning and construction of the Canadian portion of the Alaska Natural Gas Pipeline. The NPA plays a key role in supporting efficient and expeditious regulatory approval while ensuring environmental protection and social and economic benefits for Canada.    The Minister of Energy and Natural Resources is responsible for this organization.","Natural Resources",,,,"Departmental Agencies",1978,,"a","Northern Pipeline Act, R.S.C. 1985, c. N-26","I.1","V",,,,"https://northern-pipeline.canada.ca/home"
237,"OICC","HIC","HICC","Department of Housing, Infrastructure and Communities","Housing, Infrastructure and Communities Canada","Infrastructure Canada","Housing, Infrastructure and Communities Canada makes significant investments in housing and public infrastructure, addresses homelessness needs, builds public-private-partnerships, and delivers programs that improve Canadians' quality of life by making our communities more resilient, accessible and inclusive, while creating jobs and supporting economic growth. The Minister of Housing, Infrastructure and Communities is responsible for this organization.","Infrastructure and Communities",,,,"Departmental Agencies",2002,,"a","Department of Housing, Infrastructure and Communities Act","I","IV",,,"The Department of Housing, Infrastructure and Communities was established after the publication of the 2024–25 Main Estimates and unexpended appropriations from the Office of Infrastructure of Canada were deemed to be appropriated to the new Department (Department of Housing, Infrastructure and Communities Act).","https://housing-infrastructure.canada.ca/"
237,"OICC","HIC","HICC","Department of Housing, Infrastructure and Communities","Housing, Infrastructure and Communities Canada","Infrastructure Canada","Housing, Infrastructure and Communities Canada makes significant investments in housing and public infrastructure, addresses homelessness needs, builds public-private-partnerships, and delivers programs that improve Canadians' quality of life by making our communities more resilient, accessible and inclusive, while creating jobs and supporting economic growth. The Minister of Housing, Infrastructure and Communities is responsible for this organization.","Infrastructure and Communities",,,,"Departmental Agencies",2002,,"a","Department of Housing, Infrastructure and Communities Act","I","IV",,,"The Department of Housing, Infrastructure and Communities was established after the publication of the 2024–25 Main Estimates and unexpended appropriations from the Office of Infrastructure of Canada were deemed to be appropriated to the new Department (Department of Housing, Infrastructure and Communities Act).","https://housing-infrastructure.canada.ca/"
238,"OAG","AUD","OAG","Office of the Auditor General","Office of the Auditor General of Canada",,"The Office of the Auditor General of Canada (OAG) is the legislative audit office of the federal government and the 3 northern territories. The OAG's work is mainly focused on financial audits, performance audits, special examinations, and sustainable development monitoring activities and environmental petitions. Our audits provide objective information, advice, and assurance to Parliament, territorial legislatures, governments, Crown corporations, and Canadians. With our reports and our participation in the hearings that study them, we assist parliamentarians and territorial legislators in their work on the authorization and oversight of government spending and operations. The Minister of Finance is responsible for tabling the Auditor General’s administrative reports in Parliament, including the Departmental Plan and Departmental Results Report.","Finance",,,,"Agents Of Parliament",1878,,"a","Auditor General Act, R.S.C. 1985, c. A-17 Financial Administration Act, R.S.C. 1985, c. F-11","I.1","V",,,,"www.oag-bvg.gc.ca"
238,"OAG","AUD","OAG","Office of the Auditor General","Office of the Auditor General of Canada",,"The Office of the Auditor General of Canada (OAG) is the legislative audit office of the federal government and the 3 northern territories. The OAG's work is mainly focused on financial audits, performance audits, special examinations, and sustainable development monitoring activities and environmental petitions. Our audits provide objective information, advice, and assurance to Parliament, territorial legislatures, governments, Crown corporations, and Canadians. With our reports and our participation in the hearings that study them, we assist parliamentarians and territorial legislators in their work on the authorization and oversight of government spending and operations. The Minister of Finance is responsible for tabling the Auditor General’s administrative reports in Parliament, including the Departmental Plan and Departmental Results Report.","Finance",,,,"Agents Of Parliament",1878,,"a","Auditor General Act, R.S.C. 1985, c. A-17 Financial Administration Act, R.S.C. 1985, c. F-11","I.1","V",,,,"www.oag-bvg.gc.ca"
239,"CEO","CEO","elections","Office of the Chief Electoral Officer",,,"The Office of the Chief Electoral Officer, commonly known as Elections Canada, is an independent, non-partisan agency that reports directly to Parliament. Its mandate is to be prepared to conduct a federal general election, by-election or referendum; to administer the political financing provisions of the Canada Elections Act ; to monitor compliance with electoral legislation; to conduct public information campaigns on voter registration, voting and becoming a candidate; to conduct education programs for students on the electoral process; to provide support to the independent commissions in charge of adjusting the boundaries of federal electoral districts following each decennial census; to carry out studies on alternative voting methods and, with the approval of parliamentarians, test alternative voting processes for future use during electoral events; to provide assistance and co-operation in electoral matters to electoral agencies in other countries or to international organizations.","Privy Council",,,,"Agents Of Parliament",1920,,"a","Canada Elections Act, S.C. 2000, c. 9; Electoral Boundaries Readjustment Act, R.S.C., 1985, c. E-3; Referendum Act, S.C. 1992, c. 30","I.1","IV",,,,"www.elections.ca"
239,"CEO","CEO","elections","Office of the Chief Electoral Officer",,,"The Office of the Chief Electoral Officer, commonly known as Elections Canada, is an independent, non-partisan agency that reports directly to Parliament. Its mandate is to be prepared to conduct a federal general election, by-election or referendum; to administer the political financing provisions of the Canada Elections Act ; to monitor compliance with electoral legislation; to conduct public information campaigns on voter registration, voting and becoming a candidate; to conduct education programs for students on the electoral process; to provide support to the independent commissions in charge of adjusting the boundaries of federal electoral districts following each decennial census; to carry out studies on alternative voting methods and, with the approval of parliamentarians, test alternative voting processes for future use during electoral events; to provide assistance and co-operation in electoral matters to electoral agencies in other countries or to international organizations.","Privy Council",,,,"Agents Of Parliament",1920,,"a","Canada Elections Act, S.C. 2000, c. 9; Electoral Boundaries Readjustment Act, R.S.C., 1985, c. E-3; Referendum Act, S.C. 1992, c. 30","I.1","IV",,,,"www.elections.ca"
240,"FJA","FJA","FJA","Office of the Commissioner for Federal Judicial Affairs","Office of the Commissioner for Federal Judicial Affairs Canada",,"The Office of the Commissioner for Federal Judicial Affairs (FJA)  provides services to the Canadian judiciary and promotes judicial independence.    The Minister of Justice and Attorney General of Canada is responsible for this organization.","Justice",,,,"Departmental Agencies",1978,,"a","Judges Act, R.S.C. 1985, c. J-1","I.1","IV",,,,"www.fja-cmf.gc.ca"
240,"FJA","FJA","FJA","Office of the Commissioner for Federal Judicial Affairs","Office of the Commissioner for Federal Judicial Affairs Canada",,"The Office of the Commissioner for Federal Judicial Affairs (FJA)  provides services to the Canadian judiciary and promotes judicial independence.    The Minister of Justice and Attorney General of Canada is responsible for this organization.","Justice",,,,"Departmental Agencies",1978,,"a","Judges Act, R.S.C. 1985, c. J-1","I.1","IV",,,,"www.fja-cmf.gc.ca"
241,"ORL","LOB","OCL","Office of the Commissioner of Lobbying","Office of the Commissioner of Lobbying of Canada",,"The federal lobbying regime sets requirements and standards for the transparent and ethical lobbying of federal officials. The Commissioner of Lobbying with the support of the Office administers the _Lobbying Act_ and the _Lobbyists’ Code of Conduct_.

Our primary responsibilities include:
* maintaining and enhancing the Registry of Lobbyists
* expanding awareness and understanding of the lobbying regime and compliance obligations through education
* conducting compliance work that supports respect of federal lobbying requirements

The Commissioner is independent from government and reports directly to Parliament.","Treasury Board",,,,"Agents Of Parliament",2006,,"a","Lobbying Act, R.S.C. 1985, c. 44 (4th Supp.)","I.1","IV",,,,"https://lobbycanada.gc.ca/en"
241,"ORL","LOB","OCL","Office of the Commissioner of Lobbying","Office of the Commissioner of Lobbying of Canada",,"The federal lobbying regime sets requirements and standards for the transparent and ethical lobbying of federal officials. The Commissioner of Lobbying with the support of the Office administers the _Lobbying Act_ and the _Lobbyists’ Code of Conduct_.

Our primary responsibilities include:
* maintaining and enhancing the Registry of Lobbyists
* expanding awareness and understanding of the lobbying regime and compliance obligations through education
* conducting compliance work that supports respect of federal lobbying requirements

The Commissioner is independent from government and reports directly to Parliament.","Treasury Board",,,,"Agents Of Parliament",2006,,"a","Lobbying Act, R.S.C. 1985, c. 44 (4th Supp.)","I.1","IV",,,,"https://lobbycanada.gc.ca/en"
242,"OCOL","COL","OCOL","Office of the Commissioner of Official Languages",,,"The mandate of the Commissioner of Official Languages is to oversee the full implementation of the  Official Languages Act , protect the language rights of Canadians, and promote linguistic  duality and bilingualism in Canada.    Section 56 of the  Official Languages Act  states: ""It is the duty  of the Commissioner to take all actions and measures within the  authority of the Commissioner with a view to ensuring recognition of the  status of each of the official languages and compliance with the spirit  and intent of this Act in the administration of the affairs of federal  institutions, including any of their activities relating to the advancement of English and French in Canadian society.""    Under the Act, therefore, the Commissioner is required to take every  measure within his power to ensure that the three main objectives of the  Official Languages Act  are met:    the equality of the status and use of English and French in Parliament,  the Government of Canada, the federal administration and the institutions subject to the Act;   the development of official language communities in Canada; and   the advancement of the equality of English and French in Canadian society.     The Commissioner of Official Languages is appointed by commission under  the Great Seal, after approval by resolution of the House of Commons and  the Senate. The Commissioner of Official Languages, reports directly to Parliament.    The President of the Queen’s Privy Council for Canada is responsible for  tabling in Parliament the Office of the Commissioner of Official  Languages’ administrative reports, including the Report on Plans and Priorities and the Departmental Performance Report.","Privy Council",,,,"Agents Of Parliament",1969,,"a","Official Languages Act, R.S.C. 1985, c. 31 (4th Supp.)","I.1","IV",,,,"www.officiallanguages.gc.ca/en"
242,"OCOL","COL","OCOL","Office of the Commissioner of Official Languages",,,"The mandate of the Commissioner of Official Languages is to oversee the full implementation of the  Official Languages Act , protect the language rights of Canadians, and promote linguistic  duality and bilingualism in Canada.    Section 56 of the  Official Languages Act  states: ""It is the duty  of the Commissioner to take all actions and measures within the  authority of the Commissioner with a view to ensuring recognition of the  status of each of the official languages and compliance with the spirit  and intent of this Act in the administration of the affairs of federal  institutions, including any of their activities relating to the advancement of English and French in Canadian society.""    Under the Act, therefore, the Commissioner is required to take every  measure within his power to ensure that the three main objectives of the  Official Languages Act  are met:    the equality of the status and use of English and French in Parliament,  the Government of Canada, the federal administration and the institutions subject to the Act;   the development of official language communities in Canada; and   the advancement of the equality of English and French in Canadian society.     The Commissioner of Official Languages is appointed by commission under  the Great Seal, after approval by resolution of the House of Commons and  the Senate. The Commissioner of Official Languages, reports directly to Parliament.    The President of the Queen’s Privy Council for Canada is responsible for  tabling in Parliament the Office of the Commissioner of Official  Languages’ administrative reports, including the Report on Plans and Priorities and the Departmental Performance Report.","Privy Council",,,,"Agents Of Parliament",1969,,"a","Official Languages Act, R.S.C. 1985, c. 31 (4th Supp.)","I.1","IV",,,,"www.officiallanguages.gc.ca/en"
243,,,,"Office of the Commissioner of Review Tribunals",,,"The Review Tribunals are independent and impartial bodies that conduct quasi-judicial hearings of appeals for individuals whose applications for Canada Pension Plan (CPP)/Old Age Security (OAS) benefits were denied at the reconsideration stage of appeal. Authority for the Review Tribunals originates under section 82 of the Canada Pension Plan and section 28 of the Old Age Security Act.  The Office of the Commissioner of Review Tribunals hears and decides appeals under the Canada Pension Plan and final level appeals under the Old Age Security Act.",,,,,"Departmental Agencies",1991,2013,"t","Canada Pension Plan, R.S., 1985, c. C-8 Old Age Security Act, R.S. 1985, c. O-9",,,,,,
244,"OCSEC","OLC",,"Office of the Intelligence Commissioner",,,"The Intelligence Commissioner is responsible for performing an independent quasi-judicial review of the conclusions reached by Ministers in issuing certain ministerial authorizations and determinations for both the Communications Security Establishment (CSE) and the Canadian Security Intelligence Service (CSIS), concerning intelligence activities before they can be carried out.","Privy Council",,,,"Departmental Agencies",2019,,"a","Intelligence Commissioner Act (S.C. 2019, c. 13, s. 50)","I.1","V",,,"With the coming into force of the Intelligence Commissioner Act by order of the Governor in Council on July 12, 2019, the former Office of the Communications Security Establishment Commissioner was dissolved and the employees of the Office of the Communications Security Establishment Commissioner were transferred to the new Office of the Intelligence Commissioner.

The review functions of the former Office of the Communications Security Establishment Commissioner (OCSEC) have been transferred to the National Security and Intelligence Review Agency (NSIRA).","https://www.canada.ca/en/intelligence-commissioner.html"
244,"OCSEC","OLC",,"Office of the Intelligence Commissioner",,,"The Intelligence Commissioner is responsible for performing an independent quasi-judicial review of the conclusions reached by Ministers in issuing certain ministerial authorizations and determinations for both the Communications Security Establishment (CSE) and the Canadian Security Intelligence Service (CSIS), concerning intelligence activities before they can be carried out.","Privy Council",,,,"Departmental Agencies",2019,,"a","Intelligence Commissioner Act (S.C. 2019, c. 13, s. 50)","I.1","V",,,"With the coming into force of the Intelligence Commissioner Act by order of the Governor in Council on July 12, 2019, the former Office of the Communications Security Establishment Commissioner was dissolved and the employees of the Office of the Communications Security Establishment Commissioner were transferred to the new Office of the Intelligence Commissioner.

The review functions of the former Office of the Communications Security Establishment Commissioner (OCSEC) have been transferred to the National Security and Intelligence Review Agency (NSIRA).","https://www.canada.ca/en/intelligence-commissioner.html"
245,"OEC","CIE","OEC","Office of the Conflict of Interest and Ethics Commissioner",,,"The Conflict of Interest and Ethics Commissioner is an independent Officer of Parliament responsible for helping appointed and elected officials prevent and avoid conflicts between their public duties and private interests.","Parliament",,,,"Parliamentary Entities",2007,,"a","Parliament of Canada Act, R.S.C., 1985, c. P-1",,,,,,"ciec-ccie.parl.gc.ca/EN/Pages/default.aspx"
246,"SWC","CSW","WAGE","Department for Women and Gender Equality","Women and Gender Equality Canada",,"The Department for Women and Gender Equality works to advance gender equality through an intersectional gendered lens. Working in
partnership with key stakeholders, including civil society organizations, labour groups, the private sector, other orders of government, and
First Nations, Inuit and Metis peoples, the Department actively promotes the inclusion of all people in Canada’s economic, social, and
political life. The Department for Women and Gender Equality works to uphold its mandate to advance gender equality by performing a
central coordination function within the Government of Canada by developing and implementing policies, providing grants and
contributions, delivering programs, investing in research, and providing advice to achieve equality for people of all genders, including
women.","Women and Gender Equality and Rural Economic Development",,,,"Ministerial Departments",1976,,"a","Department for Women and Gender Equality Act","I","IV",,,"On December 13, 2018, Status of Women Canada (Order-in-Council P.C. 1976-779) became the Department for Women and Gender Equality (Department for Women and Gender Equality Act).","www.swc-cfc.gc.ca"
246,"SWC","CSW","WAGE","Department for Women and Gender Equality","Women and Gender Equality Canada",,"The Department for Women and Gender Equality works to advance gender equality through an intersectional gendered lens. Working in
partnership with key stakeholders, including civil society organizations, labour groups, the private sector, other orders of government, and
First Nations, Inuit and Metis peoples, the Department actively promotes the inclusion of all people in Canada’s economic, social, and
political life. The Department for Women and Gender Equality works to uphold its mandate to advance gender equality by performing a
central coordination function within the Government of Canada by developing and implementing policies, providing grants and
contributions, delivering programs, investing in research, and providing advice to achieve equality for people of all genders, including
women.","Women and Gender Equality and Rural Economic Development",,,,"Ministerial Departments",1976,,"a","Department for Women and Gender Equality Act","I","IV",,,"On December 13, 2018, Status of Women Canada (Order-in-Council P.C. 1976-779) became the Department for Women and Gender Equality (Department for Women and Gender Equality Act).","www.swc-cfc.gc.ca"
247,"OCI","OCI","OCI","Office of the Correctional Investigator of Canada","The Correctional Investigator Canada",,"As the ombuds for federally sentenced individuals, the Office of the Correctional Investigator serves Canadians and contributes to safe, lawful and humane corrections through independent oversight of the Correctional Service of Canada by providing accessible, impartial and timely investigation of individual and systemic concerns. While an independent organization, the Office of the Correctional Investigator is part of the Public Safety and Emergency Preparedness portfolio. The Minister of Public Safety is responsible for this organization.","Public Safety and Emergency Preparedness",,,,"Departmental Agencies",1992,,"a","Corrections and Conditional Release Act, S.C. 1992, c. 20","I.1","V",,,,"www.oci-bec.gc.ca"
247,"OCI","OCI","OCI","Office of the Correctional Investigator of Canada","The Correctional Investigator Canada",,"As the ombuds for federally sentenced individuals, the Office of the Correctional Investigator serves Canadians and contributes to safe, lawful and humane corrections through independent oversight of the Correctional Service of Canada by providing accessible, impartial and timely investigation of individual and systemic concerns. While an independent organization, the Office of the Correctional Investigator is part of the Public Safety and Emergency Preparedness portfolio. The Minister of Public Safety is responsible for this organization.","Public Safety and Emergency Preparedness",,,,"Departmental Agencies",1992,,"a","Corrections and Conditional Release Act, S.C. 1992, c. 20","I.1","V",,,,"www.oci-bec.gc.ca"
248,"ODPP","PPD","PPSC","Office of the Director of Public Prosecutions","Public Prosecution Service of Canada",,"The Office of the Director of Public Prosecutions (ODPP) was created on December 12, 2006, with the coming into force of the Director of Public Prosecutions Act. The ODPP is an independent prosecution service mandated to prosecute offences that are under the jurisdiction of the Attorney General of Canada.

The ODPP has one core responsibility: Public Prosecutions. The PPSC prosecutes criminal and regulatory offences under federal law in an independent, impartial and fair manner. It also provides prosecutorial legal advice to investigative agencies.

The mandate of the ODPP includes:
•	Providing legal advice to federal investigative agencies and government departments on the criminal law implications of investigations and prosecutions;
•	Initiating and conducting federal prosecutions; and
•	Intervening in matters that raise questions of public interest that may affect the conduct of prosecutions or related investigations.","Justice",,,,"Departmental Agencies",2006,,"a","Director of Public Prosecutions Act, S.C. 2006, c. 9, s. 121Canada Elections Act, S.C. 2000, c. 9","I.1","IV",,,,"www.ppsc-sppc.gc.ca/"
248,"ODPP","PPD","PPSC","Office of the Director of Public Prosecutions","Public Prosecution Service of Canada",,"The Office of the Director of Public Prosecutions (ODPP) was created on December 12, 2006, with the coming into force of the Director of Public Prosecutions Act. The ODPP is an independent prosecution service mandated to prosecute offences that are under the jurisdiction of the Attorney General of Canada.

The ODPP has one core responsibility: Public Prosecutions. The PPSC prosecutes criminal and regulatory offences under federal law in an independent, impartial and fair manner. It also provides prosecutorial legal advice to investigative agencies.

The mandate of the ODPP includes:
•	Providing legal advice to federal investigative agencies and government departments on the criminal law implications of investigations and prosecutions;
•	Initiating and conducting federal prosecutions; and
•	Intervening in matters that raise questions of public interest that may affect the conduct of prosecutions or related investigations.","Justice",,,,"Departmental Agencies",2006,,"a","Director of Public Prosecutions Act, S.C. 2006, c. 9, s. 121Canada Elections Act, S.C. 2000, c. 9","I.1","IV",,,,"www.ppsc-sppc.gc.ca/"
