Ministry_name-Portefeuilleministériel_nom,Other-than-budgetary-expenditures_Autres-que-depenses-budgetaires,EntityDept_name_fra-EntitéMin_nom_fra,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_code_PROG,ProgramorCoreResponsibility_name-ProgrammeouResponsabilitéessentielle_nom_PROG,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_description_PROG,ProgramInventory-Répertoiredesprogrammes_code_PROG,ProgramInventory_name-Répertoiredesprogrammes_nom_PROG,ProgramInventory-Répertoiredesprogrammes_description_PROG,Notes,Department_specific-Particulier_au_ministère
"Innovation, Sciences et Développement économique",,"Conseil national de recherches du Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA9","Services de gestion du matériel","","2 La note relative au code ISSA0 s’applique.","035 - Conseil national de recherches du Canada"
"Innovation, Sciences et Développement économique",,"Conseil national de recherches du Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSAZ","Services de gestion des acquisitions","","2 La note relative au code ISSA0 s’applique.","035 - Conseil national de recherches du Canada"
"Innovation, Sciences et Développement économique",,"Conseil canadien des normes","BNS00","Conseil canadien des normes","Gérer le système national de normes du Canada en encourageant une normalisation volontaire efficiente et efficace au Canada, lorsque celle-ci ne fait l’objet d’aucune mesure législative. Les travaux de normalisation visent à faire progresser l’économie nationale, à contribuer au développement durable, à améliorer la santé, la sécurité et le bien-être des travailleurs et du public. Ces activités ont également pour but d’aider et de protéger les consommateurs, de faciliter le commerce intérieur et extérieur ainsi que de développer la coopération internationale en matière de normalisation.",,,"","","033 - Industrie (Ministère de l')"
"Innovation, Sciences et Développement économique",,"Statistique Canada","BNV00","Renseignements statistiques","Statistique Canada produit des renseignements statistiques objectifs de grande qualité pour l’ensemble du Canada. Les renseignements statistiques produits portent sur les activités commerciales, industrielles, financières, sociales, économiques, environnementales et générales de la population et sur l’état de celle-ci.","BNV01","Statistique économique et environnementale","","","054 - Statistique Canada"
"Innovation, Sciences et Développement économique",,"Statistique Canada","BNV00","Renseignements statistiques","Statistique Canada produit des renseignements statistiques objectifs de grande qualité pour l’ensemble du Canada. Les renseignements statistiques produits portent sur les activités commerciales, industrielles, financières, sociales, économiques, environnementales et générales de la population et sur l’état de celle-ci.","BNV02","Statistique socioéconomique","","","054 - Statistique Canada"
"Innovation, Sciences et Développement économique",,"Statistique Canada","BNV00","Renseignements statistiques","Statistique Canada produit des renseignements statistiques objectifs de grande qualité pour l’ensemble du Canada. Les renseignements statistiques produits portent sur les activités commerciales, industrielles, financières, sociales, économiques, environnementales et générales de la population et sur l’état de celle-ci.","BNV03","Recensements","","","054 - Statistique Canada"
"Innovation, Sciences et Développement économique",,"Statistique Canada","BNV00","Renseignements statistiques","Statistique Canada produit des renseignements statistiques objectifs de grande qualité pour l’ensemble du Canada. Les renseignements statistiques produits portent sur les activités commerciales, industrielles, financières, sociales, économiques, environnementales et générales de la population et sur l’état de celle-ci.","BNV04","Services statistiques à frais recouvrables","","","054 - Statistique Canada"
"Innovation, Sciences et Développement économique",,"Statistique Canada","BNV00","Renseignements statistiques","Statistique Canada produit des renseignements statistiques objectifs de grande qualité pour l’ensemble du Canada. Les renseignements statistiques produits portent sur les activités commerciales, industrielles, financières, sociales, économiques, environnementales et générales de la population et sur l’état de celle-ci.","BNV05","Centres d'expertise","","","054 - Statistique Canada"
"Innovation, Sciences et Développement économique",,"Statistique Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA1","Services de gestion et de surveillance","","2 La note relative au code ISSA0 s’applique.","054 - Statistique Canada"
"Innovation, Sciences et Développement économique",,"Statistique Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA2","Services de communication","","2 La note relative au code ISSA0 s’applique.","054 - Statistique Canada"
"Innovation, Sciences et Développement économique",,"Statistique Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA3","Services juridiques","","2 La note relative au code ISSA0 s’applique.","054 - Statistique Canada"
"Innovation, Sciences et Développement économique",,"Statistique Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA4","Services de gestion des ressources humaines","","2 La note relative au code ISSA0 s’applique.","054 - Statistique Canada"
"Innovation, Sciences et Développement économique",,"Statistique Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA5","Services de gestion financière","","2 La note relative au code ISSA0 s’applique.","054 - Statistique Canada"
"Innovation, Sciences et Développement économique",,"Statistique Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA6","Services de gestion de l'information","","2 La note relative au code ISSA0 s’applique.","054 - Statistique Canada"
"Innovation, Sciences et Développement économique",,"Statistique Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA7","Services de gestion de la technologie de l'information","","2 La note relative au code ISSA0 s’applique.","054 - Statistique Canada"
"Innovation, Sciences et Développement économique",,"Statistique Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA8","Services de gestion des biens immobiliers","","2 La note relative au code ISSA0 s’applique.","054 - Statistique Canada"
"Innovation, Sciences et Développement économique",,"Statistique Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA9","Services de gestion du matériel","","2 La note relative au code ISSA0 s’applique.","054 - Statistique Canada"
"Innovation, Sciences et Développement économique",,"Statistique Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSAZ","Services de gestion des acquisitions","","2 La note relative au code ISSA0 s’applique.","054 - Statistique Canada"
"Innovation, Sciences et Développement économique",,"Diversification de l'économie de l'Ouest canadien (Ministère de la)","BNW00","Développement économique de l'Ouest canadien","Diversification de l'économie de l'Ouest Canada promeut la croissance et la diversification de l'économie de l'Ouest canadien en encourageant l'innovation, en améliorant la compétitivité des entreprises, en promouvant l'adoption de technologies propres et d'une croissance inclusive.","BNW01","Innovation","","","044 - Diversification de l'économie de l'Ouest canadien (Ministère de la)"
"Innovation, Sciences et Développement économique",,"Diversification de l'économie de l'Ouest canadien (Ministère de la)","BNW00","Développement économique de l'Ouest canadien","Diversification de l'économie de l'Ouest Canada promeut la croissance et la diversification de l'économie de l'Ouest canadien en encourageant l'innovation, en améliorant la compétitivité des entreprises, en promouvant l'adoption de technologies propres et d'une croissance inclusive.","BNW02","Croissance des entreprises","","","044 - Diversification de l'économie de l'Ouest canadien (Ministère de la)"
"Innovation, Sciences et Développement économique",,"Diversification de l'économie de l'Ouest canadien (Ministère de la)","BNW00","Développement économique de l'Ouest canadien","Diversification de l'économie de l'Ouest Canada promeut la croissance et la diversification de l'économie de l'Ouest canadien en encourageant l'innovation, en améliorant la compétitivité des entreprises, en promouvant l'adoption de technologies propres et d'une croissance inclusive.","BNW03","Services aux entreprises","","","044 - Diversification de l'économie de l'Ouest canadien (Ministère de la)"
"Innovation, Sciences et Développement économique",,"Diversification de l'économie de l'Ouest canadien (Ministère de la)","BNW00","Développement économique de l'Ouest canadien","Diversification de l'économie de l'Ouest Canada promeut la croissance et la diversification de l'économie de l'Ouest canadien en encourageant l'innovation, en améliorant la compétitivité des entreprises, en promouvant l'adoption de technologies propres et d'une croissance inclusive.","BNW04","Initiatives communautaires","","","044 - Diversification de l'économie de l'Ouest canadien (Ministère de la)"
"Innovation, Sciences et Développement économique",,"Diversification de l'économie de l'Ouest canadien (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.",,,""," - 1 La majorité des ministères et des organismes doit remplacer le A par un zéro (0). Toutefois, dans de rares cas, lorsqu’un ministère ou un organisme a plus d'un crédit par type de crédit (dépenses de programme, de fonctionnement, en capital) ou lorsqu’un ministère ou un organisme est autorisé à utiliser le système financier d’un ministère d’accueil et que sa comptabilité est incluse dans la balance de vérification du Système central de gestion des rapports financiers (SCGRF) de ce ministère d’accueil, le A serait remplacé séquentiellement par un 1 pour le premier crédit/organisme, et par un 2 pour un deuxième crédit/organisme, etc.

 - 3 Ce ministère n'a pas à ventiler les dépenses relatives aux services internes en utilisant les codes de programmes spécifiques aux groupes suivants : services de gestion et de surveillance, services des communications, services juridiques, services de gestion des ressources humaines, services de gestion des finances, services de gestion de l'information, services des technologies de l'information, services de gestion des biens, services de gestion du matériel, services de gestion des acquisitions et autres services administratifs. Ce ministère utilisera strictement le code des services internes.","044 - Diversification de l'économie de l'Ouest canadien (Ministère de la)"
"Justice",,"Justice (Ministère de la)","BNX00","Services Juridiques","Le ministre de la Justice et procureur général du Canada fournit des services juridiques au gouvernement fédéral et à ses ministères et organismes. Le Ministre est responsable de s’assurer que l’administration des affaires publiques est effectuée en vertu de la loi. Le Ministre est également responsable de l’examen de tous les projets de loi du gouvernement et de tous les règlements du gouvernement pour en assurer la conformité avec la Charte canadienne des droits et libertés. De plus, le procureur général est responsable de la formulation de conseils pour les administrateurs généraux sur toutes les questions de droit et de la direction de tous les procès pour les ministères et organismes fédéraux qui sont en lien avec tous les sujets portant sur des matières de compétence fédérale. ","BNX01","Services de contentieux","","","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","BNX00","Services Juridiques","Le ministre de la Justice et procureur général du Canada fournit des services juridiques au gouvernement fédéral et à ses ministères et organismes. Le Ministre est responsable de s’assurer que l’administration des affaires publiques est effectuée en vertu de la loi. Le Ministre est également responsable de l’examen de tous les projets de loi du gouvernement et de tous les règlements du gouvernement pour en assurer la conformité avec la Charte canadienne des droits et libertés. De plus, le procureur général est responsable de la formulation de conseils pour les administrateurs généraux sur toutes les questions de droit et de la direction de tous les procès pour les ministères et organismes fédéraux qui sont en lien avec tous les sujets portant sur des matières de compétence fédérale. ","BNX02","Services législatifs","","","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","BNX00","Services Juridiques","Le ministre de la Justice et procureur général du Canada fournit des services juridiques au gouvernement fédéral et à ses ministères et organismes. Le Ministre est responsable de s’assurer que l’administration des affaires publiques est effectuée en vertu de la loi. Le Ministre est également responsable de l’examen de tous les projets de loi du gouvernement et de tous les règlements du gouvernement pour en assurer la conformité avec la Charte canadienne des droits et libertés. De plus, le procureur général est responsable de la formulation de conseils pour les administrateurs généraux sur toutes les questions de droit et de la direction de tous les procès pour les ministères et organismes fédéraux qui sont en lien avec tous les sujets portant sur des matières de compétence fédérale. ","BNX03","Services de consultation juridique","","","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","BNY00","Support au système de justice","Le Ministère joue un rôle essentiel afin d’assurer un système de justice canadien équitable, adapté et accessible. Il s’agit d’une responsabilité partagée entre une vaste gamme d’intervenants, dont le Parlement, le pouvoir judiciaire, les ministères et organismes fédéraux, les partenaires des gouvernements provinciaux, territoriaux et municipaux, un large éventail d’organisations et d’intervenants non gouvernementaux et, en fin de compte, tous les Canadiens.","BNY01","Politiques juridiques, lois et gouvernance","","","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","BNY00","Support au système de justice","Le Ministère joue un rôle essentiel afin d’assurer un système de justice canadien équitable, adapté et accessible. Il s’agit d’une responsabilité partagée entre une vaste gamme d’intervenants, dont le Parlement, le pouvoir judiciaire, les ministères et organismes fédéraux, les partenaires des gouvernements provinciaux, territoriaux et municipaux, un large éventail d’organisations et d’intervenants non gouvernementaux et, en fin de compte, tous les Canadiens.","BNY02","Représentation juridique","","","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","BNY00","Support au système de justice","Le Ministère joue un rôle essentiel afin d’assurer un système de justice canadien équitable, adapté et accessible. Il s’agit d’une responsabilité partagée entre une vaste gamme d’intervenants, dont le Parlement, le pouvoir judiciaire, les ministères et organismes fédéraux, les partenaires des gouvernements provinciaux, territoriaux et municipaux, un large éventail d’organisations et d’intervenants non gouvernementaux et, en fin de compte, tous les Canadiens.","BNY03","Régime de contraventions","","","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","BNY00","Support au système de justice","Le Ministère joue un rôle essentiel afin d’assurer un système de justice canadien équitable, adapté et accessible. Il s’agit d’une responsabilité partagée entre une vaste gamme d’intervenants, dont le Parlement, le pouvoir judiciaire, les ministères et organismes fédéraux, les partenaires des gouvernements provinciaux, territoriaux et municipaux, un large éventail d’organisations et d’intervenants non gouvernementaux et, en fin de compte, tous les Canadiens.","BNY04","Programme de financement des tribunaux de traitement de la toxicomanie","","","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","BNY00","Support au système de justice","Le Ministère joue un rôle essentiel afin d’assurer un système de justice canadien équitable, adapté et accessible. Il s’agit d’une responsabilité partagée entre une vaste gamme d’intervenants, dont le Parlement, le pouvoir judiciaire, les ministères et organismes fédéraux, les partenaires des gouvernements provinciaux, territoriaux et municipaux, un large éventail d’organisations et d’intervenants non gouvernementaux et, en fin de compte, tous les Canadiens.","BNY05","Victimes d'actes criminels","","","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","BNY00","Support au système de justice","Le Ministère joue un rôle essentiel afin d’assurer un système de justice canadien équitable, adapté et accessible. Il s’agit d’une responsabilité partagée entre une vaste gamme d’intervenants, dont le Parlement, le pouvoir judiciaire, les ministères et organismes fédéraux, les partenaires des gouvernements provinciaux, territoriaux et municipaux, un large éventail d’organisations et d’intervenants non gouvernementaux et, en fin de compte, tous les Canadiens.","BNY06","Justice pour les jeunes","","","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","BNY00","Support au système de justice","Le Ministère joue un rôle essentiel afin d’assurer un système de justice canadien équitable, adapté et accessible. Il s’agit d’une responsabilité partagée entre une vaste gamme d’intervenants, dont le Parlement, le pouvoir judiciaire, les ministères et organismes fédéraux, les partenaires des gouvernements provinciaux, territoriaux et municipaux, un large éventail d’organisations et d’intervenants non gouvernementaux et, en fin de compte, tous les Canadiens.","BNY07","Justice pour la famille","","","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","BNY00","Support au système de justice","Le Ministère joue un rôle essentiel afin d’assurer un système de justice canadien équitable, adapté et accessible. Il s’agit d’une responsabilité partagée entre une vaste gamme d’intervenants, dont le Parlement, le pouvoir judiciaire, les ministères et organismes fédéraux, les partenaires des gouvernements provinciaux, territoriaux et municipaux, un large éventail d’organisations et d’intervenants non gouvernementaux et, en fin de compte, tous les Canadiens.","BNY08","Justice pour les autochtones","","","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","BNY00","Support au système de justice","Le Ministère joue un rôle essentiel afin d’assurer un système de justice canadien équitable, adapté et accessible. Il s’agit d’une responsabilité partagée entre une vaste gamme d’intervenants, dont le Parlement, le pouvoir judiciaire, les ministères et organismes fédéraux, les partenaires des gouvernements provinciaux, territoriaux et municipaux, un large éventail d’organisations et d’intervenants non gouvernementaux et, en fin de compte, tous les Canadiens.","BNY09","Partenariats avec le système de justice","","","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","BNY00","Support au système de justice","Le Ministère joue un rôle essentiel afin d’assurer un système de justice canadien équitable, adapté et accessible. Il s’agit d’une responsabilité partagée entre une vaste gamme d’intervenants, dont le Parlement, le pouvoir judiciaire, les ministères et organismes fédéraux, les partenaires des gouvernements provinciaux, territoriaux et municipaux, un large éventail d’organisations et d’intervenants non gouvernementaux et, en fin de compte, tous les Canadiens.","BNY10","Ombudsman des victimes d'actes criminels","","","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA1","Services de gestion et de surveillance","","2 La note relative au code ISSA0 s’applique.","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA2","Services de communication","","2 La note relative au code ISSA0 s’applique.","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA3","Services juridiques","","2 La note relative au code ISSA0 s’applique.","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA4","Services de gestion des ressources humaines","","2 La note relative au code ISSA0 s’applique.","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA5","Services de gestion financière","","2 La note relative au code ISSA0 s’applique.","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA6","Services de gestion de l'information","","2 La note relative au code ISSA0 s’applique.","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA7","Services de gestion de la technologie de l'information","","2 La note relative au code ISSA0 s’applique.","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA8","Services de gestion des biens immobiliers","","2 La note relative au code ISSA0 s’applique.","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA9","Services de gestion du matériel","","2 La note relative au code ISSA0 s’applique.","013 - Justice (Ministère de la)"
"Justice",,"Justice (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSAZ","Services de gestion des acquisitions","","2 La note relative au code ISSA0 s’applique.","013 - Justice (Ministère de la)"
"Justice",,"Commission canadienne des droits de la personne","BSA00","Mobilisation et promotion des intérêts","Agir à titre de porte-parole crédible pour l'égalité au Canada – Mon Canada inclut tout  le monde ; promouvoir les droits de la personne à grande échelle au Canada en sensibilisant le public aux enjeux liés aux droits de la personne et mobiliser la société civile, les gouvernements, les employeurs et le public dans le dialogue et l'action afin d'influencer le changement à l'égard des droits de la personne.","BSA01","Programme de promotion","","","075 - Commission canadienne des droits de la personne"
"Justice",,"Commission canadienne des droits de la personne","BSB00","Plaintes relatives aux droits de la personne","Fournir à la population Canadienne un mécanisme permettant de déposer des plaintes relatives aux droits de la personne et de fournir des recours aux victimes de discrimination; réduire les cas de discrimination systémique; représenter l'intérêt du public dans les affaires juridiques pour faire progresser les droits de la personne au Canada.","BSB01","Programme de protection","","","075 - Commission canadienne des droits de la personne"
"Justice",,"Commission canadienne des droits de la personne","BSC00","Vérifications d'équité en matière d'emploi","Assurer la conformité des employeurs relativement aux exigences législatives d'équité en matière d'emploi; encourager les employeurs à identifier les obstacles à l'emploi et à mettre en oeuvre des pratiques exemplaires afin d'éliminer les écarts dans la représentation des femmes, des groupes de minorités visibles, des Autochtones et des personnes handicapées.","BSC01","Programme d'équité en matière d'emploi","","","075 - Commission canadienne des droits de la personne"
"Justice",,"Commission canadienne des droits de la personne","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.",,,""," - 1 La majorité des ministères et des organismes doit remplacer le A par un zéro (0). Toutefois, dans de rares cas, lorsqu’un ministère ou un organisme a plus d'un crédit par type de crédit (dépenses de programme, de fonctionnement, en capital) ou lorsqu’un ministère ou un organisme est autorisé à utiliser le système financier d’un ministère d’accueil et que sa comptabilité est incluse dans la balance de vérification du Système central de gestion des rapports financiers (SCGRF) de ce ministère d’accueil, le A serait remplacé séquentiellement par un 1 pour le premier crédit/organisme, et par un 2 pour un deuxième crédit/organisme, etc.

 - 3 Ce ministère n'a pas à ventiler les dépenses relatives aux services internes en utilisant les codes de programmes spécifiques aux groupes suivants : services de gestion et de surveillance, services des communications, services juridiques, services de gestion des ressources humaines, services de gestion des finances, services de gestion de l'information, services des technologies de l'information, services de gestion des biens, services de gestion du matériel, services de gestion des acquisitions et autres services administratifs. Ce ministère utilisera strictement le code des services internes.","075 - Commission canadienne des droits de la personne"
"Justice",,"Bureau du commissaire à la magistrature fédérale","BNZ00","Soutien administratif aux juges de nomination fédérale","Fournir des services et un soutien à la magistrature fédérale de manière à contribuer à l'indépendance de la magistrature et à promouvoir la confiance des Canadiens et Canadiennes dans notre système judiciaire.","BNZ01","Paiements en application de la Loi sur les juges","","","051 - Bureau du commissaire à la magistrature fédérale"
"Justice",,"Bureau du commissaire à la magistrature fédérale","BNZ00","Soutien administratif aux juges de nomination fédérale","Fournir des services et un soutien à la magistrature fédérale de manière à contribuer à l'indépendance de la magistrature et à promouvoir la confiance des Canadiens et Canadiennes dans notre système judiciaire.","BNZ02","Commissariat à la magistrature fédérale","","","051 - Bureau du commissaire à la magistrature fédérale"
"Justice",,"Bureau du commissaire à la magistrature fédérale","BNZ00","Soutien administratif aux juges de nomination fédérale","Fournir des services et un soutien à la magistrature fédérale de manière à contribuer à l'indépendance de la magistrature et à promouvoir la confiance des Canadiens et Canadiennes dans notre système judiciaire.","BNZ03","Conseil canadien de la magistrature","","","051 - Bureau du commissaire à la magistrature fédérale"
