"fy_ef","organization_id","organization","core_responsibility","program_id","program_name","planned_spending_1","actual_spending","planned_spending_2","planned_spending_3","planned_ftes_1","actual_ftes","planned_ftes_2","planned_ftes_3","planning_explanation","variance_explanation"
"2021-2022",135,"Department of Public Safety and Emergency Preparedness","Internal Services","ISS05","Financial Management Services",4487487.00,5589254.68,4584474.00,4451643.00,40.00,47.00,40.00,39.00,"N/A","The variance between actual and planned spending in 2021-22 and the variance between actual and planned Full-Time Equivalents in 2021-22 are primarily the result of new funding received through the Supplementary Estimates."
"2021-2022",135,"Department of Public Safety and Emergency Preparedness","Internal Services","ISS06","Information Management Services",2890917.00,2840540.01,2886771.00,2877994.00,24.00,31.00,24.00,24.00,"N/A","The variance between actual and planned Full-Time Equivalents in 2021-22 is primarily the result of new salary funding received through the Supplementary Estimates to develop a buy-back program for assault-style firearms and a national social marketing campaign."
"2021-2022",135,"Department of Public Safety and Emergency Preparedness","Internal Services","ISS07","Information Technology Services",7568848.00,14767273.84,7614975.00,7466472.00,53.00,60.00,54.00,54.00,"N/A","The variance between actual and planned spending in 2021-22 is primarily the result of resources required to support the Department digital business and supporting efficiency of working from home. The variance between actual and planned Full-Time Equivalents in 2021-22 is primarily the result of new salary resources required to support the Department digital business and supporting efficiency of working from home."
"2021-2022",135,"Department of Public Safety and Emergency Preparedness","Internal Services","ISS08","Real Property Management Services",6677752.00,5019550.58,6615624.00,6301349.00,42.00,16.00,42.00,42.00,"N/A","The variance between actual and planned spending in 2021-22 and the variance between actual and planned Full-Time Equivalents in 2021-22 are primarily the result of internal reallocation to better align with the Departmental Result Framework."
"2021-2022",135,"Department of Public Safety and Emergency Preparedness","Internal Services","ISS09","Materiel Management Services",0.00,,0.00,0.00,0.00,0.00,0.00,0.00,"N/A","Not applicable."
"2021-2022",135,"Department of Public Safety and Emergency Preparedness","Internal Services","ISS0Z","Acquisition Management Services",1768846.00,1322707.73,1768741.00,1763353.00,19.00,11.00,19.00,19.00,"N/A","The variance between actual and planned spending in 2021-22 and the variance between actual and planned Full-Time Equivalents in 2021-22 are primarily the result of internal reallocation to better align with the Departmental Result Framework."
"2021-2022",136,"Department of Public Works and Government Services","Purchase of Goods and Services","BVV01","Procurement Leadership",83155025.00,122202426.31,64395821.00,48922864.00,476.00,577.00,437.00,415.00,"The decrease in net planned spending is mainly due to the reduction in funding requirements following the deployment of the cloud-based Electronic Procurement Solution (EPS), an initiative from Budget 2018 that will make purchasing simpler and easier to access.","The variance between actual spending and planned spending is mainly due to additional funding received to support the Government of Canada’s evolving response to the COVID-19 pandemic, increase procurement inclusivity through the support of social and economic commitments of the Government of Canada as well as the continued modernization of federal procurement to support a more robust, inclusive and sustainable economy.

The difference between planned FTEs and actual FTEs during the 2021 to 2022 fiscal year is mainly due to PSPC having successfully secured additional funding through Budget 2021 and through new agreements with client departments and agencies."
"2021-2022",136,"Department of Public Works and Government Services","Purchase of Goods and Services","BVV02","Procurement Services",82218623.00,126409735.47,82842203.00,83184100.00,1381.00,1529.00,1385.00,1380.00,"There is no significant variance in the net planned spending.","The variance between actual spending and planned spending is mainly due to additional funding received to provide supplies for the health system as a result of the COVID-19 pandemic, address pandemic-related operational pressures and continue the modernization of federal procurement to support a more robust, inclusive and sustainable economy.

There is no significant variance between actual and planned full-time equivalents."
"2021-2022",136,"Department of Public Works and Government Services","Payments and Accounting","BVW01","Federal Pay Administration",391346373.00,427488620.35,285498042.00,71408205.00,3035.07,2960.70,3004.87,768.36,"The decrease in net planned spending is mainly due to the end of incremental funding received to support the stabilization of pay operations and to decrease the backlog of pay issues. Funding will be adjusted should future approvals be received.

Full Time Equivalents (FTEs) for the Federal Pay Administration program for fiscal year 2023 to 2024 are to be determined based on future funding approval.","The variance between actual spending and planned spending is mainly due to incremental funding received to support the stabilization of pay operations and reduce the backlog of pay issues.

There is no significant variance between actual and planned full-time equivalents."
"2021-2022",136,"Department of Public Works and Government Services","Payments and Accounting","BVW02","Federal pension Administration",22410054.00,23964535.72,22677811.00,14416290.00,1323.00,1282.00,1323.00,1347.00,"The variance in net planned spending is mainly due to the end of funding related to the Pension Data Integrity initiative and the decrease in investment projects such as the Web Tools Renewal initiative to support the Pension program. Funding will be adjusted should future approvals be received.","There is no significant variance between actual spending and planned spending.

There is no significant variance between actual and planned full-time equivalents."
"2021-2022",136,"Department of Public Works and Government Services","Payments and Accounting","BVW03","Payments Instead of Property Taxes to Local Governments",5867431.00,8597875.40,5880875.00,5880888.00,48.00,48.04,48.00,48.00,"There is no significant variance in the net planned spending.","The variance between actual spending and planned spending is mainly due to the timing between payments to municipal administrations and recoveries from other government organizations.

There is no significant variance between actual and planned full-time equivalents."
"2021-2022",136,"Department of Public Works and Government Services","Payments and Accounting","BVW04","Payments and Revenue Collection",113137639.00,93320484.82,107001657.00,107001808.00,243.38,199.29,249.12,254.12,"The variance in net planned spending is mainly due to the end of incremental funding received for Card Acceptance and Postage Fees. Funding will be adjusted in future years once approved through the price and volume protection funding mechanism.","The variance between actual spending and planned spending is mainly related to lower credit card acceptance charges as a result of lower service fees collected by federal departments. The decrease is also due to lower banking fees as a result of the rise in direct deposit enrolment by Canadians considering the higher costs of cheques for the Government of Canada compared to direct deposits.

Variance between planned and actual full-time equivalents (FTEs) is due to difficulties in filling the planned positions during the pandemic and in filling positions left vacant following some departures throughout the fiscal year."
"2021-2022",136,"Department of Public Works and Government Services","Payments and Accounting","BVW05","Government-Wide Accounting and Reporting",15814606.00,15966384.29,15864856.00,15864885.00,91.00,88.00,91.00,91.00,"There is no significant variance in the net planned spending.","There is no significant variance between actual spending and planned spending.

There is no significant variance between actual and planned full-time equivalents."
"2021-2022",136,"Department of Public Works and Government Services","Payments and Accounting","BVW06","Cape Breton Operations (CBO) - HR Legacy Benefits",15647745.00,14870801.32,14586828.00,14033428.00,7.75,6.62,6.75,6.00,"The decrease in net planned spending is mainly due to a decrease in benefit payments for former coal workers.","There is no significant variance between actual spending and planned spending.

The variance between planned and actual full-time equivalents (FTEs) is due to a retirement of an employee who was not replaced and a seasonal term position transitioned into a part-time casual."
"2021-2022",136,"Department of Public Works and Government Services","Property and Infrastructure","BVX01","Federal Accommodation and Infrastructure",2802641031.00,2333963841.63,2825762331.00,2132475981.00,850.60,856.94,868.04,869.00,"The net decrease in planned spending reflects the Department’s current funding approval to deliver on its infrastructure projects which includes the retrofit of federal office buildings and the modernization of scientific laboratories supported by the Laboratories Canada initiative. Funding will be adjusted should future approvals be received.","The variance between actual spending and planned spending is mainly a result of delays in several capital and fit-up projects as well as increased revenues for accommodation.

There is no significant variance between actual and planned full-time equivalents."
"2021-2022",136,"Department of Public Works and Government Services","Property and Infrastructure","BVX02","Real Property Services",4162692.00,-26816378.89,-1781346.00,-6130600.00,3522.83,3441.21,3548.62,3538.33,"The decrease in net planned spending is mainly related to planned investment levels in office space modernization, combined with the provision related to salary adjustments.","The variance between actual spending and planned spending is a result of fluctuations in business volume mostly due to projects being delayed, terminated or cancelled due to uncertainty of current work environments for federal employees.

There is no significant variance between actual and planned full-time equivalents."
"2021-2022",136,"Department of Public Works and Government Services","Property and Infrastructure","BVX03","Parliament Hill and Surroundings",428792473.00,506420705.48,466506990.00,473867976.00,132.03,91.30,135.41,141.96,"The variance in net planned spending reflects the level of authorities currently available.  Adjustments will be made, as future authorities are received, to align with the project requirements to enable the continued rehabilitation and modernization of Canada’s Parliamentary Precinct, as currently planned.","The variance between actual spending and planned spending is mainly due to the yearly redistribution of funding from the Federal Accommodation and Infrastructure program to the Parliament Hill and Surroundings program to complement building operating costs and repair projects.

The variance between planned and actual full-time equivalents (FTEs) is mainly due to the recent Branch organizational realignment, improved functional efficiency and natural attrition thus decreasing the staffing requirements for 2021 to 2022."
"2021-2022",136,"Department of Public Works and Government Services","Property and Infrastructure","BVX04","Cape Breton Operations (CBO) - Portfolio Management",8848964.00,8391250.14,8298383.00,7655865.00,15.83,15.68,14.08,14.08,"The decrease in net planned spending is mainly related to a reduction in full time employees and decreases in operating expenditures as a result of the divestiture of assets.","There is no significant variance between actual spending and planned spending.

There is no significant variance between actual and planned full-time equivalents."
"2021-2022",136,"Department of Public Works and Government Services","Government-Wide Support","BVY01","Linguistic services",73488744.00,85637183.48,69468895.00,64710438.00,1209.17,1261.92,1186.17,1186.17,"The decrease in net planned spending is mainly due to efficiency savings resulting from technologies such as GClingua, the new request management and neural machine translation system, streamlined processes and an increase in business volume post pandemic.","The variance between actual spending and planned spending is related to an increase in business volume requiring additional resources to deliver linguistic services and to additional temporary funding for remote and hybrid Parliamentary services.

There is no significant variance between actual and planned full-time equivalents."
"2021-2022",136,"Department of Public Works and Government Services","Government-Wide Support","BVY02","Communication Services",15634726.00,15029668.44,15161651.00,15164879.00,98.00,95.00,98.00,98.00,"There is no significant variance in the net planned spending.","There is no significant variance between actual spending and planned spending.

There is no significant variance between actual and planned full-time equivalents."
"2021-2022",136,"Department of Public Works and Government Services","Government-Wide Support","BVY03","Government-wide Corporate Services",15641625.00,15289576.87,10542639.00,7477654.00,307.70,289.50,305.60,306.60,"The decrease in net planned spending in 2022-23 and 2023-24 is due to the completion of information management and information technology projects. The substantial decrease in 2022-23 is due to the end of an information management licensing agreement.","There is no significant variance between actual spending and planned spending.

There is no significant variance between actual and planned full-time equivalents."
"2021-2022",136,"Department of Public Works and Government Services","Government-Wide Support","BVY04","Document Imaging Services",3333141.00,689798.71,3410746.00,3787712.00,347.85,249.14,343.42,346.51,"The variance in net planned spending is mainly related to an increase in volume in document imaging.","The net variance between actual spending and planned spending is mainly related to increased revenues due to the onboarding of new clients.

The variance between planned and actual full-time equivalents (FTEs) is due to the fact that FTEs working on a special pay project that ended on March 31, 2021 were relocated to another department. FTEs had also been planned to support the arrival of a new client which did not materialize. The efficiency acquired by the employees in place made it possible to process the workload without hiring more employees."
"2021-2022",136,"Department of Public Works and Government Services","Government-Wide Support","BVY05","Asset Disposal",3967461.00,3502638.19,3478817.00,2942282.00,138.00,135.11,138.00,138.00,"The variance in net planned spending is mainly due to the decrease in funding requirements for the GCSurplus Application Renewal project, expected to be completed during fiscal year 2022-23.","The variance between actual spending and planned spending is mainly due to lower expenditures than initially planned for GCSurplus. 

There is no significant variance between actual and planned full-time equivalents."
"2021-2022",136,"Department of Public Works and Government Services","Government-Wide Support","BVY06","Service Strategy",3365356.00,2681397.76,3366230.00,3366238.00,14.00,21.00,14.00,14.00,"There is no significant variance in the net planned spending.","The variance between actual spending and planned spending is mainly related to a realignment in funding from the Service Strategy program to the Information Technology program.

Variance between planned and actual full-time equivalents (FTEs) is due to internal reorganization."
"2021-2022",136,"Department of Public Works and Government Services","Government-Wide Support","BVY07","Canadian General Standards Board",1760810.00,1647932.99,1783874.00,1786543.00,23.40,21.93,24.11,24.11,"There is no significant variance in the net planned spending.","There is no significant variance between actual spending and planned spending.

There is no significant variance between actual and planned full-time equivalents."
"2021-2022",136,"Department of Public Works and Government Services","Government-Wide Support","BVY08","Security and Oversight Services",40736349.00,30604150.27,34176105.00,30533020.00,484.00,440.14,490.00,490.00,"The decrease in net planned spending reflects completion of development costs for the Industrial Security Systems Transformation project, a unified secured online public-facing portal to support the Contract Security and the Controlled Goods programs.  The decrease is also due to the end of incremental funding for the Controlled Goods Program.  In addition, the decrease in funding is in part offset by the increased funding to support the new Anti-Money Laundering and Anti-Terrorist Funding Regime.","The variance between actual spending and planned spending is mainly related to delays for the Industrial Security Systems Transformation project as well as planned spending amounts which remain frozen and were not released for Enhanced Integrity Regime."
"2021-2022",136,"Department of Public Works and Government Services","Procurement Ombudsman","BVZ01","Procurement Ombudsman",4211647.00,3995891.57,4214453.00,4214463.00,21.17,28.27,21.17,21.17,"There is no significant variance in the net planned spending.","The difference between planned and actual full-time equivalents (FTEs) is mainly due to the staffing of vacant positions following departures, and the recruitment of students as a result of an increase in activities such as Knowledge Deepening and Sharing studies, Office of Procurement Ombudsman’s Diversifying the Federal Supply Chain Summit, etc., as well as to an increase in cases and issues brought to the Office’s attention by stakeholders."
"2021-2022",136,"Department of Public Works and Government Services","Internal Services","ISS01","Management and Oversight Services",39331437.00,47109449.24,39428031.00,37593828.00,449.84,400.34,452.93,452.93,"There is no significant variance in the net planned spending.","The variance between actual spending and planned spending is mainly related to expenses for the implementation of requirements under Bill C-58 (An Act to amend the Access to Information Act and the Privacy Act and to make consequential amendments to other Acts) as well as various initiatives such as the Indigenous Portfolio and the creation of the Accessibility Office. The variance is also due to a realignment in funding between the Management and Oversight program and the Security and Oversight Services program. 

FTEs variance is due to a combination of: attrition, staffing delays (security clearances, language testing), challenges in the competitivity of salary offered in certain regions, lack of candidate with specialized expertise, and, ongoing funding pressures. In addition, the labour market conditions impacted the recruitment and retainment of qualified internal auditors."
"2021-2022",136,"Department of Public Works and Government Services","Internal Services","ISS02","Communications Services",16756947.00,21803859.35,17181170.00,14202754.00,203.99,167.55,203.99,203.99,"The decrease in net planned spending in 2023-24 is mainly due to the end of incremental funding for communications and Access to Information and Privacy (ATIP) services in regard to the pay administration initiative. Funding will be adjusted should future approvals be received.","The variance between actual spending and planned spending is mainly related to increased demand for communication services and investments in the modernization of communications function.

The variance in FTEs is due to delays in staffing processes given limited funding as well as high employee turnover and labor shortages related to the pandemic."
"2021-2022",136,"Department of Public Works and Government Services","Internal Services","ISS03","Legal Services",2323656.00,2316213.44,2328287.00,2328297.00,28.00,25.20,28.00,28.00,"There is no significant variance in the net planned spending.","There is no significant variance between actual spending and planned spending.

There is no significant variance between actual and planned full-time equivalents."
"2021-2022",136,"Department of Public Works and Government Services","Internal Services","ISS04","Human Resources Management Services",43113340.00,58384660.75,43016805.00,37274507.00,744.00,794.21,744.00,744.00,"The decrease in net planned spending in 2023-24 is mainly due to the end of incremental funding for human resources services for employees in pay administration. Funding will be adjusted should future approvals be received.","The variance between actual spending and planned spending is mainly related to the HR-to-Pay and Phoenix support as well as services provided to plan and develop the solution for the #OneHR project.

There is no significant variance between actual and planned full-time equivalents."
"2021-2022",136,"Department of Public Works and Government Services","Internal Services","ISS05","Financial Management Services",65727120.00,64316653.59,63534176.00,61998565.00,652.00,614.00,676.00,676.00,"There is no significant variance in the net planned spending.","There is no significant variance between actual spending and planned spending.

There is no significant variance between actual and planned full-time equivalents."
"2021-2022",136,"Department of Public Works and Government Services","Internal Services","ISS06","Information Management Services",13977303.00,18218760.75,13152448.00,13130689.00,128.84,111.68,129.84,130.84,"The decrease in net planned spending is mainly due to the completion of information management projects and a decrease in spending for some projects in subsequent years such as the Data Modernization - Information Management project.","The variance between actual spending and planned spending is mainly due to the increased volume of work related to access to information requests and requirements under Bill C-58 (An Act to amend the Access to Information Act and the Privacy Act and to make consequential amendments to other Acts) as well as an increase in licence fees for GCDocs.

Variance between planned and actual full-time equivalents is due to internal reorganization, reduced budget, reduced hiring as well as to difficulties in finding access to information and privacy specialists within the National Capital Region and to restrictions on funding and staffing."
"2021-2022",136,"Department of Public Works and Government Services","Internal Services","ISS07","Information Technology Services",125074192.00,126364470.56,102717511.00,87391493.00,959.00,861.00,968.00,977.00,"The decrease in net planned spending in 2022-23 and 2023-24 is mainly due to the completion of information technology projects and a decrease in spending for some projects in subsequent years such as the GC Trusted Platform project and the Digital Convergence project.","There is no significant variance between actual spending and planned spending.

Variance between planned and actual full-time equivalents (FTEs) is due to internal reorganization, FTEs moved to another branch, slowing of new hires, adjustments made to coding in SIGMA and reduced budget."
"2021-2022",136,"Department of Public Works and Government Services","Internal Services","ISS08","Real Property Management Services",44913458.00,16176763.77,39934161.00,44068667.00,107.00,100.09,107.00,107.00,"The variance in net planned spending is mainly related to fluctuations in the life cycle of projects within the Workplace Renewal Initiative (WRI).","The variance between actual spending and planned spending is mainly related to delays in Workplace Renewal Initiative (WRI) projects due to supply issues and the inability to acquire products within timelines.

There is no significant variance between actual and planned full-time equivalents."
"2021-2022",136,"Department of Public Works and Government Services","Internal Services","ISS09","Materiel Management Services",2191194.00,1351778.09,2182196.00,2141403.00,39.00,21.34,39.00,39.00,"There is no significant variance in the net planned spending.","The variance between actual spending and planned spending is mainly due to a realignment between the Materiel and Acquisition programs.

The variance between planned and actual full-time equivalents (FTEs) is due to a  reorganization following which FTEs have been split under two Internal Services : Material Management Services and Acquisition."
"2021-2022",136,"Department of Public Works and Government Services","Internal Services","ISS0Z","Acquisition Management Services",1639019.00,2451100.95,1645531.00,1634151.00,25.00,42.70,25.00,25.00,"There is no significant variance in the net planned spending.","The variance between actual spending and planned spending is mainly due to a realignment between the Materiel and Acquisition programs to support the Departmental Acquisition Services.

The variance between planned and actual full-time equivalents (FTEs) is due to a reorganization following which FTEs have been split under two Internal Services : Material Management Services and Acquisition Management Services."
"2021-2022",137,"Department of the Environment","Taking Action on Clean Growth and Climate Change","BGR01","Clean Growth and Climate Change Mitigation",491425675.00,319345904.24,233854895.00,206273258.00,390.00,492.00,331.00,331.00,"FTE: The decrease between 2021-22 and 2022-23 is mainly due to the sunsetting of the Carbon Pricing Program, and to the decrease in funding for the Low Carbon Economy Fund.				

$: The decrease between 2021-22 and 2022-23 is mainly due to the reduction in funding for the Low Carbon Economy Fund and the sunsetting of the Carbon Pricing Program. The decrease between 2022-23 and 2023-24 is mainly due to the reduction in funding for the Low Carbon Economy Fund.","FTE:  The variance between actual and planned FTE for 2021-22 is mainly due to funding received to reduce greenhouse gas emissions in the transportation and methane waste sectors,  to implement natural climate solutions in Canada, for the Net-Zero Advisory Body and Net-Zero Challenge, for the carbon pollution pricing proceeds return, to support climate change policy capacity as well as internal reallocations of resources between programs.

$:  The actual spending for 2021-22 is lower than 2021-22 planned spending mainly due to a realignment of Grants & Contributions funds to future years for the Low Carbon Economy Fund to reflect where spending is expected.  The variance between 2021-22 planned and actual spending is offset by higher expenditures to develop the federal carbon pollution pricing system."
"2021-2022",137,"Department of the Environment","Taking Action on Clean Growth and Climate Change","BGR02","International Climate Change Action",24430069.00,36660103.64,22856900.00,22856900.00,50.00,114.00,50.00,50.00,"N/A","FTE:  The variance between actual and planned FTE for 2021-22 is mainly due to an internal reallocation of resources between programs and additionnal funding received through the 2021-22 Supplementary Estimates B and C to support climate change policy capacity and to renew and advance clean technology-enabling measures.

$:  The actual spending for 2021-22 is higher than 2021-22 planned spending mainly due to additionnal funding received and realignment of contributions funds for Canada's International Climate Finance Program, new funding received to support climate change policy capacity as well as expenditures in contributions for Communication and Engagement on Climate change."
"2021-2022",137,"Department of the Environment","Taking Action on Clean Growth and Climate Change","BGR03","Climate Change Adaptation",24503386.00,25376498.44,27977778.00,25429713.00,130.00,138.00,130.00,129.00,"FTE: N/A						

$:  The increase between 2021-22 and 2022-23 is mainly due to the increase in funding for the Retrofit of the Global Atmosphere Watch Observatory in Alert, Nunavut",
"2021-2022",137,"Department of the Environment","Preventing and Managing Pollution","BGS01","Air Quality",71572113.00,75634644.93,72076181.00,72382523.00,488.00,500.00,488.00,488.00,"N/A",
"2021-2022",137,"Department of the Environment","Preventing and Managing Pollution","BGS02","Water Quality and Ecosystems Partnerships",112568248.00,94352193.42,103969871.00,103388672.00,595.00,589.00,580.00,579.00,"N/A",
"2021-2022",137,"Department of the Environment","Preventing and Managing Pollution","BGS03","Community Eco-Action",16409823.00,49541604.40,16424054.00,16424054.00,52.00,64.00,52.00,52.00,"N/A","FTE:  The variance between actual and planned FTE for 2021-22 is mainly due to the Canadian Environmental Sustainability Indicators (CESI) Initiative and the Youth Employment and Skills Strategy as well as the hiring of staff due to operational requirements.

$:  The actual spending for 2021-22 is higher than 2021-22 planned spending mainly due to additionnal funding received through the 2021-22 Supplementary Estimates A for the Youth Employment and Skills Strategy."
"2021-2022",137,"Department of the Environment","Preventing and Managing Pollution","BGS04","Substances and Waste management",110212901.00,117582563.73,99517383.00,92172011.00,607.00,718.00,562.00,555.00,"FTE: N/A		

$: The decrease between 2021-22 and 2022-23 is mainly due to the sunsetting of the National Zero Waste Plastic Strategy.","FTE:  The variance between actual and planned FTE for 2021-22 is mainly due to additionnal funding received through the 2021-22 Supplementary Estimates A to continue Canada's chemical management regime.

$:  N/A"
"2021-2022",137,"Department of the Environment","Preventing and Managing Pollution","BGS05","Compliance Promotion and Enforcement - Pollution",45939019.00,42950039.23,47035124.00,45802511.00,347.00,358.00,347.00,345.00,"N/A",
"2021-2022",137,"Department of the Environment","Conserving Nature","BGT01","Species at Risk",121689581.00,128095658.71,125097780.00,43960888.00,365.00,391.00,363.00,138.00,"FTE: The decrease between 2022-23 and 2023-24 is mainly due to the sunsetting for Protecting Canada's Nature, Parks and Wild Spaces initiative.						

$: The decrease between 2022-23 and 2023-24 is mainly due to the sunsetting for Protecting Canada's Nature, Parks and Wild Spaces initiative.",
"2021-2022",137,"Department of the Environment","Conserving Nature","BGT02","Migratory Birds and Other Wildlife",41641979.00,48476293.02,40962469.00,33524980.00,279.00,281.00,276.00,249.00,"FTE: The decrease between 2022-23 and 2023-24 is mainly due to the sunsetting for Impact Assessment and Regulatory Regime Implementation.						

$: The decrease between 2022-23 and 2023-24 is mainly due to the sunsetting for Impact Assessment and Regulatory Regime Implementation.","FTE:  N/A

$:  The actual spending for 2021-22 is higher than 2021-22 planned spending mainly due to reallocation of resources between programs, as well as higher expenditures to protect Canada's nature, parks and wild spaces."
"2021-2022",137,"Department of the Environment","Conserving Nature","BGT03","Habitat Conservation and Protection",109874594.00,187325467.29,93577832.00,23794065.00,240.00,265.00,232.00,142.00,"FTE: The decrease between 2022-23 and 2023-24 is mainly due to the sunsetting for Protecting Canada's Nature, Parks and Wild Spaces initiative.				

$: The decrease between 2021-22 and 2022-23 is mainly due to the decrease in funding for the Protecting Canada's Nature, Parks and Wild Spaces initiative. The decrease between 2022-23 and 2023-24 is mainly due to the sunsetting for Protecting Canada's Nature, Parks and Wild Spaces initiative.","FTE:  The variance between actual and planned FTE for 2021-22 is mainly due to additionnal funding received through the 2021-22 Supplementary Estimate A and B to conserve Canadaʼs land and freshwater, protect species, advance Indigenous reconciliation and increase access to nature and implement natural climate solutions in Canada.				

$:  The actual spending for 2021-22 is higher than 2021-22 planned spending mainly due to new funding received through the 2021-22 Supplementary Estimates A and B to conserve Canada's land and freshwater, protect species, advance Indigenous reconciliation and increase access to nature as well as to implement natural climate solutions in Canada."
"2021-2022",137,"Department of the Environment","Conserving Nature","BGT04","Biodiversity Policy and Partnerships",7478028.00,7978021.63,7535349.00,6056410.00,43.00,60.00,43.00,33.00,"FTE: The decrease between 2022-23 and 2023-24 is mainly due to the sunsetting of the Implemention of British Columbia Agreements.						
$: The decrease between 2022-23 and 2023-24 is mainly due to the sunsetting of the Implemention of British Columbia Agreements.","FTE:  The variance between actual and planned FTE for 2021-22 is mainly due to an internal reallocation of resources between programs.				
$:  N/A"
"2021-2022",137,"Department of the Environment","Conserving Nature","BGT05","Environmental Assessment",24240687.00,18953054.29,24309036.00,13162322.00,120.00,148.00,120.00,84.00,"FTE: The decrease between 2022-23 and 2023-24 is mainly due to the sunsetting for Impact Assessment and Regulatory Regime Implementation.		

$: The decrease between 2022-23 and 2023-24 is mainly due to the sunsetting for Impact Assessment and Regulatory Regime Implementation.","FTE:  The variance between actual and planned FTE for 2021-22 is mainly due to an internal reallocation of resources between programs.				

$:  N/A"
"2021-2022",137,"Department of the Environment","Conserving Nature","BGT06","Compliance Promotion and Enforcement - Wildlife",20961268.00,22835402.34,22236341.00,21380628.00,145.00,157.00,145.00,144.00,"N/A",
"2021-2022",137,"Department of the Environment","Predicting Weather and Environmental Conditions","BGU01","Weather and Environmental Observations, Forecasts and Warnings",220165160.00,233514914.36,227293999.00,180886300.00,1345.00,1345.00,1330.00,1232.00,"FTE: N/A						

$:  The decrease between 2022-23 and 2023-24 is mainly due to the reduction in funding for the initiatives associated with the revitalization of meteorological services.",
"2021-2022",137,"Department of the Environment","Predicting Weather and Environmental Conditions","BGU02","Hydrological Services",50218377.00,41216953.06,46753689.00,31968161.00,373.00,369.00,373.00,294.00,"FTE: The decrease between 2022-23 and 2023-24 is mainly due to a decrease in funding for Adapting Canada's Weather and Water Services to Climate Change.			

$: The decrease between 2022-23 and 2023-24 is mainly due to a decrease in funding for Adapting Canada's Weather and Water Services to Climate Change.",
"2021-2022",137,"Department of the Environment","Internal Services","ISS11","Management and Oversight Services",47539471.00,58505418.86,47274134.00,46121715.00,443.00,443.00,441.00,431.00,"N/A","FTE:  N/A				

$: The actual spending for 2021-22 is higher than the 2021-22 planned spending mainly due to internal reallocation of resources between programs."
"2021-2022",137,"Department of the Environment","Internal Services","ISS12","Communications Services",16289133.00,21578841.29,15831333.00,14801225.00,149.00,158.00,146.00,137.00,"N/A","FTE: N/A				

$: The actual spending for 2021-22 is higher than the 2021-22 planned spending mainly due to an increase in funding for government advertising programs to generate awarness of and engagement in key nature conservation issues."
"2021-2022",137,"Department of the Environment","Internal Services","ISS13","Legal Services",8154751.00,8367468.35,8028858.00,7635130.00,14.00,18.00,14.00,14.00,"N/A",
"2021-2022",137,"Department of the Environment","Internal Services","ISS14","Human Resources Management Services",28227169.00,29764784.06,27799321.00,26472653.00,273.00,278.00,271.00,260.00,"N/A",
"2021-2022",137,"Department of the Environment","Internal Services","ISS15","Financial Management Services",26717563.00,27266057.41,26786923.00,25175931.00,209.00,228.00,206.00,192.00,"N/A",
"2021-2022",137,"Department of the Environment","Internal Services","ISS16","Information Management Services",9184120.00,15804569.82,9185194.00,8877575.00,77.00,77.00,77.00,75.00,"N/A","FTE:  N/A				

$:  The actual spending for 2021-22 is higher than the 2021-22 planned spending mainly due to an increase in spending in support of the department's digital modernization strategy."
"2021-2022",137,"Department of the Environment","Internal Services","ISS17","Information Technology Services",30942855.00,50813048.01,30457374.00,28659623.00,258.00,296.00,255.00,247.00,"N/A","FTE:  The variance between actual and planned FTE for 2021-22 is mainly due to the creation of new teams to meet information technology needs.				

$:  The actual spending for 2021-22 is higher than the 2021-22 planned spending mainly due to an increase in spending in support of the department's digital modernization strategy."
"2021-2022",137,"Department of the Environment","Internal Services","ISS18","Real Property Management Services",30451572.00,42965160.00,29428310.00,25867454.00,112.00,121.00,109.00,100.00,"$: The decrease between 2022-23 and 2023-24 is mainly due to a decrease in funding for Adapting Canada's Weather and Water Services to Climate Change, initiatives associated with the revitalization of meteorological services and due to the sunsetting for Impact Assessment and Regulatory Regime Implementation and Protecting Canada's Nature, Parks and Wild Spaces initiative.","FTE:  N/A				

$:  The actual spending for 2021-22 is higher than the 2021-22 planned spending mainly due to spending related to the Pacific Environmental Centre reported under the Federal Contaminated Site Action and to internal reallocation of resources between programs."
"2021-2022",137,"Department of the Environment","Internal Services","ISS19","Materiel Management Services",4070813.00,3855577.41,4075601.00,4075601.00,36.00,39.00,36.00,36.00,"N/A",
"2021-2022",137,"Department of the Environment","Internal Services","ISS1Z","Acquisition Management Services",4239065.00,4128422.64,4122811.00,3845690.00,31.00,40.00,30.00,28.00,"N/A",
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW01","Aviation Safety Regulatory Framework",34907009.00,33513871.79,25932294.00,25801801.00,269.00,243.00,202.00,199.00,,
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW02","Aviation Safety Oversight",119578294.00,118867146.31,116390036.00,116553245.00,1013.00,955.00,986.00,992.00,,
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW04","Aviation Security Regulatory Framework",7553475.00,10612062.84,7705823.00,7707367.00,69.00,84.00,69.00,69.00,,"The variance is due to spending related to funding received for new initiatives or from internal reallocations.

Actual FTEs exceeded plans as a result of funding received for new initiatives or from internal reallocations."
"2021-2022",138,"Department of Transport","Safe and Secure Transportation System","BTW05","Aviation Security Oversight",22074844.00,23211001.57,22302279.00,22306799.00,189.00,201.00,190.00,190.00,,
