Ministry_name-Portefeuilleministériel_nom,Other-than-budgetary-expenditures_Autres-que-depenses-budgetaires,EntityDept_name_Eng-EntitéMin_nom_ang,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_code_PROG,ProgramorCoreResponsibility_name-ProgrammeouResponsabilitéessentielle_nom_PROG,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_description_PROG,ProgramInventory-Répertoiredesprogrammes_code_PROG,ProgramInventory_name-Répertoiredesprogrammes_nom_PROG,ProgramInventory-Répertoiredesprogrammes_description_PROG,Notes,Department_specific-Particulier_au_ministère
"Innovation, Science and Industry",,"Social Sciences and Humanities Research Council","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS04","Human Resources Management Services","","","063 - Social Sciences and Humanities Research Council"
"Innovation, Science and Industry",,"Social Sciences and Humanities Research Council","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS05","Financial Management Services","","","063 - Social Sciences and Humanities Research Council"
"Innovation, Science and Industry",,"Social Sciences and Humanities Research Council","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS06","Information Management Services","","","063 - Social Sciences and Humanities Research Council"
"Innovation, Science and Industry",,"Social Sciences and Humanities Research Council","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS07","Information Technology Services","","","063 - Social Sciences and Humanities Research Council"
"Innovation, Science and Industry",,"Social Sciences and Humanities Research Council","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS08","Real Property Management Services","","","063 - Social Sciences and Humanities Research Council"
"Innovation, Science and Industry",,"Social Sciences and Humanities Research Council","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS09","Materiel Management Services","","","063 - Social Sciences and Humanities Research Council"
"Innovation, Science and Industry",,"Social Sciences and Humanities Research Council","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS0Z","Acquisition Management Services","","","063 - Social Sciences and Humanities Research Council"
"Innovation, Science and Industry",,"Standards Council of Canada","BNS00","Standards Council of Canada","",,,"","","033 - Industry (Department of)"
"Innovation, Science and Industry",,"Statistics Canada","BNV00","Statistical Information","","BNV01","Economic and Environmental Statistics","","","054 - Statistics Canada"
"Innovation, Science and Industry",,"Statistics Canada","BNV00","Statistical Information","","BNV02","Socio-economic Statistics","","","054 - Statistics Canada"
"Innovation, Science and Industry",,"Statistics Canada","BNV00","Statistical Information","","BNV03","Censuses","","","054 - Statistics Canada"
"Innovation, Science and Industry",,"Statistics Canada","BNV00","Statistical Information","","BNV04","Cost-Recovered Statistical Services","","","054 - Statistics Canada"
"Innovation, Science and Industry",,"Statistics Canada","BNV00","Statistical Information","","BNV05","Centres of Expertise","","","054 - Statistics Canada"
"Innovation, Science and Industry",,"Statistics Canada","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS01","Management and Oversight Services","","","054 - Statistics Canada"
"Innovation, Science and Industry",,"Statistics Canada","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS02","Communications Services","","","054 - Statistics Canada"
"Innovation, Science and Industry",,"Statistics Canada","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS03","Legal Services","","","054 - Statistics Canada"
"Innovation, Science and Industry",,"Statistics Canada","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS04","Human Resources Management Services","","","054 - Statistics Canada"
"Innovation, Science and Industry",,"Statistics Canada","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS05","Financial Management Services","","","054 - Statistics Canada"
"Innovation, Science and Industry",,"Statistics Canada","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS06","Information Management Services","","","054 - Statistics Canada"
"Innovation, Science and Industry",,"Statistics Canada","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS07","Information Technology Services","","","054 - Statistics Canada"
"Innovation, Science and Industry",,"Statistics Canada","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS08","Real Property Management Services","","","054 - Statistics Canada"
"Innovation, Science and Industry",,"Statistics Canada","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS09","Materiel Management Services","","","054 - Statistics Canada"
"Innovation, Science and Industry",,"Statistics Canada","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS0Z","Acquisition Management Services","","","054 - Statistics Canada"
"Justice",,"Justice (Department of)","BNX00","Legal Services","","BNX01","Litigation Services","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","BNX00","Legal Services","","BNX02","Legislative Services","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","BNX00","Legal Services","","BNX03","Advisory Services","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","BNY00","Justice System Support","","BNY01","Legal Policies, Laws and Governance","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","BNY00","Justice System Support","","BNY02","Legal Representation","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","BNY00","Justice System Support","","BNY03","Contraventions Regime","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","BNY00","Justice System Support","","BNY04","Drug Treatment Court Funding Program","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","BNY00","Justice System Support","","BNY05","Victims of Crime","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","BNY00","Justice System Support","","BNY06","Youth Justice","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","BNY00","Justice System Support","","BNY07","Family Justice","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","BNY00","Justice System Support","","BNY08","Indigenous Justice","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","BNY00","Justice System Support","","BNY09","Justice System Partnerships","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","BNY00","Justice System Support","","BNY10","Ombudsman for Victims of Crime","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS01","Management and Oversight Services","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS02","Communications Services","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS03","Legal Services","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS04","Human Resources Management Services","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS05","Financial Management Services","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS06","Information Management Services","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS07","Information Technology Services","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS08","Real Property Management Services","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS09","Materiel Management Services","","","013 - Justice (Department of)"
"Justice",,"Justice (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS0Z","Acquisition Management Services","","","013 - Justice (Department of)"
"Justice",,"Canadian Human Rights Commission","BSA00","Engagement and Advocacy","","BSA01","Promotion Program","","","075 - Canadian Human Rights Commission"
"Justice",,"Canadian Human Rights Commission","BSB00","Complaints","","BSB01","Protection Program","","","075 - Canadian Human Rights Commission"
"Justice",,"Canadian Human Rights Commission","BSC00","Proactive Compliance","","BSC01","Audit Program","","","075 - Canadian Human Rights Commission"
"Justice",,"Canadian Human Rights Commission","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.",,,"","1 This department is not required to use specific program codes to allocate the internal service expenses between the following groups: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Other Administrative Services. This department will exclusively use the internal services code.","075 - Canadian Human Rights Commission"
"Justice",,"Office of the Commissioner for Federal Judicial Affairs","BNZ00","Administrative support to federally appointed judges","","BNZ01","Payments pursuant to the Judges Act","","","051 - Office of the Commissioner for Federal Judicial Affairs"
"Justice",,"Office of the Commissioner for Federal Judicial Affairs","BNZ00","Administrative support to federally appointed judges","","BNZ02","Federal Judicial Affairs","","","051 - Office of the Commissioner for Federal Judicial Affairs"
"Justice",,"Office of the Commissioner for Federal Judicial Affairs","BNZ00","Administrative support to federally appointed judges","","BNZ03","Canadian Judicial Council","","","051 - Office of the Commissioner for Federal Judicial Affairs"
"Justice",,"Office of the Commissioner for Federal Judicial Affairs","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.",,,"","1 This department is not required to use specific program codes to allocate the internal service expenses between the following groups: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Other Administrative Services. This department will exclusively use the internal services code.","051 - Office of the Commissioner for Federal Judicial Affairs"
"Justice",,"Courts Administration Service","BEG00","Administration Services for the Federal Courts","","BEG01","Judicial Services","","","144 - Courts Administration Service"
"Justice",,"Courts Administration Service","BEG00","Administration Services for the Federal Courts","","BEG02","Registry Services","","","144 - Courts Administration Service"
"Justice",,"Courts Administration Service","BEG00","Administration Services for the Federal Courts","","BEG03","E-Courts","","","144 - Courts Administration Service"
"Justice",,"Courts Administration Service","BEG00","Administration Services for the Federal Courts","","BEG04","Security","","","144 - Courts Administration Service"
"Justice",,"Courts Administration Service","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.",,,"","1 This department is not required to use specific program codes to allocate the internal service expenses between the following groups: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Other Administrative Services. This department will exclusively use the internal services code.","144 - Courts Administration Service"
"Justice",,"Law Commission of Canada","BYO00","Law Review","","BYO01","Law Review","","","131 - Law Commission of Canada"
"Justice",,"Law Commission of Canada","ISS00","Internal Services","",,,"","1 This department is not required to use specific program codes to allocate the internal service expenses between the following groups: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Other Administrative Services. This department will exclusively use the internal services code.",""
"Justice",,"Office of the Director of Public Prosecutions","BRD00","Prosecution Services","","BRD01","Federal Prosecutions","","","019 - Office of the Director of Public Prosecutions"
"Justice",,"Office of the Director of Public Prosecutions","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.",,,"","1 This department is not required to use specific program codes to allocate the internal service expenses between the following groups: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Other Administrative Services. This department will exclusively use the internal services code.","019 - Office of the Director of Public Prosecutions"
"Justice",,"Offices of the Information and Privacy Commissioners of Canada","BRF00","Government Transparency","","BRF01","Compliance with access to information obligations","","","096 - Offices of the Information and Privacy Commissioners of Canada"
"Justice",,"Offices of the Information and Privacy Commissioners of Canada","BRG00","Protection of privacy rights","","BRG01","Promotion Program","","","096 - Offices of the Information and Privacy Commissioners of Canada"
"Justice",,"Offices of the Information and Privacy Commissioners of Canada","BRG00","Protection of privacy rights","","BRG02","Compliance Program","","","096 - Offices of the Information and Privacy Commissioners of Canada"
"Justice",,"Offices of the Information and Privacy Commissioners of Canada","ISS10","Internal services – Office of the Privacy Commissioner","",,,"","1 This department is not required to use specific program codes to allocate the internal service expenses between the following groups: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Other Administrative Services. This department will exclusively use the internal services code.","096 - Offices of the Information and Privacy Commissioners of Canada"
"Justice",,"Offices of the Information and Privacy Commissioners of Canada","ISS20","Internal services – Office of the Information Commissioner","",,,"","1 This department is not required to use specific program codes to allocate the internal service expenses between the following groups: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Other Administrative Services. This department will exclusively use the internal services code.","096 - Offices of the Information and Privacy Commissioners of Canada"
"Justice",,"Registrar of the Supreme Court of Canada","BRH00","The administration of Canada's final court of appeal","","BRH01","Court administration","","","080 - Registrar of the Supreme Court of Canada"
"Justice",,"Registrar of the Supreme Court of Canada","BRH00","The administration of Canada's final court of appeal","","BRH02","Administration of the Judges Act for the Judges of the Supreme Court of Canada","","","080 - Registrar of the Supreme Court of Canada"
"Justice",,"Registrar of the Supreme Court of Canada","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.",,,"","1 This department is not required to use specific program codes to allocate the internal service expenses between the following groups: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Other Administrative Services. This department will exclusively use the internal services code.","080 - Registrar of the Supreme Court of Canada"
"Justice",,"Administrative Tribunals Support Service of Canada","BEE00","Support services and facilities to federal administrative tribunals and its members","","BEE01","Registry Services","","","170 - Administrative Tribunals Support Service of Canada"
"Justice",,"Administrative Tribunals Support Service of Canada","BEE00","Support services and facilities to federal administrative tribunals and its members","","BEE02","Legal Services","","","170 - Administrative Tribunals Support Service of Canada"
"Justice",,"Administrative Tribunals Support Service of Canada","BEE00","Support services and facilities to federal administrative tribunals and its members","","BEE03","Mandate and Members Services","","","170 - Administrative Tribunals Support Service of Canada"
"Justice",,"Administrative Tribunals Support Service of Canada","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.",,,"","1 This department is not required to use specific program codes to allocate the internal service expenses between the following groups: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Other Administrative Services. This department will exclusively use the internal services code.","170 - Administrative Tribunals Support Service of Canada"
"National Defence",,"National Defence (Department of)","BUN00","Operations","","BUN01","Operations in Canada","","","018 - National Defence (Department of)"
"National Defence",,"National Defence (Department of)","BUN00","Operations","","BUN02","Operations in North America","","","018 - National Defence (Department of)"
"National Defence",,"National Defence (Department of)","BUN00","Operations","","BUN03","International Operations","","","018 - National Defence (Department of)"
"National Defence",,"National Defence (Department of)","BUN00","Operations","","BUN04","Global Engagement","","","018 - National Defence (Department of)"
"National Defence",,"National Defence (Department of)","BUN00","Operations","","BUN05","Cyber Operations","","","018 - National Defence (Department of)"
"National Defence",,"National Defence (Department of)","BUN00","Operations","","BUN06"," Command, Control and Sustainment of Operations","","","018 - National Defence (Department of)"
"National Defence",,"National Defence (Department of)","BUN00","Operations","","BUN07","Special Operations","","","018 - National Defence (Department of)"
"National Defence",,"National Defence (Department of)","BUO00","Ready Forces","","BUO01","Strategic Command and Control","","","018 - National Defence (Department of)"
"National Defence",,"National Defence (Department of)","BUO00","Ready Forces","","BUO02","Ready Naval Forces","","","018 - National Defence (Department of)"
"National Defence",,"National Defence (Department of)","BUO00","Ready Forces","","BUO03","Ready Land Forces","","","018 - National Defence (Department of)"
"National Defence",,"National Defence (Department of)","BUO00","Ready Forces","","BUO04","Ready Air and Space Forces","","","018 - National Defence (Department of)"
"National Defence",,"National Defence (Department of)","BUO00","Ready Forces","","BUO05","Ready Special Operations Forces","","","018 - National Defence (Department of)"
"National Defence",,"National Defence (Department of)","BUO00","Ready Forces","","BUO06","Ready Cyber and Joint Communication Information Systems (CIS) Forces","","","018 - National Defence (Department of)"
"National Defence",,"National Defence (Department of)","BUO00","Ready Forces","","BUO07","Ready Intelligence Forces","","","018 - National Defence (Department of)"
"National Defence",,"National Defence (Department of)","BUO00","Ready Forces","","BUO08","Ready Joint and Combined Forces","","","018 - National Defence (Department of)"
"National Defence",,"National Defence (Department of)","BUO00","Ready Forces","","BUO09","Ready Health, Military Police and Support Forces","","","018 - National Defence (Department of)"
"National Defence",,"National Defence (Department of)","BUO00","Ready Forces","","BUO10","Equipment Support","","","018 - National Defence (Department of)"
"National Defence",,"National Defence (Department of)","BUO00","Ready Forces","","BUO11","Canadian Forces Liaison Council and Employer Support","","","018 - National Defence (Department of)"
