fiscal_yr;org_id;service_id;channel;volume_meeting_target;total_volume;volume_not_meeting_target
2022-2023;139;1257;OTH;19826.0;36146.0;16320.0
2022-2023;139;1264;OTH;1046.0;1213.0;167.0
2022-2023;139;1269;OTH;221.0;250.0;29.0
2022-2023;139;1270;OTH;14521.0;14521.0;0.0
2022-2023;139;1271;OTH;54410.0;54410.0;0.0
2022-2023;139;1273;OTH;81.0;90.0;9.0
2022-2023;139;1277;OTH;295.0;295.0;0.0
2022-2023;139;1279;OTH;15274.0;15312.0;38.0
2022-2023;139;1280;OTH;184.0;185.0;1.0
2022-2023;139;1281;OTH;511.0;520.0;9.0
2022-2023;139;1283;OTH;1247.0;1261.0;14.0
2022-2023;139;1368;OTH;23.0;25.0;2.0
2022-2023;139;1419;OTH;4679.0;6960.0;2281.0
2022-2023;139;1561;OTH;1165.0;3764.0;2599.0
2022-2023;139;1973;OTH;300.0;302.0;2.0
2022-2023;139;1996;OTH;3686.0;3804.0;118.0
2022-2023;139;2005;OTH;2443.0;5375.0;2932.0
2022-2023;139;2375;TEL;270466.0;369110.0;98644.0
2022-2023;139;SRV03062;OTH;352.0;375.0;23.0
2022-2023;140;21;EML;385.0;393.0;8.0
2022-2023;140;21;ONL;2408.0;2470.0;62.0
2022-2023;140;22;OTH;251.0;273.0;22.0
2022-2023;141;849;OTH;47.0;47.0;0.0
2022-2023;141;851;ONL;11.0;11.0;0.0
2022-2023;141;851;OTH;2663.0;3520.0;857.0
2022-2023;150;2158;EML;3132.0;3341.0;209.0
2022-2023;151;907;OTH;2382.0;3826.0;1444.0
2022-2023;151;907;TEL;7628.0;7628.0;0.0
2022-2023;152;172;OTH;6055.0;6960.0;905.0
2022-2023;152;195;ONL;1900.0;2159.0;259.0
2022-2023;199;1851;OTH;668.0;703.0;35.0
2022-2023;199;1854;OTH;1037.0;4411.0;3374.0
2022-2023;199;1867;ONL;0.0;0.0;0.0
2022-2023;199;1868;ONL;0.0;0.0;0.0
2022-2023;199;2545;ONL;0.0;0.0;0.0
2022-2023;210;423;EML;0.0;0.0;0.0
2022-2023;210;423;FAX;0.0;0.0;0.0
2022-2023;210;423;PERSON;0.0;0.0;0.0
2022-2023;210;423;POST;0.0;0.0;0.0
2022-2023;210;423;TEL;0.0;0.0;0.0
2022-2023;221;2013;ONL;12.0;12.0;0.0
2022-2023;221;2014;EML;24.0;24.0;0.0
2022-2023;221;2023;ONL;1.0;1.0;0.0
2022-2023;221;290;ONL;2.0;2.0;0.0
2022-2023;221;291;ONL;4.0;4.0;0.0
2022-2023;221;292;ONL;188.0;188.0;0.0
2022-2023;221;293;ONL;13.0;13.0;0.0
2022-2023;221;294;ONL;10.0;10.0;0.0
2022-2023;221;296;OTH;40.0;40.0;0.0
2022-2023;221;299;OTH;11.0;11.0;0.0
2022-2023;221;304;OTH;0.0;0.0;0.0
2022-2023;221;309;OTH;0.0;0.0;0.0
2022-2023;221;314;OTH;1348.0;1355.0;7.0
2022-2023;227;1892;POST;9384.0;9458.0;74.0
2022-2023;227;1899;EML;10.0;10.0;0.0
2022-2023;227;1931;EML;202.0;202.0;0.0
2022-2023;227;1931;POST;0.0;0.0;0.0
2022-2023;228;1275;ONL;5430.0;5828.0;398.0
2022-2023;228;1339;EML;20968.0;25099.0;4131.0
2022-2023;228;1549;OTH;692.0;692.0;0.0
2022-2023;228;1551;OTH;2221.0;2428.0;207.0
2022-2023;228;1552;OTH;953.0;1008.0;55.0
2022-2023;228;1553;OTH;3883.0;3883.0;0.0
2022-2023;228;1556;OTH;23.0;23.0;0.0
2022-2023;228;1557;OTH;0.0;1323.0;1323.0
2022-2023;228;1558;OTH;3451.0;3486.0;35.0
2022-2023;228;1560;OTH;1987.0;2245.0;258.0
2022-2023;228;1677;ONL;55290000.0;57000000.0;1710000.0
2022-2023;228;2568;EML;250.0;261.0;11.0
2022-2023;230;169;ONL;11290.0;11290.0;0.0
2022-2023;230;690;EML;804.0;844.0;40.0
2022-2023;230;691;ONL;24.0;26.0;2.0
2022-2023;230;757;ONL;11234.0;11745.0;511.0
2022-2023;230;758;ONL;1117.0;1494.0;377.0
2022-2023;230;759;EML;22.0;22.0;0.0
2022-2023;237;2376;EML;0.0;0.0;0.0
2022-2023;237;2377;EML;25.0;25.0;0.0
2022-2023;237;2378;OTH;920.0;943.0;23.0
2022-2023;237;SRV03069;EML;43.0;44.0;1.0
2022-2023;237;SRV03436;EML;39.0;40.0;1.0
2022-2023;237;SRV03437;EML;23.0;28.0;5.0
2022-2023;237;SRV03438;EML;99.0;99.0;0.0
2022-2023;237;SRV03440;EML;6847.0;7881.0;1034.0
2022-2023;237;SRV03441;EML;134.0;137.0;3.0
2022-2023;237;SRV03442;EML;268.0;285.0;17.0
2022-2023;237;SRV03443;EML;24.0;25.0;1.0
2022-2023;237;SRV03444;EML;33.0;33.0;0.0
2022-2023;237;SRV03445;EML;82.0;96.0;14.0
2022-2023;237;SRV03446;EML;1.0;1.0;0.0
2022-2023;237;SRV03451;OTH;92.0;93.0;1.0
2022-2023;237;SRV03452;EML;55.0;69.0;14.0
2022-2023;237;SRV03452;ONL;544.0;610.0;66.0
2022-2023;238;SRV02829;OTH;19.0;22.0;3.0
2022-2023;238;SRV02849;OTH;6.0;6.0;0.0
2022-2023;238;SRV02850;OTH;2.0;2.0;0.0
2022-2023;238;SRV02851;OTH;1.0;3.0;2.0
2022-2023;238;SRV02852;OTH;23.0;24.0;1.0
2022-2023;238;SRV02853;OTH;21.0;21.0;0.0
2022-2023;238;SRV02855;OTH;295.0;301.0;6.0
2022-2023;238;SRV02856;OTH;140.0;144.0;4.0
2022-2023;238;SRV02857;OTH;7.0;7.0;0.0
2022-2023;246;2104;EML;8.0;8.0;0.0
2022-2023;246;2104;ONL;647.0;689.0;42.0
2022-2023;246;2105;EML;481.0;482.0;1.0
2022-2023;246;2105;ONL;250.0;266.0;16.0
2022-2023;246;2106;ONL;387.0;402.0;15.0
2022-2023;247;1823;TEL;0.0;0.0;0.0
2022-2023;247;1824;ONL;0.0;0.0;0.0
2022-2023;247;1825;TEL;0.0;0.0;0.0
2022-2023;253;1220;OTH;701.0;724.0;23.0
2022-2023;253;1228;OTH;1.0;1.0;0.0
2022-2023;253;1249;OTH;829.0;829.0;0.0
2022-2023;253;1251;OTH;24.0;24.0;0.0
2022-2023;253;1326;PERSON;0.0;0.0;0.0
2022-2023;256;2275;ONL;3609.0;4325.0;716.0
2022-2023;256;2539;EML;7.0;7.0;0.0
2022-2023;256;2550;EML;0.0;45.0;45.0
2022-2023;256;2552;EML;24.0;109.0;85.0
2022-2023;256;2553;EML;65.0;75.0;10.0
2022-2023;256;2554;ONL;702.0;999.0;297.0
2022-2023;256;2556;ONL;59.0;384.0;325.0
2022-2023;26;1548;OTH;1565.0;1568.0;3.0
2022-2023;26;664;ONL;40518.0;40518.0;0.0
2022-2023;26;665;POST;2121.0;2799.0;678.0
2022-2023;26;667;ONL;21554.0;21554.0;0.0
2022-2023;26;668;POST;517.0;517.0;0.0
2022-2023;26;669;PERSON;243003.0;258293.0;15290.0
2022-2023;26;679;TEL;368539.0;564197.0;195658.0
2022-2023;26;680;OTH;1605.0;1624.0;19.0
2022-2023;26;719;OTH;3346.0;3346.0;0.0
2022-2023;26;723;OTH;689.0;706.0;17.0
2022-2023;26;728;ONL;45887.0;80735.0;34848.0
2022-2023;26;728;PERSON;5209867.0;5323945.0;114078.0
2022-2023;26;731;POST;5.0;9.0;4.0
2022-2023;26;733;POST;46.0;47.0;1.0
2022-2023;26;734;POST;307.0;310.0;3.0
2022-2023;26;737;POST;2332.0;2893.0;561.0
2022-2023;26;740;POST;19.0;28.0;9.0
2022-2023;26;741;POST;0.0;0.0;0.0
2022-2023;26;742;EML;39.0;39.0;0.0
2022-2023;26;743;POST;128912.0;128912.0;0.0
2022-2023;26;744;POST;84757.0;138595.0;53838.0
2022-2023;26;745;POST;637.0;664.0;27.0
2022-2023;26;746;POST;2199.0;2430.0;231.0
2022-2023;26;748;OTH;4443.0;5156.0;713.0
2022-2023;26;749;OTH;5346.0;6010.0;664.0
2022-2023;26;750;OTH;858.0;1098.0;240.0
2022-2023;26;755;EML;11747.0;11784.0;37.0
2022-2023;263;1223;EML;372.0;372.0;0.0
2022-2023;263;1225;EML;0.0;0.0;0.0
2022-2023;263;1308;EML;0.0;0.0;0.0
2022-2023;263;2142;OTH;0.0;0.0;0.0
2022-2023;263;955;EML;2100.0;2500.0;400.0
2022-2023;263;SRV03421;TEL;10014.0;10254.0;240.0
2022-2023;278;2626;ONL;8687.0;8687.0;0.0
2022-2023;278;SRV02950;ONL;26224.0;26224.0;0.0
2022-2023;278;SRV02951;ONL;729.0;729.0;0.0
2022-2023;280;1132;EML;51196.0;56053.0;4857.0
2022-2023;280;1142;PERSON;4.0;4.0;0.0
2022-2023;280;1720;OTH;13.0;13.0;0.0
2022-2023;280;1870;EML;931.0;1000.0;69.0
2022-2023;280;1870;OTH;66.0;66.0;0.0
2022-2023;280;1870;PERSON;1000.0;1000.0;0.0
2022-2023;280;2254;ONL;3090.0;3090.0;0.0
2022-2023;280;2265;ONL;96.0;99.0;3.0
2022-2023;280;2268;TEL;11693.0;11693.0;0.0
2022-2023;280;2293;TEL;242669.0;303336.0;60667.0
2022-2023;280;888;OTH;3276.0;3276.0;0.0
2022-2023;280;890;OTH;127.0;127.0;0.0
2022-2023;280;891;ONL;293.0;306.0;13.0
2022-2023;280;892;ONL;74.0;74.0;0.0
2022-2023;280;896;OTH;185.0;532.0;347.0
2022-2023;280;898;TEL;31998.0;39972.0;7974.0
2022-2023;280;899;ONL;7926.0;7926.0;0.0
2022-2023;280;SRV02908;EML;845.0;1056.0;211.0
2022-2023;280;SRV02909;EML;320.0;356.0;36.0
2022-2023;280;SRV02910;EML;4982.0;5536.0;554.0
2022-2023;280;SRV02911;EML;1222.0;1358.0;136.0
2022-2023;282;1155;ONL;82.0;40742.0;40660.0
2022-2023;282;1176;EML;577.0;577.0;0.0
2022-2023;282;1180;ONL;1450.0;1544.0;94.0
2022-2023;282;1195;EML;40000.0;40000.0;0.0
2022-2023;282;1195;TEL;0.0;0.0;0.0
2022-2023;282;1202;ONL;1320.0;2810.0;1490.0
2022-2023;282;1204;ONL;0.0;0.0;0.0
2022-2023;282;1210;ONL;2310.0;2330.0;20.0
2022-2023;282;1397;OTH;164.0;292.0;128.0
2022-2023;295;1866;OTH;51500.0;53600.0;2100.0
2022-2023;295;1872;EML;14272.0;14866.0;594.0
2022-2023;295;1872;FAX;19424.0;20584.0;1160.0
2022-2023;295;1872;POST;19424.0;21858.0;2434.0
2022-2023;295;1872;TEL;19424.0;20584.0;1160.0
2022-2023;295;1873;EML;92701.0;93506.0;805.0
2022-2023;295;1873;FAX;92701.0;93506.0;805.0
2022-2023;295;1873;POST;92701.0;93506.0;805.0
2022-2023;295;1873;TEL;92701.0;93506.0;805.0
2022-2023;295;2454;TEL;0.0;0.0;0.0
2022-2023;295;926;ONL;374271.0;461835.0;87564.0
2022-2023;295;926;POST;374271.0;461835.0;87564.0
2022-2023;295;927;OTH;976.0;1041.0;65.0
2022-2023;295;928;EML;4445.0;8017.0;3572.0
2022-2023;295;929;OTH;0.0;0.0;0.0
2022-2023;297;2150;EML;2601.0;4002.0;1401.0
2022-2023;297;2151;EML;137.0;292.0;155.0
2022-2023;305;15;ONL;0.0;81829.0;81829.0
2022-2023;305;1989;ONL;0.0;290.0;290.0
2022-2023;305;34;ONL;0.0;10640.0;10640.0
2022-2023;305;36;ONL;0.0;200768.0;200768.0
2022-2023;305;37;ONL;0.0;10078890.0;10078890.0
2022-2023;305;46;ONL;0.0;924.0;924.0
2022-2023;305;47;ONL;0.0;8.0;8.0
2022-2023;305;48;ONL;0.0;10961.0;10961.0
2022-2023;305;8;ONL;0.0;1121.0;1121.0
2022-2023;306;173;EML;820.0;2859.0;2039.0
2022-2023;306;173;ONL;5904.0;6074.0;170.0
2022-2023;306;178;ONL;6767.0;6776.0;9.0
2022-2023;306;178;OTH;2607.0;3500.0;893.0
2022-2023;306;357;OTH;1320.0;1391.0;71.0
2022-2023;306;425;OTH;1211.0;1218.0;7.0
2022-2023;306;655;ONL;15724.0;16186.0;462.0
2022-2023;306;SRV03385;ONL;1229.0;1229.0;0.0
2022-2023;306;SRV03385;OTH;1209.0;1209.0;0.0
2022-2023;313;1002;ONL;288.0;330.0;42.0
2022-2023;313;1046;ONL;12.0;12.0;0.0
2022-2023;313;1047;ONL;4.0;4.0;0.0
2022-2023;313;1299;EML;16739.0;16739.0;0.0
2022-2023;313;1309;EML;38.0;42.0;4.0
2022-2023;313;1317;ONL;12.0;12.0;0.0
2022-2023;313;1318;OTH;4.0;4.0;0.0
2022-2023;313;1319;ONL;24.0;24.0;0.0
2022-2023;313;1320;ONL;12.0;12.0;0.0
2022-2023;313;1321;ONL;5.0;5.0;0.0
2022-2023;313;1327;ONL;24.0;24.0;0.0
2022-2023;313;1330;ONL;12.0;12.0;0.0
2022-2023;313;1330;OTH;720.0;720.0;0.0
2022-2023;313;1343;ONL;12.0;12.0;0.0
2022-2023;313;1343;OTH;72.0;78.0;6.0
2022-2023;313;1351;ONL;6.0;6.0;0.0
2022-2023;313;1352;EML;1590.0;1590.0;0.0
2022-2023;313;1353;EML;90.0;90.0;0.0
2022-2023;313;1354;OTH;9262.0;9452.0;190.0
2022-2023;313;1414;ONL;226.0;228.0;2.0
2022-2023;313;995;ONL;263.0;269.0;6.0
2022-2023;326;1347;OTH;415.0;491.0;76.0
2022-2023;326;1348;EML;40033.0;40190.0;157.0
2022-2023;326;1350;EML;572.0;674.0;102.0
2022-2023;326;2016;EML;1023.0;1051.0;28.0
2022-2023;326;2017;ONL;86.0;86.0;0.0
2022-2023;326;2022;ONL;3.0;3.0;0.0
2022-2023;326;2035;EML;791.0;888.0;97.0
2022-2023;326;2036;EML;138.0;150.0;12.0
2022-2023;326;2239;ONL;4.0;4.0;0.0
2022-2023;326;2242;ONL;0.0;0.0;0.0
2022-2023;326;2253;EML;505.0;520.0;15.0
2022-2023;326;SRV02815;ONL;2628.0;2860.0;232.0
2022-2023;333;53;OTH;2018.0;4386.0;2368.0
2022-2023;348;1366;ONL;447.0;447.0;0.0
2022-2023;348;1367;TEL;100.0;56688.0;56588.0
2022-2023;348;1528;EML;550.0;724.0;174.0
2022-2023;348;1534;ONL;363.0;364.0;1.0
2022-2023;348;1778;OTH;164821.0;183715.0;18894.0
2022-2023;348;1804;OTH;74532.0;174313.0;99781.0
2022-2023;348;1805;ONL;163.0;163.0;0.0
2022-2023;348;2041;OTH;15963.0;15963.0;0.0
2022-2023;348;2043;OTH;226.0;226.0;0.0
2022-2023;348;2047;EML;0.0;0.0;0.0
2022-2023;348;2047;PERSON;10000.0;15115.0;5115.0
2022-2023;348;2047;POST;15000.0;18003.0;3003.0
2022-2023;348;2047;TEL;0.0;0.0;0.0
2022-2023;348;2048;OTH;75466.0;83977.0;8511.0
2022-2023;348;2058;EML;530.0;601.0;71.0
2022-2023;348;2058;TEL;109.0;172.0;63.0
2022-2023;348;2060;ONL;0.0;0.0;0.0
2022-2023;348;SRV03382;OTH;7283.0;17351.0;10068.0
2022-2023;46;1097;ONL;22537884.0;23457990.0;920106.0
2022-2023;46;1097;POST;1394104.0;1427419.0;33315.0
2022-2023;46;1098;ONL;3481038.0;3553319.0;72281.0
2022-2023;46;1099;ONL;7323983.0;7587262.0;263279.0
2022-2023;46;1100;POST;759.0;932.0;173.0
2022-2023;46;1101;ONL;2619281.0;2682651.0;63370.0
2022-2023;46;1104;EML;55.0;67.0;12.0
2022-2023;46;1107;ONL;0.0;0.0;0.0
2022-2023;46;1107;POST;0.0;0.0;0.0
2022-2023;46;1113;OTH;30458.0;45007.0;14549.0
2022-2023;46;1115;OTH;316258.0;419236.0;102978.0
2022-2023;46;1117;OTH;12325.0;14509.0;2184.0
2022-2023;46;1137;OTH;7273.0;8301.0;1028.0
2022-2023;46;1139;TEL;0.0;9551071.0;9551071.0
2022-2023;46;1141;TEL;0.0;2667143.0;2667143.0
2022-2023;46;1143;TEL;0.0;1541741.0;1541741.0
2022-2023;46;1146;POST;0.0;0.0;0.0
2022-2023;46;2450;OTH;3960.0;10808.0;6848.0
2022-2023;46;3709;POST;1248.0;1555.0;307.0
2022-2023;46;3710;POST;1868.0;2024.0;156.0
2022-2023;46;3711;POST;1976.0;2157.0;181.0
2022-2023;46;3713;POST;759.0;932.0;173.0
2022-2023;46;3714;OTH;1977.0;2066.0;89.0
2022-2023;46;3716;POST;3756.0;4295.0;539.0
2022-2023;46;3717;OTH;11006.0;11254.0;248.0
2022-2023;46;3718;OTH;26286.0;27875.0;1589.0
2022-2023;46;3719;TEL;47138.0;52678.0;5540.0
2022-2023;46;3720;OTH;49678.0;56974.0;7296.0
2022-2023;46;3721;ONL;55254.0;57796.0;2542.0
2022-2023;46;SRV02816;EML;0.0;0.0;0.0
2022-2023;46;SRV02817;TEL;1769686.0;2100780.0;331094.0
2022-2023;46;SRV02821;OTH;17289.0;18262.0;973.0
2022-2023;46;SRV02822;OTH;2909.0;3053.0;144.0
2022-2023;46;SRV02824;OTH;415.0;459.0;44.0
2022-2023;47;18;ONL;0.0;209799.0;209799.0
2022-2023;47;18;TEL;0.0;209799.0;209799.0
2022-2023;552;993;ONL;53.0;53.0;0.0
2022-2023;552;994;ONL;0.0;0.0;0.0
2022-2023;560;SRV03457;EML;1264.0;1321.0;57.0
2022-2023;560;SRV03457;OTH;119.0;123.0;4.0
2022-2023;560;SRV03458;EML;0.0;1170.0;1170.0
2022-2023;561;SRV03258;EML;1340.0;1450.0;110.0
2022-2023;63;2115;EML;45.0;50.0;5.0
2022-2023;63;2569;EML;114.0;120.0;6.0
2022-2023;63;2570;EML;482.0;516.0;34.0
2022-2023;63;2571;EML;394.0;414.0;20.0
2022-2023;63;2573;EML;8.0;8.0;0.0
2022-2023;65;1978;ONL;10508.0;10680.0;172.0
2022-2023;65;1978;POST;5.0;5.0;0.0
2022-2023;65;1979;ONL;231.0;267.0;36.0
2022-2023;65;2;ONL;2911.0;3021.0;110.0
2022-2023;65;4;ONL;68.0;71.0;3.0
2022-2023;65;5;EML;3.0;13.0;10.0
2022-2023;65;6;EML;14.0;17.0;3.0
2022-2023;65;6;POST;1.0;1.0;0.0
2022-2023;65;SRV02642;OTH;20.0;20.0;0.0
2022-2023;65;SRV02643;OTH;20.0;20.0;0.0
2022-2023;65;SRV02646;OTH;735.0;960.0;225.0
2022-2023;65;SRV02649;ONL;7140.0;7144.0;4.0
2022-2023;65;SRV02649;PERSON;348.0;348.0;0.0
2022-2023;65;SRV02660;ONL;209.0;325.0;116.0
2022-2023;65;SRV02664;OTH;0.0;27.0;27.0
2022-2023;65;SRV02665;EML;312.0;323.0;11.0
2022-2023;65;SRV02666;OTH;0.0;0.0;0.0
2022-2023;65;SRV02677;ONL;78.0;79.0;1.0
2022-2023;65;SRV02678;ONL;1903.0;1947.0;44.0
2022-2023;65;SRV02679;ONL;752.0;762.0;10.0
2022-2023;65;SRV02680;ONL;148.0;343.0;195.0
2022-2023;65;SRV02681;OTH;0.0;0.0;0.0
2022-2023;65;SRV02682;EML;82.0;82.0;0.0
2022-2023;65;SRV02691;OTH;65.0;65.0;0.0
2022-2023;65;SRV02693;OTH;0.0;0.0;0.0
2022-2023;65;SRV02728;EML;0.0;0.0;0.0
2022-2023;65;SRV02729;OTH;527.0;979.0;452.0
2022-2023;65;SRV02738;TEL;40408.0;43048.0;2640.0
2022-2023;65;SRV02762;ONL;3551.0;3757.0;206.0
2022-2023;65;SRV02762;OTH;303.0;331.0;28.0
2022-2023;69;1977;EML;247.0;247.0;0.0
2022-2023;69;1991;ONL;10075.0;10239.0;164.0
2022-2023;69;1997;EML;5.0;6.0;1.0
2022-2023;69;1998;POST;1680.0;1680.0;0.0
2022-2023;69;1999;EML;20867.0;20889.0;22.0
2022-2023;69;2000;EML;983.0;984.0;1.0
2022-2023;69;2001;PERSON;9625.0;9627.0;2.0
2022-2023;69;2002;EML;96.0;96.0;0.0
2022-2023;69;2003;ONL;324.0;324.0;0.0
2022-2023;74;1122;OTH;26288.0;27943.0;1655.0
2022-2023;74;2155;ONL;8385.0;8385.0;0.0
2022-2023;74;2155;OTH;3167.0;3439.0;272.0
2022-2023;76;1862;EML;0.0;0.0;0.0
2022-2023;86;1533;ONL;6.0;7.0;1.0
2022-2023;86;2576;ONL;81.0;90.0;9.0
2022-2023;86;657;ONL;408.0;474.0;66.0
2022-2023;86;657;OTH;130.0;140.0;10.0
2022-2023;87;912;POST;123.0;147.0;24.0
2022-2023;87;915;EML;1031.0;1103.0;72.0
2022-2023;87;917;EML;205.0;229.0;24.0
2022-2023;87;918;EML;1832.0;2098.0;266.0
2022-2023;87;919;EML;761.0;795.0;34.0
2022-2023;87;920;EML;42.0;43.0;1.0
2022-2023;87;921;EML;220.0;242.0;22.0
2022-2023;93;1875;ONL;2234.0;2304.0;70.0
2022-2023;93;1875;TEL;41849.0;42557.0;708.0
2022-2023;95;1462;EML;10.0;11.0;1.0
2022-2023;95;1462;ONL;26.0;28.0;2.0
2022-2023;95;1469;EML;245320.0;248038.0;2718.0
2022-2023;95;1474;OTH;325.0;365.0;40.0
2022-2023;95;1658;ONL;684.0;725.0;41.0
2022-2023;95;1671;ONL;1273.0;1312.0;39.0
2022-2023;95;1671;POST;6.0;6.0;0.0
2022-2023;95;SRV02873;EML;253.0;253.0;0.0
2022-2023;95;SRV02875;ONL;350.0;350.0;0.0
2022-2023;95;SRV02877;ONL;11.0;11.0;0.0
2022-2023;95;SRV02878;ONL;284.0;332.0;48.0
2022-2023;95;SRV02879;EML;365.0;365.0;0.0
2022-2023;95;SRV02888;EML;2267.0;2267.0;0.0
2022-2023;95;SRV02888;ONL;136.0;136.0;0.0
2022-2023;99;167;ONL;0.0;0.0;0.0
2023-2024;1;127;EML;55.0;55.0;0.0
2023-2024;1;129;EML;120.0;120.0;0.0
2023-2024;1;130;EML;209.0;226.0;17.0
2023-2024;1;130;TEL;493.0;520.0;27.0
2023-2024;1;131;EML;2.0;2.0;0.0
2023-2024;1;132;EML;90.0;94.0;4.0
2023-2024;1;132;ONL;35.0;35.0;0.0
2023-2024;1;132;TEL;19.0;19.0;0.0
2023-2024;1;133;ONL;89377.0;98025.0;8648.0
2023-2024;1;134;ONL;4285.0;4773.0;488.0
2023-2024;1;135;EML;265.0;272.0;7.0
2023-2024;1;135;TEL;954.0;1028.0;74.0
2023-2024;1;136;EML;26.0;41.0;15.0
2023-2024;1;136;ONL;59.0;59.0;0.0
2023-2024;1;137;EML;47.0;74.0;27.0
2023-2024;1;137;ONL;102.0;108.0;6.0
2023-2024;1;138;EML;15.0;27.0;12.0
2023-2024;1;138;ONL;15.0;27.0;12.0
2023-2024;1;139;EML;75.0;92.0;17.0
2023-2024;1;139;ONL;6.0;9.0;3.0
2023-2024;1;144;EML;45.0;70.0;25.0
2023-2024;1;144;ONL;28.0;28.0;0.0
2023-2024;1;145;EML;2120.0;2210.0;90.0
2023-2024;1;145;ONL;917.0;919.0;2.0
2023-2024;1;146;EML;32.0;32.0;0.0
2023-2024;1;146;ONL;19.0;28.0;9.0
2023-2024;1;148;EML;199.0;199.0;0.0
2023-2024;1;148;ONL;131.0;131.0;0.0
2023-2024;1;149;EML;255.0;256.0;1.0
2023-2024;1;149;TEL;14.0;14.0;0.0
2023-2024;1;152;EML;252.0;273.0;21.0
2023-2024;1;152;ONL;163.0;163.0;0.0
2023-2024;1;158;EML;39.0;48.0;9.0
2023-2024;1;158;ONL;7.0;7.0;0.0
2023-2024;1;161;EML;69.0;89.0;20.0
2023-2024;1;1984;EML;203.0;210.0;7.0
2023-2024;1;1984;ONL;269.0;283.0;14.0
2023-2024;1;1985;EML;1453.0;1475.0;22.0
2023-2024;1;1985;ONL;52.0;58.0;6.0
2023-2024;1;2223;EML;20.0;20.0;0.0
2023-2024;1;2223;ONL;32.0;34.0;2.0
2023-2024;1;2224;TEL;31283.0;31689.0;406.0
2023-2024;1;SRV02746;EML;8.0;8.0;0.0
2023-2024;1;SRV02746;ONL;7.0;7.0;0.0
2023-2024;1;SRV02747;EML;659.0;1463.0;804.0
2023-2024;1;SRV02747;ONL;1491.0;1515.0;24.0
2023-2024;1;SRV02748;EML;73.0;84.0;11.0
2023-2024;1;SRV02748;ONL;58.0;63.0;5.0
2023-2024;1;SRV03054;EML;31.0;32.0;1.0
2023-2024;1;SRV03054;ONL;6.0;6.0;0.0
2023-2024;1;SRV03055;EML;34.0;37.0;3.0
2023-2024;1;SRV03055;ONL;4.0;4.0;0.0
2023-2024;1;SRV03056;EML;22.0;25.0;3.0
2023-2024;1;SRV03056;ONL;46.0;48.0;2.0
2023-2024;1;SRV03057;EML;18.0;23.0;5.0
2023-2024;1;SRV03057;ONL;23.0;32.0;9.0
2023-2024;1;SRV03058;EML;1108.0;1169.0;61.0
2023-2024;1;SRV03058;ONL;445.0;450.0;5.0
2023-2024;110;3404;OTH;34.0;61.0;27.0
2023-2024;110;3408;OTH;15252.0;17356.0;2104.0
2023-2024;110;3410;ONL;728.0;809.0;81.0
2023-2024;110;3411;OTH;430.0;539.0;109.0
2023-2024;110;3413;OTH;52.0;33.0;-19.0
2023-2024;110;3414;OTH;30.0;21.0;-9.0
2023-2024;110;3644;OTH;21.0;21.0;0.0
2023-2024;110;3645;OTH;987.0;987.0;0.0
2023-2024;110;3648;PERSON;10.0;10.0;0.0
2023-2024;114;1119;ONL;0.0;0.0;0.0
2023-2024;114;1120;EML;0.0;0.0;0.0
2023-2024;117;155;FAX;56.0;75.0;19.0
2023-2024;117;155;ONL;633.0;971.0;338.0
2023-2024;117;155;POST;909.0;1087.0;178.0
2023-2024;117;155;TEL;0.0;0.0;0.0
2023-2024;117;160;ONL;343.0;447.0;104.0
2023-2024;117;160;TEL;0.0;0.0;0.0
2023-2024;12;3685;EML;6936.0;7918.0;982.0
2023-2024;12;716;OTH;6783.0;6783.0;0.0
2023-2024;122;1837;EML;830.0;830.0;0.0
2023-2024;122;1837;ONL;770.0;770.0;0.0
2023-2024;122;1837;OTH;738.0;746.0;8.0
2023-2024;122;1901;EML;79.0;79.0;0.0
2023-2024;122;1901;ONL;51.0;51.0;0.0
2023-2024;122;1901;OTH;18.0;21.0;3.0
2023-2024;122;1902;EML;129.0;218.0;89.0
2023-2024;122;1902;OTH;11.0;11.0;0.0
2023-2024;122;1904;ONL;1872.0;2393.0;521.0
2023-2024;122;1905;ONL;296.0;361.0;65.0
2023-2024;122;1906;EML;38.0;61.0;23.0
2023-2024;122;1906;OTH;38.0;47.0;9.0
2023-2024;122;1907;EML;27.0;43.0;16.0
2023-2024;122;1907;OTH;3.0;6.0;3.0
2023-2024;122;1908;EML;518.0;704.0;186.0
2023-2024;122;1908;OTH;106.0;193.0;87.0
2023-2024;122;1909;EML;221.0;250.0;29.0
2023-2024;122;1909;OTH;57.0;58.0;1.0
2023-2024;122;1910;EML;2107.0;2433.0;326.0
2023-2024;122;1910;ONL;1616.0;1632.0;16.0
2023-2024;122;1911;EML;8.0;8.0;0.0
2023-2024;122;1911;ONL;24.0;24.0;0.0
2023-2024;122;1911;OTH;8.0;9.0;1.0
2023-2024;122;1912;EML;1696.0;2170.0;474.0
2023-2024;122;1912;OTH;537.0;681.0;144.0
2023-2024;122;1913;EML;23.0;26.0;3.0
2023-2024;122;1913;OTH;8.0;8.0;0.0
2023-2024;122;1920;EML;3.0;3.0;0.0
2023-2024;122;1921;EML;945.0;1119.0;174.0
2023-2024;122;1922;EML;600.0;801.0;201.0
2023-2024;122;1923;EML;442.0;587.0;145.0
2023-2024;122;1923;ONL;385.0;406.0;21.0
2023-2024;122;1923;OTH;387.0;425.0;38.0
