service_id;service_name_en;service_name_fr;fiscal_yr;department_en;department_fr;org_id
2590;Clean Energy for Rural and Remote Communities Program - Demonstration;Programme d'énergie propre pour les collectivités rurales et éloignées;2022-2023;Natural Resources Canada;Ressources naturelles Canada;134
2591;Clean Technology Challenges - Impact Canada Initiative - Grants Portion;Défis de technologies propres - Initiative Impact Canada - subventions;2020-2021;Natural Resources Canada;Ressources naturelles Canada;134
2592;Clean Technology Challenges - Impact Canada Initiative;Défis de technologies propres - Initiative Impact Canada;2022-2023;Natural Resources Canada;Ressources naturelles Canada;134
2593;Emissions Reduction Fund Offshore Research, Development and Demonstration;Le programme de recherche, développement et démonstration extracôtière du Fonds de réduction des émissions;2022-2023;Natural Resources Canada;Ressources naturelles Canada;134
2594;Web content management services;Services de gestion du contenu web;2022-2023;Natural Resources Canada;Ressources naturelles Canada;134
2595;Contributions in support of Mountain Pine Beetle Management in Alberta;Contributions à l'appui de la gestion du dendroctone du pin ponderosa en Alberta;2022-2023;Natural Resources Canada;Ressources naturelles Canada;134
2596;Contributions in support of Investments in the Forest Industry Transformation Program;Contribution à l'appui du Programme d'investissements dans la transformation de l'industrie forestière;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2597;Contributions in support of the Forest Innovation Program;Contributions à l'appui du Programme de promotion de ld'innovation forestière en foresterie;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2598;Contribution program for Expanding Market Opportunities;Programme de développement des marchés;2022-2023;Natural Resources Canada;Ressources naturelles Canada;134
2599;Metallurgical Fuel Testing;Analyse des carburant métallurgique;2021-2022;Natural Resources Canada;Ressources naturelles Canada;134
26;Access to the Plains of Abraham Museum;Accès au Musée des plaines d'Abraham;2023-2024;The National Battlefields Commission;Commission des champs de bataille nationaux;218
2600;Grants and Contributions in support of the Two Billion Tree Program;Subventions et contributions pour la croissance des forêts du Canada - 2 milliards d'arbres;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2601;Contribution to the Indigenous Forestry Initiative;Contribution à l'Initiative de foresterie autochtone;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2602;Grants and Contributions in support of Geoscience;Subventions et contributions en soutien aux géosciences;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2603;BioHeat component of the Clean Energy for Rural and Remote Communities Program;Volet biothermie du programme Énergie propre pour les collectivités rurales et éloignées (EPCRE);2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2604;CIM's Our Earth's Riches Mineral Literacy Installation;Installation Our Earth's Riches de l'ICM pour mieux faire connaître le domaine minier aux jeunes Canadiens;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2605;Spruce Budworm Early Intervention Strategy – Phase II Contribution Program;Stratégie d’intervention précoce contre la tordeuse des bourgeons de l’épinette – Phase II;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2606;Mining Matters Educational Resources for Students;Ressources éducatives pour les étudiants 'Mining Matters';2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2607;Support for research on Woodland Caribou in support of conservation;Appuyer les recherches sur le caribou des bois à l'appui de la conservation de cette espèce en péril;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2608;Development and Delivery of Regional Mining Webinars;Développement et livraison de séminaire en ligne régionaux pour l'exploitation minière;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2609;National Youth Mining Career Awareness Strategy 2021-2026;Stratégie nationale de sensibilisation aux carrières dans le secteur minier pour les jeunes 2021-2026;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
261;Permit for disposal at sea;Permis pour l'immersion en mer;2019-2020;Environment and Climate Change Canada;Environnement et Changement climatique Canada;137
2610;Green Construction through Wood (GCWood) Program;Programme de construction verte en bois (CVBois);2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2611;Contributions in support of Indigenous Natural Resource Partnerships;Contributions en faveur des partenariats pour les ressources naturelles autochtones;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2612;Contributions in support of Indigenous Advisory & Monitoring Committees for EIPs (TMX & L3);Contributions pour appuyer les comités autochtones de consultation et de surveillance de projets d'infrastructure énergétique - comités (TMX & L3);2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2613;Contributions in support of Indigenous Participation in Dialogues;Contributions à l'appui du Fonds d'aide financière aux participants pour les consultations auprès des Autochtones;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2614;Contributions in support of Accommodation Measures for Trans Mountain Expansion;Contributions à l'appui des mesures d'accommodement du projet d'agrandissement du réseau de Trans Mountain;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2616;Funding for COVID-19 Safety Measures in Forest Sector Operations;Financement des mesures de sécurité COVID-19 dans les opérations du secteur forestier;2021-2022;Natural Resources Canada;Ressources naturelles Canada;134
2617;Industry Energy Management Programs;Programmes de gestion de l'énergie industrielle;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2618;Emissions Reduction Fund - Onshore Program;Fond de réduction des émissions - programme d'installations terrestres;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2619;Clean Energy for Rural and Remote Communities Program - Deployment;Programme d'énergie propre pour les collectivités rurales et éloignées - Déploiement;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
262;Hazardous Waste Export and Import Permits;Permis d’exportation et d’importation de déchets dangereux;2020-2021;Environment and Climate Change Canada;Environnement et Changement climatique Canada;137
2620;Canadian Geospatial Data Infrastructure: Geospatial Web Services;Infrastructure canadienne de données géospatiales: Services web géospatiaux;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2621;Impact Canada Initiative;Initiative Impact Canada;2020-2021;Privy Council Office;Bureau du Conseil privé;278
2622;Impact Canada Fellowship Program;Le programme de Fellowship d'Impact Canada;2020-2021;Privy Council Office;Bureau du Conseil privé;278
2623;Governor-in-Council Appointments - Online account registration;Nominations par le gouverneur en conseil - Création de compte en ligne;2020-2021;Privy Council Office;Bureau du Conseil privé;278
2624;Senate Appointments;Nominations au Sénat;2020-2021;Privy Council Office;Bureau du Conseil privé;278
2625;Ministerial Correspondence;Correspondance ministérielle;2020-2021;Privy Council Office;Bureau du Conseil privé;278
2626;Public enquiries;Renseignements au public;2023-2024;Privy Council Office;Bureau du Conseil privé;278
2627;Horizontal Coordination of Government Communications;Coordination horizontale des communications gouvernementales;2020-2021;Privy Council Office;Bureau du Conseil privé;278
2628;Horizontal Coordination of Government advertising services;Coordination horizontale des services de publicité du gouvernement;2020-2021;Privy Council Office;Bureau du Conseil privé;278
2629;Horizontal Coordination of Government Public opinion research and analysis;Coordination horizontale de la recherche et analyse sur l’opinion publique;2020-2021;Privy Council Office;Bureau du Conseil privé;278
263;Environmental Funding - EcoAction Community Funding Program;Appel de propositions pour ÉcoAction;2023-2024;Environment and Climate Change Canada;Environnement et Changement climatique Canada;137
2630;Media monitoring and analysis, media relations;Surveillance et analyse médiatiques, relations avec les médias;2020-2021;Privy Council Office;Bureau du Conseil privé;278
2631;Fisheries Act   - Aquatic Invasive Species Regulations Authorizations;la Loi sur les pêches - Autorisations en vertu du Règlement sur les especes aquatiques envahisantes;2023-2024;Fisheries and Oceans Canada;Pêches et Océans Canada;125
2632;Fisheries Act   - Aquatic Invasive Species Regulations Fishing Licences;La Loi sur les pêches - permis de pêches du Règlement sur les especes aquatiques envahisantes;2023-2024;Fisheries and Oceans Canada;Pêches et Océans Canada;125
2633;Aquatic Invasive Species Program - Contribution Agreements;Programme sur les espèces aquatiques envahissantes - Ententes de contribution;2023-2024;Fisheries and Oceans Canada;Pêches et Océans Canada;125
2634;TMX Accommodation Measure Aquatic Habitat Restoration Program (AHRF);Les mesures d'accommodement TMX Fonds de restauration de l'habitat aquatique (FRHA);2023-2024;Fisheries and Oceans Canada;Pêches et Océans Canada;125
2635;TMX Accommodation Measure Terrestrial Cumulative Effects Initiative (TCEI);Les mesures d'accommodement TMX Initiative sur les effets cumulatifs en milieu terrestre (IECT);2023-2024;Fisheries and Oceans Canada;Pêches et Océans Canada;125
2636;Contributions in support of the Salmonid and Salmon Enhancement Programming;Contributions à l'appui du Programme de mise en valeur des salmonidés;2023-2024;Fisheries and Oceans Canada;Pêches et Océans Canada;125
2637;Indigenous Fisheries Management;Gestion des pêches autochtones;2023-2024;Fisheries and Oceans Canada;Pêches et Océans Canada;125
2638;Enforcement of Fisheries Legislation and Contaminated  Shellfish Harvest Areas Closure Regulations;Application des lois sur les pêches et des règlements de fermeture de  secteurs coquilliers contaminés;2023-2024;Fisheries and Oceans Canada;Pêches et Océans Canada;125
2641;CAMPUS - Individual subscription;CAMPUS - Abonnement individuel;2023-2024;National Film Board;Office national du film;223
2642;NFB.ca-Digital Store;ONF.ca-Boutique numérique;2023-2024;National Film Board;Office national du film;223
265;Environmental Funding - Lake Winnipeg Basin Program;Le programme du bassin du lac Winnipeg;2023-2024;Environment and Climate Change Canada;Environnement et Changement climatique Canada;137
267;Environmental Funding - Habitat Stewardship Program;Programme d'intendance de l'habitat pour les espèces en péril;2023-2024;Environment and Climate Change Canada;Environnement et Changement climatique Canada;137
268;Environmental Funding - Great Lakes Protection Initiative;Initiative de protection des Grands Lacs;2023-2024;Environment and Climate Change Canada;Environnement et Changement climatique Canada;137
27;Access to historic, thematic and educational activities;Accès à des activités historiques, thématiques et éducative;2023-2024;The National Battlefields Commission;Commission des champs de bataille nationaux;218
278;COSPAS-SARSAT Secretariat Contribution;Contribution du secrétariat COSPAS-SARSAT;2023-2024;Public Safety Canada;Sécurité publique Canada;135
28;Access to cultural activities;Accès à des activités culturelles;2021-2022;The National Battlefields Commission;Commission des champs de bataille nationaux;218
280;Heavy Urban Search and Rescue;Recherche et sauvetage en milieu urbain à l'aide d'équipement lourd;2023-2024;Public Safety Canada;Sécurité publique Canada;135
282;Search and Rescue New Initiatives Fund;Fonds des nouvelles initiatives de recherche et sauvetage;2023-2024;Public Safety Canada;Sécurité publique Canada;135
283;Search and Rescue Volunteer Association of Canada Contribution;Programme de contribution de l'Association canadienne des volontaires en recherche et de sauvetage;2023-2024;Public Safety Canada;Sécurité publique Canada;135
284;Workers Compensation Program;Programme d'indemnisation des travailleurs;2023-2024;Public Safety Canada;Sécurité publique Canada;135
285;Disaster Financial Assistance Arrangements;Accords d'aide financière en cas de catastrophe;2023-2024;Public Safety Canada;Sécurité publique Canada;135
288;Youth Gang Prevention Fund;Fonds de lutte contre les activités des gangs de jeunes;2023-2024;Public Safety Canada;Sécurité publique Canada;135
289;Processing Applications under the National Energy Board Act, sections 52, 58 or;Traitement des demandes présentées aux termes de l’article 52, 58 ou 58.16 de la loi sur l'Office national de l'énergie.;2020-2021;Canada Energy Regulator;Régie de l'énergie du Canada;221
29;Commemorative program (no fee);Programme de commémoration (sans frais);2023-2024;The National Battlefields Commission;Commission des champs de bataille nationaux;218
290;Processing Applications for Long-term Export License;Traitement des demandes présentées pour licence d'exportation à long terme;2023-2024;Canada Energy Regulator;Régie de l'énergie du Canada;221
291;Hearing Recommendations/Decisions;Demandes nécessitant une audience;2023-2024;Canada Energy Regulator;Régie de l'énergie du Canada;221
2912;Canadian Hazards Information Service (Untargeted);Service canadien d'information sur les risques (non ciblé);2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2913;GeoConnections Program;Programme GéoConnexions;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2914;Canada Greener Homes Initiative;Initiative canadienne pour des maisons plus vertes;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2915;Youth Employment and Skills Strategy - S & T Internship Program - Green Jobs;Stratégie emploi et compétences jeunesse - le Programme de stages en sciences et technologie - emplois verts;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2917;Open Science and Data Platform;Plateforme de science et de données ouvertes;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2918;Emissions Reduction Fund Offshore Deployment Program;Programme de déploiement extracôtier du fonds de réduction des émissions;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2919;Smart Grid Deployment Program;Programme de déploiement de réseaux intelligents;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
292;Export Authorizations;Autorisations d'exportation;2023-2024;Canada Energy Regulator;Régie de l'énergie du Canada;221
2920;Emerging Renewable Power Program;Programme des énergies renouvelables émergentes;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2921;Smart Renewables and Electrification Pathways Program - Deployment;Programme des énergies renouvelables intelligentes et de trajectoires d’électrification - Déploiement;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2922;Strategic Interties Predevelopment Program;Programme de prédéveloppement des interconnexions stratégiques;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2923;Smart Renewables and Electrification Pathways Program - Capacity Building and Indigenous Engagement Grants;Programme des énergies renouvelables intelligentes et de trajectoires d’électrification - Renforcement des capacités et Subventions pour l’engagement des Autochtones;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
293;Electricity Export Permits;Permis d'exportation d'électricité;2023-2024;Canada Energy Regulator;Régie de l'énergie du Canada;221
2936;Clean Growth Hub;Carrefour de la croissance propre;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2937;Emergency geomatics and satellite mapping service;Service de géomatique d'urgence et de cartographie par satellite;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
2939;Canada Map Office;Bureau des cartes du Canada;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
294;Processing Non-hearing Applications under the Canadian Energy Regulator Act S214;Traitement des demandes n'exigeant pas d'audience publique aux termes de l'article 214 de la loi sur la Régie canadienne de l'énergie.;2023-2024;Canada Energy Regulator;Régie de l'énergie du Canada;221
2940;Clean Energy for Rural and Remote Communities Program - Capacity Building and Grants;Programme d'énergie propre pour les collectivités rurales et éloignées - Renforcement des capacités et subventions;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
296;Processing Landowner Complaints;Règlement des plaintes des propriétaires fonciers;2023-2024;Canada Energy Regulator;Régie de l'énergie du Canada;221
299;Processing Canada Oil and Gas Operations Act Applications;Traitement des demandes aux termes de la Loi sur les opérations pétrolières au Canada;2023-2024;Canada Energy Regulator;Régie de l'énergie du Canada;221
3;Export Food - Health/Sanitary Certificate;Exportations d'aliments - Certificats de santé ou de salubrité;2023-2024;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65
30;Access to information and the protection of personal information;Accès à l'information et protection des renseignements personnels;2023-2024;The National Battlefields Commission;Commission des champs de bataille nationaux;218
304;Processing Canada Petroleum Resources Act Applications;Traitement des demandes aux termes de la Loi fédérale sur les hydrocarbures;2023-2024;Canada Energy Regulator;Régie de l'énergie du Canada;221
309;Processing Participant Funding Requests;Traitement des demandes d'aide financière aux participants;2023-2024;Canada Energy Regulator;Régie de l'énergie du Canada;221
31;Refugee Protection;Protection des réfugiés;2021-2022;Immigration and Refugee Board of Canada;Commission de l'immigration et du statut de réfugié du Canada;174
314;Responding to Library Requests;Demandes à la bibliothèque;2023-2024;Canada Energy Regulator;Régie de l'énergie du Canada;221
315;Access to Information Requests;Accès à l'information;2023-2024;Canada Energy Regulator;Régie de l'énergie du Canada;221
3181;Cyber Defence Services;Services de cyberdéfense;2023-2024;Communications Security Establishment Canada;Centre de la sécurité des télécommunications Canada;110
3193;Administration of the Explosives Act and Explosives Regulations, 2013;Administration de la loi sur les explosifs et du règlement sur les explosifs de 2013;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
32;Refugee Appeals;Appels des réfugiés;2021-2022;Immigration and Refugee Board of Canada;Commission de l'immigration et du statut de réfugié du Canada;174
3215;Zero Emission Vehicles Infrastructure Program (ZEVIP);Programme d’infrastructure pour les véhicules à émission zéro (PIVEZ);2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
3220;Zero Emission Vehicle Awareness Initiative (ZEVAI);Initiative de sensibilisation aux véhicules à émission zéro (ISVEZ);2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
3221;Fuel Consumption Guide (FCG);Guide de consommation de carburant;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
3222;Green Freight Program (GFP);Programme de transport écoénergétique de marchandises;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
3223;Electric Charging and Alternative Fuel Station Locator;Localisateur de stations de recharge et de stations de ravitaillement en carburants de remplacement;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
3229;EcoDriving;Cours d’écoConduite en ligne gratuit;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
3231;EnerGuide for Vehicles;ÉnerGuide pour les véhicules;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
3233;Auto$mart driver training;Programme de formation des conducteurs Le bon $ens au volant;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
3236;Fuel-efficient driving techniques;Techniques de conduite écoénergétique;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
324;Receipt of requests to use the territory;Réception des demandes d'utilisation du territoire;2023-2024;The National Battlefields Commission;Commission des champs de bataille nationaux;218
3242;SmartDriver;Conducteur averti;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
3251;Clean Fuels Fund (CFF);Fonds pour les combustibles propres;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
33;Toll-free Voice;Appels sans frais;2018-2019;Shared Services Canada;Services partagés Canada;305
335;Community Resilience Fund;Fonds pour la résilience communautaire;2023-2024;Public Safety Canada;Sécurité publique Canada;135
337;Crime Prevention Action Fund;Fonds d'action en prévention du crime;2023-2024;Public Safety Canada;Sécurité publique Canada;135
3375;Fighting and Managing Wildfires in a Changing Climate;Combattre et gérer les feux de forêt dans un climat en changement;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
3378;Wildland Fire Resilience;Contribution à l'appui de Programme Résilience des feux de forêt;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
339;International Association of Fire Fighters;Programme de contribution a l'Association international des pompiers;2023-2024;Public Safety Canada;Sécurité publique Canada;135
34;Fixed Line Phones;Téléphones fixes (filaires);2023-2024;Shared Services Canada;Services partagés Canada;305
3403;Collaboration with Priority Critical Infrastructure Owners and Operators;Collaboration avec des propriétaires et exploitants d’infrastructures essentielles prioritaires;2023-2024;Communications Security Establishment Canada;Centre de la sécurité des télécommunications Canada;110
3404;Incident Handling and Support;Intervention et soutien en cas d’incident;2023-2024;Communications Security Establishment Canada;Centre de la sécurité des télécommunications Canada;110
3408;Service Coordination;Coordination des services;2023-2024;Communications Security Establishment Canada;Centre de la sécurité des télécommunications Canada;110
341;Northern and Indigenous Crime Prevention Fund;Fonds de prévention du crime chez les collectivités Autochtones et du Nord;2023-2024;Public Safety Canada;Sécurité publique Canada;135
3410;Cyber Threat Surface Analysis;Analyse de l’exposition aux cybermenaces;2023-2024;Communications Security Establishment Canada;Centre de la sécurité des télécommunications Canada;110
3411;Cybersecurity Advice & Guidance - System Security Architecture;Avis et conseils en matière de cybersécurité – Architecture de sécurité du système;2023-2024;Communications Security Establishment Canada;Centre de la sécurité des télécommunications Canada;110
3413;Access to Information and Privacy - Privacy Act;Accès à l’information et protection des renseignements personnels  - Loi sur la protection des renseignements personnels;2023-2024;Communications Security Establishment Canada;Centre de la sécurité des télécommunications Canada;110
3414;Access to Information and Privacy - Access to Information Act;Accès à l’information et protection des renseignements personnels - Loi sur l'accès à l'information;2023-2024;Communications Security Establishment Canada;Centre de la sécurité des télécommunications Canada;110
344;Communities at Risk: Security Infrastructure Program;Programme de financement des projets d'infrastructure de sécurité pour les collectivités à risque;2023-2024;Public Safety Canada;Sécurité publique Canada;135
35;Bulk Print;Impression en bloc;2018-2019;Shared Services Canada;Services partagés Canada;305
351;Gun and Gang Violence Action Fund;Fonds de lutte contre la violence liée aux armes à feu et aux gangs;2023-2024;Public Safety Canada;Sécurité publique Canada;135
352;Funding for First Nation and Inuit Policing Facilities Program (FNIPF);Programme de financement des installations pour les services de police des Premières Nations et des Inuits (PISPPNI);2023-2024;Public Safety Canada;Sécurité publique Canada;135
353;Financial assistance agreement – Lac Mégantic;Accord d’aide financière - Lac Mégantic;2021-2022;Public Safety Canada;Sécurité publique Canada;135
354;Shock Trauma Air Rescue Ambulance Service;Shock Trauma Air Rescue Ambulance Service;2021-2022;Public Safety Canada;Sécurité publique Canada;135
355;Avalanche Canada;Avalanche Canada;2023-2024;Public Safety Canada;Sécurité publique Canada;135
356;Memorial Grant Program for First Responders;Programme de subvention commémoratif pour les premiers répondants;2023-2024;Public Safety Canada;Sécurité publique Canada;135
357;Funding Decisions for Institutional Capacity;Décisions sur le financement de la capacité institutionnelle;2023-2024;Social Sciences and Humanities Research Council of Canada;Conseil de recherches en sciences humaines du Canada;306
3570;Veteran Homelessness (VH);Programme de lutte contre l'itinérance chez les vétérans (PLIV);2023-2024;Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;237
3572;Events, exhibitions and tours;Événements, expositions et visites;2023-2024;Library and Archives Canada;Bibliothèque et Archives Canada;199
3573;Copyright;Droits d'auteur;2023-2024;Library and Archives Canada;Bibliothèque et Archives Canada;199
3574;Information Management and Disposition of Government Records;Gestion de l’information et disposition des documents fédéraux;2023-2024;Library and Archives Canada;Bibliothèque et Archives Canada;199
3575;International Standard Numbers;Numéros internationaux normalisés;2023-2024;Library and Archives Canada;Bibliothèque et Archives Canada;199
3576;Loans;Prêts;2023-2024;Library and Archives Canada;Bibliothèque et Archives Canada;199
3577;Research Support;Soutien à la recherche;2023-2024;Library and Archives Canada;Bibliothèque et Archives Canada;199
3578;Digital Access to Collections;Accès numérique à la collection;2023-2024;Library and Archives Canada;Bibliothèque et Archives Canada;199
3581;Funding Programs;Programmes de financement;2023-2024;Library and Archives Canada;Bibliothèque et Archives Canada;199
3584;Compensation program due to extraordinary security measure during majors events;Programme d'indemnisation dû aux mesures de sécurité extraordinaire durant des événements majeurs;2023-2024;Global Affairs Canada;Affaires mondiales Canada;126
3585;Business Information Services;Services d'information aux entreprises;2023-2024;Canada Economic Development for Quebec Regions;Développement économique Canada pour les régions du Québec;141
3586;Media Relations;Relations avec les médias;2023-2024;Global Affairs Canada;Affaires mondiales Canada;126
3589;Shared Human Resources Services;Services partagés en ressources humaines;2023-2024;Public Services and Procurement Canada;Services publics et Approvisionnement Canada;136
3590;Procurement Options Analysis / Procurement Triage Tool/Ongoing Procurement Support and Advisory;Analyse des options d’approvisionnement / l’Outil de triage / Soutien à l’approvisionnement et services consultatifs en continu;2023-2024;Public Services and Procurement Canada;Services publics et Approvisionnement Canada;136
3591;Real Property Disposals Sector;Secteur de l’aliénation des biens immobiliers;2023-2024;Public Services and Procurement Canada;Services publics et Approvisionnement Canada;136
3593;Climate Change Funding Programs - Low Carbon Economy Challenge 2023;Défi pour une économie à faibles émissions de carbone 2023;2023-2024;Environment and Climate Change Canada;Environnement et Changement climatique Canada;137
3594;Community Development Wrap-Around Initiative;Initiative de soutien globale au développement communautaire;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
3595;ATSSC Law Library Services;Services de Bibliothèque du SCDATA;2023-2024;Administrative Tribunals Support Service of Canada;Service canadien d'appui aux tribunaux administratifs;539
3596;ATSSC General Inquiries;Demandes générales SCDATA;2023-2024;Administrative Tribunals Support Service of Canada;Service canadien d'appui aux tribunaux administratifs;539
3597;ATSSC Registry Services;Services de greffe;2023-2024;Administrative Tribunals Support Service of Canada;Service canadien d'appui aux tribunaux administratifs;539
3598;Access to Information and Privacy;Accès à l’information et protection des renseignements personnels;2023-2024;Administrative Tribunals Support Service of Canada;Service canadien d'appui aux tribunaux administratifs;539
3599;Global Innovation Clusters Program;grappes mondiales de l’innovation;2023-2024;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130
36;Internal Credential Management;Gestion des justificatifs internes;2023-2024;Shared Services Canada;Services partagés Canada;305
3600;ElevateIP;ÉleverlaPI;2023-2024;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130
3601;Portfolio Management;de gestion de portefeuille;2023-2024;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130
3602;Canadian Dental Care Plan Eligibility Verification and Information;Vérification et renseignements sur l’admissibilité au Régime canadien de soins dentaires;2023-2024;Employment and Social Development Canada;Emploi et Développement social Canada;128
3603;Grants and Contributions in Support of the Global Forest Leadership Program;Subventions et contributions à l'appui du programme de leadership mondial sur les forêts;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
3604;Canadian Dental Care Plan eligibility verification and enrollment;Vérification de l'admissibilité et inscription au Régime canadien de soins dentaires;2023-2024;Health Canada;Santé Canada;127
3606;Multi-Partner Research Initiative;Initiative de recherche multipartenaire;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
3607;Public Court Records Access;Accès aux dossiers de cours public;2023-2024;Courts Administration Service;Service administratif des tribunaux judiciaires;118
3608;Litigant & Public Support Services;Services de soutien aux parties et au public;2023-2024;Courts Administration Service;Service administratif des tribunaux judiciaires;118
3609;Courtroom and Hearing Operations;Coordinations des audiences et des salles;2023-2024;Courts Administration Service;Service administratif des tribunaux judiciaires;118
3610;Operational Support to the Judiciary;Soutien opérationnel à la magistrature;2023-2024;Courts Administration Service;Service administratif des tribunaux judiciaires;118
3611;Legal & Judicial Support to the Judiciary;Soutien juridique et judiciaire à la magistrature;2023-2024;Courts Administration Service;Service administratif des tribunaux judiciaires;118
3612;Electricity Predevelopment Program;Programme de prédéveloppement en matière d'électricité;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
3613;Enabling Small Modular Reactor Program;Programme facilitant les petits réacteurs modulaires;2023-2024;Natural Resources Canada;Ressources naturelles Canada;134
3614;National Bovine Spongiform Encephalopathy (BSE) Surveillance Reimbursement Program;Programme national de remboursement pour la surveillance de l'encephalopathie spongiforme bovine (ESB);2023-2024;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65
3615;Veterinary Biologics Establishment Licence or Registration;Permis ou enregistrement d'établissement de produits biologiques vétérinaires;2023-2024;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65
3616;Nuclear Stock Seed Potato Program;Programme des pommes de terre de semence de Matériel nucléaire;2023-2024;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65
3617;Box Tree Moth Program;Programme de la pyrale du buis;2023-2024;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65
3618;Hemlock Wooly Adelgid Program;Programme du puceron lanigère de la pruche;2023-2024;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65
3619;Blueberry Maggot Program;Programme de la mouche du bleuet;2023-2024;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65
3620;Oak Wilt Program;Programme du flétrissement du chêne;2023-2024;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65
3621;Prohibited Propagative Plant Material Program;Programme du matériel végétal de multiplication interdit;2023-2024;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65
3622;Spotted Lanternfly Program;Programme du fulgore tacheté;2023-2024;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65
3623;Apple (Fresh) Export Program;Programme d'exportation de pommes (fraîches);2023-2024;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65
3624;Cherry (Fresh) Export Program;Programme d'exportation de cerises (fraîches);2023-2024;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65
3625;Blueberry (Fresh) Export Program;Programme d'exportation de bleuets (frais);2023-2024;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65
3626;Pepper (Fresh) Export Program;Programme d'exportation de poivrons (frais);2023-2024;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65
3628;Grain Screening Pellets Export Program;Programme d'exportation des agglomérats de criblures de grains;2023-2024;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65
