service_id;service_name_en;service_name_fr;department_en;department_fr;org_id;fiscal_yr_first;fiscal_yr_latest;service_scope_ext_or_ent
1039;Provision of Marine Information;Diffusion de renseignements maritimes;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2018-2019;2023-2024;True
1040;Provision of Radio Communications and Public Correspondence Service;Prestation de services de correspondance publique et de communications radio;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2018-2019;2023-2024;True
2072;Quebec Fisheries Fund (QFF);Fonds des pêches du Québec (FPQ);Fisheries and Oceans Canada;Pêches et Océans Canada;125;2019-2020;2023-2024;True
SRV03423;Reducing The Threat Of Vessel Traffic On Marine Mammals Contribution Program;Programme de contribution pour réduire la menace du trafic maritime sur les mammifères marins;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2022-2023;2023-2024;True
1032;Salmon Conservation Stamp;Timbre de protection du saumon;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2018-2019;2023-2024;True
1041;Search and Rescue Coordination;Recherche et sauvetage Coordination;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2018-2019;2023-2024;True
1043;Search and Rescue Response;Recherche et sauvetage;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2018-2019;2023-2024;True
3688;Small Craft Harbours;Ports pour petits bateaux;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2023-2024;2023-2024;True
3689;Small Craft Harbours Grant and Contribution Programs;Programmes de subventions et de contributions pour les ports pour petits bateaux;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2023-2024;2023-2024;True
1035;Species at Risk Act Permits;Les permis de la Loi sur les espèces en péril;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2018-2019;2023-2024;True
SRV03418;Sustainable Fisheries Science Fund Contribution Program (SFSRSP);Programme de contributions du Fonds des sciences halieutiques durables;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2022-2023;2023-2024;True
1750;Tides, Currents and Water Levels (CHS);Marées, courants et niveaux d'eau (SHC);Fisheries and Oceans Canada;Pêches et Océans Canada;125;2018-2019;2023-2024;True
2634;TMX Accommodation Measure Aquatic Habitat Restoration Program (AHRF);Les mesures d'accommodement TMX Fonds de restauration de l'habitat aquatique (FRHA);Fisheries and Oceans Canada;Pêches et Océans Canada;125;2020-2021;2023-2024;True
2093;TMX Accommodation Measure Salish Sea Initiative (SSI);Initiative de la mer Salish (IMS);Fisheries and Oceans Canada;Pêches et Océans Canada;125;2019-2020;2023-2024;True
2635;TMX Accommodation Measure Terrestrial Cumulative Effects Initiative (TCEI);Les mesures d'accommodement TMX Initiative sur les effets cumulatifs en milieu terrestre (IECT);Fisheries and Oceans Canada;Pêches et Océans Canada;125;2020-2021;2023-2024;True
SRV03377;Training And Exercising Participation Contribution Program;Programme de contribution pour la participation aux activités   de formation et d'exercice;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2022-2023;2023-2024;True
SRV02786;Treaty Related Measures Contribution Agreement (TRM);Entente de contribution sur les mesures liées aux traités (ETR);Fisheries and Oceans Canada;Pêches et Océans Canada;125;2021-2022;2023-2024;True
1044;Vessel Screening and Regulation of Vessel Traffic Movements;Contrôle des navires et réglementation des mouvements du trafic maritime;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2018-2019;2023-2024;True
1045;Waterways Management;Gestion des voies navigables;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2018-2019;2023-2024;True
SRV03416;Whale Protection And Recovery Initiative Contribution Program;Programme de contribution de l’Initiative de protection et de rétablissement des baleines;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2022-2023;2023-2024;True
SRV03415;Work Point Booking Tool;Outil de réservation pour postes de travail;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2023-2024;2023-2024;False
SRV03433;Ocean And Freshwater Science Contribution Program;Programme de contributions pour la science de l’habitat d’eau douce;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2022-2023;2023-2024;True
1680;Physical Security Abroad – Security, Maintenance and Service Line Delivery;Sécurité Physique à l'étranger - Sécurité, Entretien et Service d'Exécution des Projets de ligne;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2023-2024;True
1697;Jules Léger Library;Bibliothèque Jules-Léger;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2023-2024;True
1698;Export and Import Permit Service;Service des licences d'exportation et d'importation;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2023-2024;True
1855;Travel Information Program;Programme de renseignements aux voyageurs;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2023-2024;True
1856;Consular Assistance and Services for Canadians Abroad;Assistance consulaire et services pour les Canadiens à l'étranger;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2023-2024;True
1884;Accreditation services for events;Services d'accreditation pour les événements;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2023-2024;True
2469;Canada Treaty Custodian;Gardien des traités du Canada;Global Affairs Canada;Affaires mondiales Canada;126;2020-2021;2023-2024;True
2517;Canada Treaty Adoption Process;Processus canadien d'adoption des traités;Global Affairs Canada;Affaires mondiales Canada;126;2020-2021;2023-2024;True
3584;Compensation program due to extraordinary security measure during majors events;Programme d'indemnisation dû aux mesures de sécurité extraordinaire durant des événements majeurs;Global Affairs Canada;Affaires mondiales Canada;126;2023-2024;2023-2024;True
1691;Grants and Contributions for International Assistance;Subventions et contributions pour l'aide internationale;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2023-2024;True
3586;Media Relations;Relations avec les médias;Global Affairs Canada;Affaires mondiales Canada;126;2023-2024;2023-2024;True
1699;Authentication of documents;Authentification des documents;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2023-2024;True
SRV02838;Public Enquiries Services;Services de renseignements au public;Global Affairs Canada;Affaires mondiales Canada;126;2021-2022;2023-2024;True
SRV03097;Grants and Contributions - CanExport Associations;Subventions et contributions - CanExport Associations;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03098;Grants and Contributions - CanExport Innovation;Subventions et contributions - CanExport Innovation;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03099;Grants and Contributions - CanExport SMEs;Subventions et contributions - CanExport PME;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03126;Mission Readiness & Security Operations;Préparation des Missions et Opérations de Sécurité;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03151;Advice on Women Peace and Security;Conseils sur les femmes, la paix et la sécurité;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03199;Venture Capital Attraction;Attraction du capital de risque;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03263;Promoting and Protecting Democracy Fund (Pro-Dem) and the Inclusion, Diversity and Human Rights Fund (IDHR);Fonds pour la promotion et la protection de la démocratie (Pro-Dem) et Fonds pour l'inclusion, la diversité et les droits de la personne (IDHR);Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03305;Military and Scientific Overflight Clearance request management;Gestion des demandes d'autorisation de survol militaire et scientifique;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03311;Marine Scientific Research (MSR) request management;Gestion des demandes de recherche scientifique marine;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03365;Foreign military ship visit request management;Visite de navires militaires étrangers;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03155;Anti-Crime and Counter-Terrorism Capacity Building Programs (AC/CTCBP);Programme d’aide au renforcement des capacités en matière de lute contre la criminalité et le terrorism;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03156;Application for a certificate - Mistaken identity;Demande d'attestation -  erreur d'identité;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03158;Application to no longer be a designated person;Demande de radiation;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV02870;Client Relations;Relations avec les clients;Global Affairs Canada;Affaires mondiales Canada;126;2021-2022;2023-2024;True
SRV02843;Digital Communications and Design Support;Communications numériques et aide à la conception;Global Affairs Canada;Affaires mondiales Canada;126;2021-2022;2023-2024;True
2528;Emergency Watch and Response;Surveillance et d'interventions d'urgence;Global Affairs Canada;Affaires mondiales Canada;126;2020-2021;2023-2024;True
SRV03091;Enterprise Systems Support;Soutien des système d'entreprise;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
1689;Global Logistics Services;Services logistiques mondiaux;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2023-2024;True
SRV03370;Global Security Reporting Program (GSRP);Programme des rapports sur la securité mondiale (PRSM);Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV02869;International Accommodation Services;Services d'hébergement internationaux;Global Affairs Canada;Affaires mondiales Canada;126;2021-2022;2023-2024;True
2466;International Real Property Services;Services en biens immobiliers internationaux;Global Affairs Canada;Affaires mondiales Canada;126;2020-2021;2023-2024;True
1683;Missions Operations;Opérations des missions;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2023-2024;True
SRV03240;Speechwriting;Rédaction de discours;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03219;Support the TCS clients (external) and the TCS Network (internal) with the Canadian Technology Accelerator applications (external) and assessments (internal);Accélérateurs technologiques canadiens - support aux clients du SDC (externe) et au réseau interne;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03197;Vetting;Vérification;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03253;Remote Sensing Space Systems Act (RSSSA) administration, including licensing and regulatory activities;Administration de la Loi sur les systèmes de télédétection spatiaux (LSTS), y compris les activités de licence et de réglementation;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03196;Weapons Threat Reduction Program (WTRP);Programme de réduction de la menace liée aux armes;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03144;Strategic communications;Communications stratégiques;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV02840;Web services;Services web;Global Affairs Canada;Affaires mondiales Canada;126;2021-2022;2023-2024;True
3740;Administration to the Canada Fund for Local Initiatives (CFLI);Administration du Fond Canadien d'Initiative Local;Global Affairs Canada;Affaires mondiales Canada;126;2023-2024;2023-2024;True
SRV03203;FSD Claim and entitlement administration;Administration des réclamations et des droits liés aux DSE;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03270;FSD Policy compliance and guidance;Conformité et orientation en matière de politique des DSE;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV02841;Social Media Services;Services des médias sociaux;Global Affairs Canada;Affaires mondiales Canada;126;2021-2022;2023-2024;True
SRV03368;Geographic Advice;Conseil géographique;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
3741;Coordinate Canada's engagement in the G7 and G20 at the Leaders and Foreign Ministers levels, including time-sensitive meetings and rapid responses to emerging global events.;Coordonner la participation du Canada au G7 et au G20 au niveau des dirigeants et des ministres des Affaires étrangères, y compris les réunions urgentes et les réponses rapides aux événements mondiaux émergents.;Global Affairs Canada;Affaires mondiales Canada;126;2023-2024;2023-2024;True
SRV03182;Certificates under the United Nations Act;Certification en vertu de la Loi sur les Nations Unies;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03272;Corporate Governance;Gouvernance;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
1704;Strategic Governance, Ministerial Correspondence;Gouvernance stratégique, Correspondance ministérielle;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2023-2024;True
SRV03066;Dispute resolution on Canadian business operations abroad;Résolution des litiges concernant les activités des entreprises canadiennes à l'étranger;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
1690;Access to Information and Privacy;Accès à l’information et protection des renseignements personnels;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2023-2024;True
SRV03164;Baseline Threat Assessments (BTAs);L’évaluation de base des menaces(EBM);Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03095;Geographic Reporting;Rapports géographiques;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03303;Ministerial Liaison;Liaison ministerielle;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
1702;Parliamentary Affairs;Relations avec le Parlement;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2023-2024;True
SRV03072;Advice to Canadian garment, mining and oil & gas companies operating outside Canada;Conseils aux entreprises canadiennes du secteur de l'habillement, de l'exploitation minière et du pétrole et du gaz opérant à l'étran;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03339;Evaluation Publications;Publications d'évaluation;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03256;Providing statistical analysis and reports (CFO-Stats);Fournir de l'analyse et des rapports statistiques (DPF-Stats);Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03204;Training: Governance, Access, Technical Security and Espionage (GATE);Formation : Gouvernance, accès, sécurité technique et espionnage (GATE);Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03176;Canadian International Innovation Program (CIIP);Le programme canadien de l' innovation à l'internationale (PCII);Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV02844;Consular Outreach and Stakeholder Engagement;Service de sensibilisation du Public;Global Affairs Canada;Affaires mondiales Canada;126;2021-2022;2023-2024;True
SRV03371;Grants and Contributions - CanExport Community Investments;Subventions et contributions - CanExport investissements des communautés;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV02859;Grants and Contributions in Aid of Academic Relation;Subventions et contributions en appui aux relations academiques;Global Affairs Canada;Affaires mondiales Canada;126;2021-2022;2023-2024;True
SRV03276;Permits under the Special Economic Measures Act and the Justice for Victims of Corrupt Foreign Officials Act;Permis en vertu de la Loi sur les mesures économiques spéciales et de la Loi sur la justice pour les victimes de dirigeants étrangers corrompus;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
1694;Results Based Management (RBM) resources (center of excellence);Ressources en matière de Gestion axée sur les résultats (GAR);Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2023-2024;True
3738;TCS Website - Inquiries Page;SDC Site web - page de demandes;Global Affairs Canada;Affaires mondiales Canada;126;2023-2024;2023-2024;True
SRV03143;Trade Commissioner Service;Service des délégués commerciaux;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
3739;Sanctions asset seizure and forfeiture implementation, including review of orders for the seizure of assets.;Mise en œuvre de la saisie et de la confiscation des biens en vertu des sanctions, y compris la révision des ordonnances de saisie des biens.;Global Affairs Canada;Affaires mondiales Canada;126;2023-2024;2023-2024;True
SRV02874;Security Program Management Service;Service de gestion de programme de sécurité;Global Affairs Canada;Affaires mondiales Canada;126;2021-2022;2023-2024;True
SRV03200;Chemical Weapons Convention Implementation Act (CWCIA) administration;Gestion de la loi sur la mise en oeuvre de la Convention sur les armes chimiques;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03278;Corporate Performance and Reporting;Rendement et rapports de l'entreprise;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03284;Economic Analysis and Evaluation;Analyse et évaluation économiques;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
SRV03336;Enterprise Architecture;Architecture d'Entreprise;Global Affairs Canada;Affaires mondiales Canada;126;2022-2023;2023-2024;True
747;Access to Information and Privacy;Accès à l'information et  la protection des renseignements personnels;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
SRV02864;Employee Assistance Services;Services d’aide aux employés;Health Canada;Santé Canada;127;2021-2022;2023-2024;True
SRV02865;Public Service Occupational Health Program;Programme de santé au travail de la fonction publique;Health Canada;Santé Canada;127;2021-2022;2023-2024;True
768;Health Canada General Enquiries;Renseignements généraux pour Santé Canada;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
771;Health Canada Publications;Publications de Santé Canada;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
772;Food and Drugs Act Liaison Office (FDALO);Bureau de liaison pour la Loi sur les aliments et les drogues (BLLAD);Health Canada;Santé Canada;127;2018-2019;2023-2024;True
873;Executive Correspondence;Correspondance de la haute gestion;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1932;Status Confirmation Service (controlled substances);Service de confirmation du statut (substances désignées);Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1937;Responding to enquiries from law enforcement;Répondre aux demandes des organismes d'application de la loi (Demandes d'état et ordres de production);Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1938;Responding to enquiries from external stakeholders;Répondre aux demandes des parties prenantes externes;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1941;Notices of Restriction for Pharmacists and Practitioners;Avis de restriction pour les pharmaciens et practiciens;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1943;Import-Export Permits;Permis d’importation-exportation;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1947;Industrial Hemp Licences;Licences liée au chanvre industriel;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1949;Exemptions under the Cannabis Act;Exemptions en vertu de la Loi sur le cannabis;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1950;Tobacco Control Program - Enquiries and Complaints;Programme de lutte au tabagisme - Demandes et plaintes;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1952;Review, assess and action compliance issues related to cannabis and hemp;Examiner, évaluer et traiter les questions de conformité liées au cannabis et au chanvre;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1953;Cannabis Product Recalls;Rappels de produits du cannabis;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1954;Initial Licensing;Octroi de licences initiales;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1955;Renewals and Amendments;Renouvellements et modifications;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1956;Security;Sécurité;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1957;Personal Registration Certificates;Certificats d’inscription personnelle;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1958;Client Services - Call Centre, Cannabis, Correspondence;Services à la clientèle — Centre d’appels, cannabis, correspondance;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1960;Cannabis Police Services;Services  à la clientèle - Services policiers relatifs au cannabis;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1961;Issuance of Licences for controlled substances and precursor chemicals under the Controlled Drugs and Substances Act and its Regulations (New, Renewal, Amendment) (CSCB);Délivrance de licences pour des substances réglementées et des précurseurs chimiques en vertu de la loi sur les drogues et les substances réglementées et de ses règlements (nouvelles licences, renouvellements, modifications) (DGSCC);Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1962;Issuance of Import and Export Permits for Controlled  Substances and Chemical Precursors under the Controlled Drugs and Substances Act and its Regulations (CSCB);Délivrance de licences d'importation et d'exportation de substances réglementées et de précurseurs chimiques en vertu de la loi réglementant certaines drogues et autres substances et de son règlement d'application (DGSCC);Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1963;Issuance of Registrations for Class B Precursors;Inscriptions de précurseurs chimiques de catégorie B;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1964;Issuance of Authorization Certificates for Preparations or Mixtures of Class A or Class B Precursors under the Controlled Drugs and Substances Act and its Regulations (CSCB);Délivrance de certificats d'autorisation pour les préparations ou mélanges de précurseurs de classe A ou B en vertu de la loi réglementant certaines drogues et autres substances et de son règlement d'application (DGSCC);Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1965;Exemptions to conduct research with controlled substances including clinical trials;Exemptions relatives a la recherche incluant les essais cliniques;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1966;Exemptions to operate a supervised consumption site;Exemptions relatives aux sites de consommation supervisée;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
1967;Issuance of Test Kit Registrations under the Controlled Drugs and Substances Act and its Regulations;Octroi d'enregistrements de nécessaires d'essai pour les substances désignées;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
2281;Cannabis Status Confirmation Service;Service de confirmation du statut en matiere du cannabis;Health Canada;Santé Canada;127;2020-2021;2023-2024;True
SRV02901;Substance Use and Addictions Program;Programme sur l’usage et des dépendances aux substances;Health Canada;Santé Canada;127;2021-2022;2023-2024;True
SRV02902;Respond to requests for information and complaints of Cannabis promotion prohibitions;Répondre aux demandes d'information et aux plaintes relatives aux interdictions de promotion du cannabis;Health Canada;Santé Canada;127;2021-2022;2023-2024;True
SRV03016;Liaison with national and international enforcement partners;Liaison avec les partenaires nationaux et internationaux chargés de l'application de la loi;Health Canada;Santé Canada;127;2021-2022;2023-2024;True
SRV03017;Exemptions from the Controlled Drugs and Substances Act in reponse to emergencies (CSCB);Exemptions pour l'utilisation de substances contrôlées en réponse à des urgences (DGSCC);Health Canada;Santé Canada;127;2021-2022;2023-2024;True
SRV03018;Issuance of No Objection Letters for imports;Délivrance de lettres de non-objection pour les importations;Health Canada;Santé Canada;127;2021-2022;2023-2024;True
SRV03019;Issuance of Designated Device Registrations under the Controlled Drugs and Substances Act;Délivrance de l'enregistrement d'un instruments désignés;Health Canada;Santé Canada;127;2021-2022;2023-2024;True
770;Statement of Need Program;Programme de déclaration de besoin pour les médecins diplômés;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
SRV02854;Health Policy Branch Transfer Payment Programs;Programmes de paiements de transfert de la Direction générale des politiques de santé;Health Canada;Santé Canada;127;2021-2022;2023-2024;True
3604;Canadian Dental Care Plan eligibility verification and enrollment;Vérification de l'admissibilité et inscription au Régime canadien de soins dentaires;Health Canada;Santé Canada;127;2023-2024;2023-2024;True
761;Claim for Exemption under the Hazardous Materials Information Review Act;Demande de dérogation en vertu de la Loi sur le contrôle des renseignements relatifs aux matières dangereuses;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
762;National Dose Registry;Fichier dosimétrique national;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
763;National Dosimetry Services;Services nationaux de la dosimétrie;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
SRV02941;Radiological Risk Assessments;Évaluation des risques radiologiques;Health Canada;Santé Canada;127;2021-2022;2023-2024;True
SRV02942;Human Monitoring and Assessment;Surveillance et évaluation humaines;Health Canada;Santé Canada;127;2021-2022;2023-2024;True
SRV02943;National Calibration Reference Centre Performance Testing Program;"Centre national de référence
Programme de test de performance";Health Canada;Santé Canada;127;2021-2022;2023-2024;True
SRV02944;National Radon Program;Programme national sur le radon;Health Canada;Santé Canada;127;2021-2022;2023-2024;True
SRV02946;Chemical Emergency Response;Intervention d'urgence chimique;Health Canada;Santé Canada;127;2021-2022;2023-2024;True
SRV02947;Health Surveillance and Monitoring: Incident Reporting;Surveillance et contrôle de la santé: rapports d'incidents;Health Canada;Santé Canada;127;2021-2022;2023-2024;True
SRV02948;Nuclear Emergency Response;Réponse aux urgences nucléaires;Health Canada;Santé Canada;127;2021-2022;2023-2024;True
SRV02952;Emergency Air Quality Guidance;Conseils sur la qualité de l'air en cas d'urgence;Health Canada;Santé Canada;127;2021-2022;2023-2024;True
SRV02953;Emergency Drinking Water Guidance;Conseils sur l'eau potable en cas d'urgence;Health Canada;Santé Canada;127;2021-2022;2023-2024;True
SRV03145;Canada's Toll-Free Number for Poison Centre Service (1-844-POISON-X);Numéro sans frais du Canada pour le service des centres antipoison (1-844-POISON-X);Health Canada;Santé Canada;127;2022-2023;2023-2024;True
3637;Research Ethics Board;Comité d'éthique de la recherche;Health Canada;Santé Canada;127;2023-2024;2023-2024;True
1089;Food Market Authorization and Standards;Autorisation et normes du marché alimentaire;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
2269;Listeriosis Reference Service for Canada;Service de référence sur la listériose au Canada;Health Canada;Santé Canada;127;2020-2021;2023-2024;True
2298;Botulism Reference Service for Canada;Service de référence pour le botulisme au Canada;Health Canada;Santé Canada;127;2020-2021;2023-2024;True
3629;Drug Submission Evaluations of Human Pharmaceuticals;Évaluation des présentations de médicaments pharmaceutiques à usage humain;Health Canada;Santé Canada;127;2023-2024;2023-2024;True
3630;Drug Submission Evaluations of Biologic Products;Évaluation des présentations de médicaments biologiques;Health Canada;Santé Canada;127;2023-2024;2023-2024;True
3631;Drug Submission Evaluations of Veterinary Pharmaceuticals and Veterinary Health Products;Évaluation des présentations de médicaments vétérinaires pharmaceutiques et des produits de santé animale;Health Canada;Santé Canada;127;2023-2024;2023-2024;True
3632;Medical Device Submission Evaluations;Évaluation des demandes d'instruments médicaux;Health Canada;Santé Canada;127;2023-2024;2023-2024;True
3633;Special Access Programs: Human Drugs;Programmes d'accès spéciale: médicaments à usage humain;Health Canada;Santé Canada;127;2023-2024;2023-2024;True
3634;Special Access Programs: Medical Devices;Programmes d'accès spéciale: instruments médicaux;Health Canada;Santé Canada;127;2023-2024;2023-2024;True
3635;Natural Health Product Application Reviews;Évaluation des applications de produits de santé naturels;Health Canada;Santé Canada;127;2023-2024;2023-2024;True
3636;Natural Health Product Site Licence Application Reviews;Évaluation des applications de licence des sites de produits de santé naturels;Health Canada;Santé Canada;127;2023-2024;2023-2024;True
874;Certificate of Pharmaceutical Product (CPP) & Good Manufacturing Practices (GMP);Certificat de produit pharmaceutique  (CPP) de Bonnes Pratiques de Fabrication (BPF);Health Canada;Santé Canada;127;2018-2019;2023-2024;True
875;Drug Establishment Licensing (DEL);Les licences d'établissement de produits pharmaceutiques (LEPP);Health Canada;Santé Canada;127;2018-2019;2023-2024;True
876;Manufacturer's Certificate to Export licenced medical devices from Canada (MCE);Certificat du fabricant relatif à l'exportation d'instruments médicaux homologués au Canada (CFE);Health Canada;Santé Canada;127;2018-2019;2023-2024;True
877;Medical Device Establishment Licencing (MDEL);Licence d'établissement pour les instruments médicaux (LEIM);Health Canada;Santé Canada;127;2018-2019;2023-2024;True
878;Registration of a Cells, Tissues and Organs (CTO) Establishment;Inscription d'un établissement des Cellules, des Tissus et des Organes (CTO);Health Canada;Santé Canada;127;2018-2019;2023-2024;True
879;Drug Analysis Service (DAS) - Forensic analysis services;Service d'analyse des drogues (SAD) – Services d'analyse judiciaire;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
880;Drug Analysis Service (DAS) - Support services;Service d'analyse des drogues (SAD) – Services de soutien;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
SRV03146;Cannabis Laboratory (CL) - Forensic analysis services;Laboratoire Cannabis (LC) - Services d'analyse judiciaire;Health Canada;Santé Canada;127;2022-2023;2023-2024;True
850;Category A - Authorizations under the Pest Control Product Regulations;Catégorie A - L'autorisation en vertu du Règlement sur les produits antiparasitaires;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
859;Category B - Authorizations under the Pest Control Product Regulations;Catégorie B - L'autorisation en vertu du Règlement sur les produits antiparasitaires;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
860;Category C - Authorizations under the Pest Control Product Regulations;Catégorie C - L'autorisation en vertu du Règlement sur les produits antiparasitaires;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
861;Category D - Authorizations under the Pest Control Product Regulations;Catégorie D - L'autorisation en vertu du Règlement sur les produits antiparasitaires;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
862;Category E - Authorizations under the Pest Control Product Regulations;Catégorie E - L'autorisation en vertu du Règlement sur les produits antiparasitaires;Health Canada;Santé Canada;127;2018-2019;2023-2024;True
