department_en;org_id;fiscal_yr;service_id;service_name_en;service_name_fr;program_id;issue;description_en;action_en;description_fr;action_fr;context
Natural Resources Canada;134;2023-2024;2607;Support for research on Woodland Caribou in support of conservation;Appuyer les recherches sur le caribou des bois à l'appui de la conservation de cette espèce en péril;BTM06,BTM07,BTO01;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 7.0
Natural Resources Canada;134;2023-2024;2614;Contributions in support of Accommodation Measures for Trans Mountain Expansion;Contributions à l'appui des mesures d'accommodement du projet d'agrandissement du réseau de Trans Mountain;BTO07;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 133.0
Natural Resources Canada;134;2023-2024;2618;Emissions Reduction Fund - Onshore Program;Fond de réduction des émissions - programme d'installations terrestres;BTM08;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 23.0
Natural Resources Canada;134;2023-2024;2620;Canadian Geospatial Data Infrastructure: Geospatial Web Services;Infrastructure canadienne de données géospatiales: Services web géospatiaux;BTM12;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 48.0
Natural Resources Canada;134;2023-2024;2915;Youth Employment and Skills Strategy - S & T Internship Program - Green Jobs;Stratégie emploi et compétences jeunesse - le Programme de stages en sciences et technologie - emplois verts;BTO08;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 34.0
Natural Resources Canada;134;2023-2024;2917;Open Science and Data Platform;Plateforme de science et de données ouvertes;BTL06,BTM07;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 45000.0
Natural Resources Canada;134;2023-2024;2918;Emissions Reduction Fund Offshore Deployment Program;Programme de déploiement extracôtier du fonds de réduction des émissions;BTM08;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 2.0
Natural Resources Canada;134;2023-2024;2919;Smart Grid Deployment Program;Programme de déploiement de réseaux intelligents;BTM09;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 3.0
Natural Resources Canada;134;2023-2024;2920;Emerging Renewable Power Program;Programme des énergies renouvelables émergentes;BTM09;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 8.0
Natural Sciences and Engineering Research Council of Canada;230;2023-2024;691;Funding Transfers to Administering Institutions;Transferts des fonds de subventions et de bourses aux établissements administrateurs;BNR01,BNR02,BNR03;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 26.0
Pacific Economic Development Agency of Canada;560;2023-2024;SRV03458;Web Inquiries;Demandes de renseignements sur le Web;BYK01,BYK02,BYK03,BYK04,ISS02;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 1042.0
Parks Canada;263;2023-2024;1308;Grants and Contributions;Subventions et contributions;BVD13;qa_program_id;The Program codes (program_id) listed do not belong to this organization;Remove the Program codes (program_id) that do not appear on your organization's Chart of Accounts;Les codes de programme (program id) rapportés n'appartiennent pas à cet organisme;Supprimer les codes de programme qui ne figurent pas dans le Plan comptable de votre organisme.;BVD13: Global Affairs Canada/Affaires mondiales Canada
Parks Canada;263;2023-2024;955;Townsite Management;Gestion des lotissements urbains;BGW05;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 2100.0
Parks Canada;263;2023-2024;SRV03421;Human-Wildlife Coexistence- Incident Response and Safety Management;Coexistence entre l'homme et la faune - Réponse aux incidents et gestion de la sécurité;BGW02,BGW04;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 9454.0
Privy Council Office;278;2023-2024;2626;Public enquiries;Renseignements au public;BYI03;qa_program_id;The Program codes (program_id) listed do not belong to this organization;Remove the Program codes (program_id) that do not appear on your organization's Chart of Accounts;Les codes de programme (program id) rapportés n'appartiennent pas à cet organisme;Supprimer les codes de programme qui ne figurent pas dans le Plan comptable de votre organisme.;BYI03: Office of the Chief Electoral Officer/Bureau du directeur général des élections
Privy Council Office;278;2023-2024;SRV02950;Congratulatory certificates from the Prime Minister;Certificats de félicitations du premier ministre;BYI03;qa_program_id;The Program codes (program_id) listed do not belong to this organization;Remove the Program codes (program_id) that do not appear on your organization's Chart of Accounts;Les codes de programme (program id) rapportés n'appartiennent pas à cet organisme;Supprimer les codes de programme qui ne figurent pas dans le Plan comptable de votre organisme.;BYI03: Office of the Chief Electoral Officer/Bureau du directeur général des élections
Public Health Agency of Canada;280;2023-2024;1132;Diagnostic Testing and Reference Services;Tests de diagnostic et Services de référence;BVQ01;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 90555.0
Public Health Agency of Canada;280;2023-2024;1142;Microbiological Emergency Response Team;Équipe d'intervention d'urgence;BVQ01;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 2.0
Public Health Agency of Canada;280;2023-2024;2220;Rapid test kit provision;Fourniture de kit de test rapide;BVQ02;qa_reused_sid;This service id has already been assigned to a different service in a previous fiscal year;Request new service IDs from the service policy team, resubmit with the new ID, delete the old record;Cet identifiant de service est déja assigné à un autre service dans cet exercice financier;Demander un nouvel identifiant de norme de service de l'équipe de politique de service, re-soumettre cette rangée avec le nouvel identifiant, supprimer la vielle rangée;2022-2023 Health Canada
Public Health Agency of Canada;280;2023-2024;2265;Travel Health Advice;Conseils de santé aux voyageurs;BVR03;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 165012847.0
Public Health Agency of Canada;280;2023-2024;2293;COVID-19 Public Enquiries;Demandes de renseignement sur la COVID-19;ISS02;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 5244.0
Public Health Agency of Canada;280;2023-2024;898;Public Enquiries;Demandes de renseignement;ISS02;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 3722.0
Public Health Agency of Canada;280;2023-2024;SRV02908;Correspondence Referrals to other Departments (dep't email, contact us page);Correspondance Renvois vers d'autres départements (courriel du département, page Contactez-nous);ISS02;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 450.0
Public Health Agency of Canada;280;2023-2024;SRV02909;Departmental Correspondence (not including referrals);Correspondance ministérielle (à l'exclusion des renvois);ISS02;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 231.0
Public Health Agency of Canada;280;2023-2024;SRV02910;Public Enquiries (not referrals);Demandes de renseignements du public (pas de renvois);ISS02;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 2265.0
Public Health Agency of Canada;280;2023-2024;SRV02911;Ministerial Correspondence (SPB);Correspondance ministérielle (DGPS);ISS02;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 276.0
Public Safety Canada;135;2023-2024;278;COSPAS-SARSAT Secretariat Contribution;Contribution du secrétariat COSPAS-SARSAT;BVU03;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 1.0
Public Safety Canada;135;2023-2024;283;Search and Rescue Volunteer Association of Canada Contribution;Programme de contribution de l'Association canadienne des volontaires en recherche et de sauvetage;BVU03;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 3.0
Public Safety Canada;135;2023-2024;284;Workers Compensation Program;Programme d'indemnisation des travailleurs;BVU03;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 5.0
Public Safety Canada;135;2023-2024;288;Youth Gang Prevention Fund;Fonds de lutte contre les activités des gangs de jeunes;BVT01;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 29.0
Public Safety Canada;135;2023-2024;339;International Association of Fire Fighters;Programme de contribution a l'Association international des pompiers;BVU03;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 2.0
Public Safety Canada;135;2023-2024;351;Gun and Gang Violence Action Fund;Fonds de lutte contre la violence liée aux armes à feu et aux gangs;BVT01,BVT02;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 11.0
Public Safety Canada;135;2023-2024;779;Emergency Management Exercises;Exercices de gestion des urgences;BVU02,BVU03;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 154.0
Public Safety Canada;135;2023-2024;795;Cyber Security Cooperation Program;Programme de coopération en matière de cybersécurité;BVS03;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 21.0
Public Safety Canada;135;2023-2024;814;Nation's Capital Extraordinary Policing Costs;Contribution pour les coûts extraordinaire des services de police de la capitale nationale;BVT02;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 2.0
Public Safety Canada;135;2023-2024;815;National Flagging System Class Grant;Global de subventions du système national de repérage;BVT06;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 9.0
Public Safety Canada;135;2023-2024;816;Grants and Contributions Program to National Voluntary Organizations;Programme de subventions et de contributions pour les organismes bénévoles nationaux;BVT06;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 53.0
Public Safety Canada;135;2023-2024;817;Biology Casework Analysis Contribution Program;Programme de contribution aux analyses biologiques;BVT02;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 3.0
Public Safety Canada;135;2023-2024;822;Crime Prevention Inventory;Répertoire en prévention du crime;BVT01;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 45.0
Public Safety Canada;135;2023-2024;838;NewsDesk;InfoMedia;ISS02;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 1664.0
Public Safety Canada;135;2023-2024;840;Coordination of Federal Emergency Management (Government Operations Centre);Coordination de la gestion fédérale des situations d'urgence (Centre des opérations du gouvernement);BVU02,BVU03;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 1343.0
Public Safety Canada;135;2023-2024;SRV02776;Public Awareness Contribution Program (PACP);Programme de contribution à la sensibilisation du publique (PCEP);BVU02;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 3.0
Public Service Commission of Canada;282;2023-2024;1210;"Personnel Psychology Centre;Consultation Services";Centre de psychologie du personnel: Services de consultation;BWB02;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 1483.0
Public Services and Procurement Canada;136;2023-2024;1103;IT Interoperability  - GC Interop;Interopérabilité TI - GC Interop;BVY03,ISS07;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 9720.0
Public Services and Procurement Canada;136;2023-2024;1144;Pay and Benefits;Rémunération et avantages sociaux;BVW01;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 2209736.0
Public Services and Procurement Canada;136;2023-2024;2029;Accessibility and Inclusivity in the Built Environment;Accessiblité et inclusivité dans l'environnement bâti;BVX01;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 13352.0
Public Services and Procurement Canada;136;2023-2024;2030;Green and Sustainable Government for Real Property;Gouvernement vert et durable pour les biens immobiliers;BVX01;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 1577055.0
Public Services and Procurement Canada;136;2023-2024;901;Receiver General Services – Management of Government of Canada Deposits;Services du receveur général ‒ Gestion des dépôts du gouvernement du Canada;BVW04;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 1.0
Public Services and Procurement Canada;136;2023-2024;902;Receiver General Services – Issuing payments;Services du receveur général Émission de paiements;BVW04;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 406048035.0
Public Services and Procurement Canada;136;2023-2024;903;Common Departmental Financial System;Système financier ministériel commun;BVW05;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 4743.0
Public Services and Procurement Canada;136;2023-2024;904;Document Imaging Services;Services d'imagerie documentaire;BVY04;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 33271010.0
Public Services and Procurement Canada;136;2023-2024;905;Canadian General Standards Board;Office des normes générales du Canada;BVY07;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 15.0
Public Services and Procurement Canada;136;2023-2024;909;Advertising – Coordination, Advisory and Training Services;"Publicité ‒ 
Services de coordination, services-conseils et de formation";BVY02;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 256.0
Public Services and Procurement Canada;136;2023-2024;910;Public Opinion Research – Coordination, Advisory and Knowledge Management Services;Recherche sur l'opinion publique ‒ Services de coordination, services-conseils et services de gestion des connaissances;BVY02;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 155.0
Public Services and Procurement Canada;136;2023-2024;SRV02780;Project Management;Gestion de projet;BVX02;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 661.0
Statistics Canada;313;2023-2024;1046;Release of Statistical Data on International Trade;Diffusion de données statistiques sur le commerce international;BNV01;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 50.0
Statistics Canada;313;2023-2024;1047;Release of Statistical Data on Balance of Payment;Diffusion de données statistiques sur la balance de paiement;BNV01;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 245.0
Statistics Canada;313;2023-2024;1317;Release of Statistical Data on the Monthly Gross Domestic Product (GDP) by Industry;Diffusion de données statistiques sur le produit intérieur brut mensuel (PIB) par industrie;BNV01;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 24.0
Statistics Canada;313;2023-2024;1318;Release of Statistical Data on the Quarterly Gross Domestic Product (GDP);Diffusion de données statistiques sur le produit intérieur brut trimestriel (PIB);BNV01,BNV02;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 12.0
Statistics Canada;313;2023-2024;1319;Release of Statistical Data on Manufacturing Sector;Diffusion de données statistiques sur le secteur de la fabrication;BNV01;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 12.0
Statistics Canada;313;2023-2024;1321;Release of Statistical Data on Enterprise Finances;Diffusion de données statistiques sur les finances des entreprises;BNV01;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 113.0
Statistics Canada;313;2023-2024;1327;Release of Statistical Data on Wholesale Trade;Diffusion de données statistiques sur le  commerce de gros;BNV01;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 4.0
Statistics Canada;313;2023-2024;1351;Release of Statistical Data on Census of Population;Diffusion de données statistiques sur le Recensement de la population;BNV03;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 4.0
Statistics Canada;313;2023-2024;1391;View our Reference Resources;Consultez nos ressources de références;BNV01,BNV02,BNV03,BNV04;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 245.0
Statistics Canada;313;2023-2024;1393;Read our Analysis;Lisez nos analyses;BNV01,BNV02,BNV03,BNV04;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 48.0
Statistics Canada;313;2023-2024;1415;Access our Statistical Data;Accédez à nos données statistiques;BNV01,BNV02,BNV03,BNV04;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 245.0
The National Battlefields Commission;218;2023-2024;30;Access to information and the protection of personal information;Accès à l'information et protection des renseignements personnels;BSJ03;qa_program_id;The Program codes (program_id) listed do not belong to this organization;Remove the Program codes (program_id) that do not appear on your organization's Chart of Accounts;Les codes de programme (program id) rapportés n'appartiennent pas à cet organisme;Supprimer les codes de programme qui ne figurent pas dans le Plan comptable de votre organisme.;BSJ03: Library and Archives Canada/Bibliothèque et Archives Canada
Transport Canada;138;2023-2024;SRV03490;Access Public Ports Facilities;Accès aux Installations des Ports Publics;BTY03;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 500.0
Transport Canada;138;2023-2024;SRV03538;Access defect and recall information;Accéder aux informations sur les défauts et les rappels;BTW17;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 736.0
Treasury Board of Canada Secretariat;326;2023-2024;1094;People Information Management Automated Request Tracker - Information/Data Request Service;Renseignements de gestion des personnes et données sur les demandes de service;ISS04;qa_ss_vol_without_si_vol;The associated service standards report interaction volume information, but not at the service level;Include interaction volumes at the overall service level;La norme de service associée rapporte des informations volumétriques, mais le service comme tel n'a aucune donnée volumétrique;Inclure les données volumétriques au niveau du service;service applications: 0, standard volumes: 12.0
