fiscal_yr;org_id;department_en;department_fr;online_e2e_count;service_count;online_e2e_pc;num_applications_online;num_applications_by_phone;num_applications_by_mail;num_applications_in_person;num_applications_by_other_fax_and_email;service_with_std_count;service_count;services_with_standards_percentage;service_standard_met;service_standard_count;standards_met_percentage
2021-2022;333;Veterans Review and Appeal Board;Tribunal des anciens combattants (révision et appel);0;1;0.0;0;0;0;0;0;1;1;1.0;0.0;1.0;0.0
2021-2022;246;Women and Gender Equality Canada;Femmes et Égalité des genres Canada;1;3;0.3333333333333333;94.0;0;0;0;0;3;3;1.0;4.0;4.0;1.0
2022-2023;539;Administrative Tribunals Support Service of Canada;Service canadien d'appui aux tribunaux administratifs;1;3;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0;3;0.0;;;
2022-2023;1;Agriculture and Agri-Food Canada;Agriculture et Agroalimentaire Canada;18;43;0.4186046511627907;95245.0;0.0;11792.0;1.0;203.0;43;43;1.0;140.0;155.0;0.9032258064516129
2022-2023;12;Atlantic Canada Opportunities Agency;Agence de promotion économique du Canada atlantique;0;5;0.0;719.0;0;0;0;0;3;5;0.6;5.0;7.0;0.7142857142857143
2022-2023;26;Canada Border Services Agency;Agence des services frontaliers du Canada;4;41;0.0975609756097561;22734230.0;1309042.0;153548.0;71941306.0;0;26;41;0.6341463414634146;27.0;42.0;0.6428571428571429
2022-2023;141;Canada Economic Development for Quebec Regions;Développement économique Canada pour les régions du Québec;0;2;0.0;195.0;0.0;0.0;0.0;332.0;2;2;1.0;3.0;8.0;0.375
2022-2023;221;Canada Energy Regulator;Régie de l'énergie du Canada;0;13;0.0;281.0;0.0;0.0;132.0;1223.0;13;13;1.0;17.0;17.0;1.0
2022-2023;46;Canada Revenue Agency;Agence du revenu du Canada;10;49;0.20408163265306123;157981115.0;198290.0;25835758.0;649465.0;0.0;32;49;0.6530612244897959;27.0;35.0;0.7714285714285715
2022-2023;47;Canada School of Public Service;École de la fonction publique du Canada;1;1;1.0;209799.0;0;0;0;0;1;1;1.0;0.0;2.0;0.0
2022-2023;55;Canadian Centre for Occupational Health and Safety;Centre canadien d’hygiène et de sécurité au travail;0;1;0.0;0;0;0;0;0;0;1;0.0;;;
2022-2023;65;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;5;122;0.040983606557377046;52883.0;0;431.0;4669.0;0;26;122;0.21311475409836064;21.0;29.0;0.7241379310344828
2022-2023;69;Canadian Grain Commission;Commission canadienne des grains;0;13;0.0;511.0;0;31224.0;0;0;9;13;0.6923076923076923;8.0;9.0;0.8888888888888888
2022-2023;122;Canadian Heritage;Patrimoine canadien;2;69;0.028985507246376812;9221.0;99.0;723.0;0.0;0.0;49;69;0.7101449275362319;93.0;129.0;0.7209302325581395
2022-2023;71;Canadian Human Rights Commission;Commission canadienne des droits de la personne;0;2;0.0;0;0;0;0;0;0;2;0.0;;;
2022-2023;74;Canadian Institutes of Health Research;Instituts de recherche en santé du Canada;0;5;0.0;8385.0;0;0;0;0;2;5;0.4;8.0;10.0;0.8
2022-2023;76;Canadian Intergovernmental Conference Secretariat;Secrétariat des conférences intergouvernementales canadiennes;0;2;0.0;213.0;0;0;0;0;2;2;1.0;2.0;3.0;0.6666666666666666
2022-2023;86;Canadian Northern Economic Development Agency;Agence canadienne de développement économique du Nord;2;4;0.5;85.0;0.0;0.0;5.0;24.0;3;4;0.75;3.0;5.0;0.6
2022-2023;87;Canadian Nuclear Safety Commission;Commission canadienne de sûreté nucléaire;0;9;0.0;0;0;0;0;0;7;9;0.7777777777777778;7.0;10.0;0.7
2022-2023;93;Canadian Radio-television and Telecommunications Commission;Conseil de la radiodiffusion et des télécommunications canadiennes;2;3;0.6666666666666666;35806.0;9401.0;0.0;0.0;1801.0;3;3;1.0;5.0;5.0;1.0
2022-2023;95;Canadian Space Agency;Agence spatiale canadienne;11;17;0.6470588235294118;393567.0;0;3.0;0;0;14;17;0.8235294117647058;21.0;23.0;0.9130434782608695
2022-2023;99;Canadian Transportation Agency;Office des transports du Canada;0;1;0.0;0;0;0;0;0;1;1;1.0;0.0;1.0;0.0
2022-2023;297;Civilian Review and Complaints Commission for the RCMP;Commission civile d’examen et de traitement des plaintes relatives à la GRC;0;3;0.0;0;0;0;0;0;2;3;0.6666666666666666;1.0;3.0;0.3333333333333333
2022-2023;117;Correctional Service Canada;Service correctionnel Canada;1;5;0.2;847.0;5.0;601.0;0.0;0;2;5;0.4;7.0;8.0;0.875
2022-2023;118;Courts Administration Service;Service administratif des tribunaux judiciaires;0;1;0.0;0;0;0;0;0;1;1;1.0;0.0;1.0;0.0
2022-2023;129;Crown-Indigenous Relations and Northern Affairs Canada;Relations Couronne-Autochtones et Affaires du Nord Canada;5;42;0.11904761904761904;205.0;40.0;57.0;0;0;36;42;0.8571428571428571;25.0;35.0;0.7142857142857143
2022-2023;124;Department of Finance Canada;Ministère des Finances Canada;0;6;0.0;657.0;0;0;0;0;1;6;0.16666666666666666;0.0;1.0;0.0
2022-2023;348;Department of Indigenous Services;Ministère des Services aux Autochtones;5;88;0.056818181818181816;1141.0;0.0;85880.0;39333.0;0;15;88;0.17045454545454544;9.0;23.0;0.391304347826087
2022-2023;132;Department of Justice Canada;Ministère de la Justice Canada;3;16;0.1875;65475.0;0;43869.0;0;0;15;16;0.9375;19.0;28.0;0.6785714285714286
2022-2023;128;Employment and Social Development Canada;Emploi et Développement social Canada;14;32;0.4375;7007568.0;0;2240388.0;2905712.0;0;29;32;0.90625;39.0;73.0;0.5342465753424658
2022-2023;137;Environment and Climate Change Canada;Environnement et Changement climatique Canada;10;47;0.2127659574468085;80783.0;390.0;2415.0;90334.0;0;36;47;0.7659574468085106;43.0;99.0;0.43434343434343436
2022-2023;222;Farm Products Council of Canada;Conseil des produits agricoles du Canada;0;2;0.0;0;0;0;0;0;0;2;0.0;;;
2022-2023;561;Federal Economic Development Agency for Northern Ontario;Agence fédérale de développement économique pour le Nord de l’Ontario;0;2;0.0;0.0;0.0;0.0;0.0;244.0;1;2;0.5;3.0;3.0;1.0
2022-2023;150;Federal Economic Development Agency for Southern Ontario;Agence fédérale de développement économique pour le Sud de l'Ontario;0;2;0.0;0;0;0;0;0;1;2;0.5;3.0;3.0;1.0
2022-2023;151;Financial Consumer Agency of Canada;Agence de la consommation en matière financière du Canada;0;2;0.0;10107524.0;7767.0;190.0;0.0;0;1;2;0.5;1.0;2.0;0.5
2022-2023;152;Financial Transactions and Reports Analysis Centre of Canada;Centre d'analyse des opérations et déclarations financières du Canada;0;6;0.0;1.0;0;0;0;0;3;6;0.5;3.0;3.0;1.0
2022-2023;125;Fisheries and Oceans Canada;Pêches et Océans Canada;2;93;0.021505376344086023;146107.0;0.0;0.0;0.0;63.0;17;93;0.1827956989247312;29.0;36.0;0.8055555555555556
2022-2023;126;Global Affairs Canada;Affaires mondiales Canada;16;97;0.16494845360824742;320675.0;5330.0;77151.0;71203.0;0;16;97;0.16494845360824742;18.0;26.0;0.6923076923076923
2022-2023;127;Health Canada;Santé Canada;8;83;0.0963855421686747;28586.0;0.0;74587.0;0.0;2784.0;45;83;0.5421686746987951;34.0;57.0;0.5964912280701754
2022-2023;237;Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;0;16;0.0;962.0;0;0;0;0;16;16;1.0;23.0;27.0;0.8518518518518519
2022-2023;174;Immigration and Refugee Board of Canada;Commission de l'immigration et du statut de réfugié du Canada;0;1;0.0;0.0;0;0;0;0;0;1;0.0;;;
2022-2023;123;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;17;22;0.7727272727272727;6339040.0;1020391.0;2443318.0;1877415.0;0;13;22;0.5909090909090909;19.0;42.0;0.4523809523809524
2022-2023;63;Impact Assessment Agency of Canada;Agence d'évaluation d'impact du Canada;10;10;1.0;0.0;0.0;0.0;0.0;2178.0;8;10;0.8;12.0;17.0;0.7058823529411765
2022-2023;130;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;52;75;0.6933333333333334;1237149.0;30115.0;11290.0;0;0;60;75;0.8;179.0;232.0;0.771551724137931
2022-2023;199;Library and Archives Canada;Bibliothèque et Archives Canada;0;20;0.0;44270.0;430.0;2446.0;30699.0;2430.0;5;20;0.25;1.0;5.0;0.2
2022-2023;210;Military Police Complaints Commission of Canada;Commission d'examen des plaintes concernant la police militaire du Canada;0;1;0.0;0;0;0;0;0;1;1;1.0;0.0;14.0;0.0
2022-2023;133;National Defence;Défense nationale;4;12;0.3333333333333333;58436.0;1922.0;0;0;0;4;12;0.3333333333333333;10.0;12.0;0.8333333333333334
2022-2023;228;National Research Council Canada;Conseil national de recherches Canada;8;15;0.5333333333333333;57572951.0;7758.0;13.0;0;0;15;15;1.0;26.0;31.0;0.8387096774193549
2022-2023;302;National Security and Intelligence Review Agency Secretariat;Secrétariat de l’Office de surveillance des activités en matière de sécurité nationale et de renseignement;0;2;0.0;0;0;19.0;0;0;0;2;0.0;;;
2022-2023;134;Natural Resources Canada;Ressources naturelles Canada;27;87;0.3103448275862069;873854.0;22.0;1015.0;1404.0;2877.0;73;87;0.8390804597701149;106.0;140.0;0.7571428571428571
2022-2023;230;Natural Sciences and Engineering Research Council of Canada;Conseil de recherches en sciences naturelles et en génie du Canada;6;6;1.0;12957.0;0;0;0;0;6;6;1.0;8.0;11.0;0.7272727272727273
2022-2023;238;Office of the Auditor General of Canada;Bureau du vérificateur général du Canada;1;9;0.1111111111111111;21.0;0;0;0;0;9;9;1.0;7.0;9.0;0.7777777777777778
2022-2023;240;Office of the Commissioner for Federal Judicial Affairs Canada;Commissariat à la magistrature fédérale Canada;3;6;0.5;1378.0;7.0;6099.0;0.0;628.0;0;6;0.0;;;
2022-2023;253;Office of the Superintendent of Financial Institutions Canada;Bureau du surintendant des institutions financières Canada;0;7;0.0;0;0;0;0;0;5;7;0.7142857142857143;5.0;10.0;0.5
2022-2023;256;Offices of the Information and Privacy Commissioners of Canada;Commissariats à l’information et à la protection de la vie privée du Canada;0;11;0.0;3759.0;2714.0;438.0;0;0;7;11;0.6363636363636364;3.0;7.0;0.42857142857142855
2022-2023;560;Pacific Economic Development Agency of Canada;Agence de développement économique du Pacifique Canada;2;3;0.6666666666666666;497.0;0.0;0.0;0.0;0.0;2;3;0.6666666666666666;3.0;5.0;0.6
2022-2023;263;Parks Canada;Parcs Canada;1;24;0.041666666666666664;0.0;0;0;0;0;8;24;0.3333333333333333;4.0;11.0;0.36363636363636365
2022-2023;227;Parole Board of Canada;Commission des libérations conditionnelles du Canada;1;10;0.1;0.0;0;16142.0;0;1306.0;3;10;0.3;5.0;5.0;1.0
2022-2023;266;Patented Medicine Prices Review Board Canada;Conseil d'examen du prix des médicaments brevetés Canada;0;1;0.0;0;0.0;1.0;0;0;0;1;0.0;;;
2022-2023;552;Polar Knowledge Canada;Savoir polaire Canada;0;2;0.0;283.0;0;0;0;0;2;2;1.0;1.0;1.0;1.0
2022-2023;140;Prairies Economic Development Canada;Développement économique Canada pour les Prairies;3;3;1.0;595.0;0;0;0;0;2;3;0.6666666666666666;5.0;5.0;1.0
2022-2023;278;Privy Council Office;Bureau du Conseil privé;1;3;0.3333333333333333;26224.0;0.0;51.0;0.0;9365.0;3;3;1.0;3.0;3.0;1.0
2022-2023;280;Public Health Agency of Canada;Agence de la santé publique du Canada;3;19;0.15789473684210525;9419.0;0.0;52.0;0.0;8.0;19;19;1.0;19.0;24.0;0.7916666666666666
2022-2023;248;Public Prosecution Service of Canada;Service des poursuites pénales du Canada;0;2;0.0;0;0;0;0;0;0;2;0.0;;;
2022-2023;135;Public Safety Canada;Sécurité publique Canada;3;59;0.05084745762711865;2242.0;500.0;7.0;0.0;1808.0;36;59;0.6101694915254238;45.0;64.0;0.703125
2022-2023;282;Public Service Commission of Canada;Commission de la fonction publique du Canada;10;20;0.5;1243967.0;0;0;0;0;16;20;0.8;4.0;18.0;0.2222222222222222
2022-2023;136;Public Services and Procurement Canada;Services publics et Approvisionnement Canada;10;47;0.2127659574468085;263947.0;8702.0;334388.0;0.0;0;30;47;0.6382978723404256;49.0;67.0;0.7313432835820896
2022-2023;295;Royal Canadian Mounted Police;Gendarmerie royale du Canada;8;49;0.16326530612244897;388827.0;0;264398.0;1275409.0;0;15;49;0.30612244897959184;8.0;32.0;0.25
2022-2023;305;Shared Services Canada;Services partagés Canada;5;11;0.45454545454545453;97752.0;0;0;0;0;9;11;0.8181818181818182;0.0;14.0;0.0
2022-2023;306;Social Sciences and Humanities Research Council of Canada;Conseil de recherches en sciences humaines du Canada;6;7;0.8571428571428571;0.0;0.0;0.0;0.0;25799.0;7;7;1.0;13.0;16.0;0.8125
2022-2023;313;Statistics Canada;Statistique Canada;22;23;0.9565217391304348;17143.0;13440.0;59.0;29.0;24296.0;23;23;1.0;36.0;37.0;0.972972972972973
2022-2023;247;The Correctional Investigator Canada;L'Enquêteur correctionnel Canada;0;3;0.0;0;0;0;0;0;3;3;1.0;0.0;5.0;0.0
2022-2023;138;Transport Canada;Transports Canada;16;107;0.14953271028037382;62545.0;14167.0;34016.0;72718.0;13536.0;60;107;0.5607476635514018;112.0;204.0;0.5490196078431373
2022-2023;98;Transportation Safety Board of Canada;Bureau de la sécurité des transports du Canada;0;4;0.0;0;0;0;0;0;0;4;0.0;;;
2022-2023;326;Treasury Board of Canada Secretariat;Secrétariat du Conseil du Trésor du Canada;19;27;0.7037037037037037;2236928.0;0.0;527.0;0.0;121.0;22;27;0.8148148148148148;29.0;30.0;0.9666666666666667
2022-2023;139;Veterans Affairs Canada;Anciens Combattants Canada;19;30;0.6333333333333333;74106.0;16958.0;35550.0;2.0;0;20;30;0.6666666666666666;18.0;24.0;0.75
2022-2023;333;Veterans Review and Appeal Board;Tribunal des anciens combattants (révision et appel);0;1;0.0;0;0;0;0;0;1;1;1.0;0.0;1.0;0.0
2022-2023;246;Women and Gender Equality Canada;Femmes et Égalité des genres Canada;3;3;1.0;706.0;0;0;0;0;3;3;1.0;4.0;6.0;0.6666666666666666
2023-2024;539;Administrative Tribunals Support Service of Canada;Service canadien d'appui aux tribunaux administratifs;0;3;0.0;NANA15;NANANA;NANA2;NANANA;NANANANANANANANA1;0;3;0.0;;;
2023-2024;1;Agriculture and Agri-Food Canada;Agriculture et Agroalimentaire Canada;17;35;0.4857142857142857;NA16192718227NANANA2636962245NA25541631314NANANANA12NANANANANANA35NA90601601;NANANANANANANANANANANANANANANANANANANANANANA0NANANANANANANANANANANANA;NA000000000007357002020000NANANA16NANA0NA0NA000100;NANANANANANANANANANANANANANANANANANANANANANA0NANANANANANA00NANANANA;NANANANANA0NANA0NANA0NANA0NANA1NANA0NANA71NANA23NANA7NANA0NANANA24597NA0NANA0NANA33164NA0NANA0NANA0NANA0NANA55NANA1005NANA226027203NANANANANA120NANA969NANA598NANA2NANA135NANA64NANA0NANA36NA03NANA457NA0290;34;35;0.9714285714285714;83.0;100.0;0.83
2023-2024;12;Atlantic Canada Opportunities Agency;Agence de promotion économique du Canada atlantique;0;4;0.0;ND1433NAND;NDNANANA;NANDNANA;NANANANA;NANANANDNDNDNANANDNANAND;2;4;0.5;3.0;4.0;0.75
2023-2024;26;Canada Border Services Agency;Agence des services frontaliers du Canada;5;41;0.12195121951219512;NANANANANANANANANANANANA24566685NANANANANANANANANANANANANA12127NA527179NANA145240613965662NANANANANANA;326312390799NANANANANANANDNANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANA;NANANANANANANANANA21900NAND092472893490NA66428133188NA2430NA233NA87563595NA78943745NANANANANANA;88827940NANA99438688969502764360874414NDNANANA750415NDNANANANANANANANANANANANANANANANDNANANANANANANANANANANA;NANANANANANANANA754NANANANANANANANANANANANANANANA801NANDNANA2437NANA0NANA150NANANA435NANANANA2255NANANANANANANANANANANANANANANANANA39NANANANANANANANANA138595NANANANANANANANANANANANANANANANANDNANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANA;26;41;0.6341463414634146;27.0;43.0;0.627906976744186
2023-2024;141;Canada Economic Development for Quebec Regions;Développement économique Canada pour les régions du Québec;1;3;0.3333333333333333;02023ND;0NA0;00NA;000;00517NANA1470NA47;3;3;1.0;8.0;8.0;1.0
2023-2024;221;Canada Energy Regulator;Régie de l'énergie du Canada;0;14;0.0;240121318842110401490110;00000000000600;00000000000000;00000000000900;00000000000000000000000000000000000980000000;14;14;1.0;18.0;19.0;0.9473684210526315
2023-2024;46;Canada Revenue Agency;Agence du revenu du Canada;11;48;0.22916666666666666;65209518541134879065854640022267054209324758364466181938001060660791389330370755000032792374237879137399283598316894102340514836000020410002240200031400103407551139800;0004283700308600000000048050000000000000000000000000000301005145;1911495728630372448234000125875647586797920053276031816825050090000267823366254650721785601739840396960000442327120890113736521919982538005015352490123000;940000000007585400000000000000000000000000000000010000;8730380000000279650000000000000000000000000000023824800000000000000000000000000000000000537000302100003179001964400000000000000000000000000000000612000113100001313171409718610624108200601242116093;31;48;0.6458333333333334;18.0;32.0;0.5625
2023-2024;47;Canada School of Public Service;École de la fonction publique du Canada;1;1;1.0;NA;0;NA;NA;NANA0;0;1;0.0;;;
2023-2024;55;Canadian Centre for Occupational Health and Safety;Centre canadien d’hygiène et de sécurité au travail;5;5;1.0;35257939352226218446;ND1054NDNDND;NA0NDNANA;NA0NDNANA;NANANANA0NANANDNDNANANANANANA;0;5;0.0;;;
2023-2024;65;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;25;125;0.2;0317715592529013234000890000790000000011268222121004600000000011021058683729959068000032012000000000000000000000000284775013502202000200000000003459012345678900000000000000010211300369000;111110000000000000000000000000000000000000000000000000000000000000000000000000000004206600000000000000000000000000000000000000000;000014130000000000000000000000000000000000000000000000000000000000000000000000000000000000001230000000000000000000000000000000000;00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;42000001883880000000000150000000000000000000000000000000000000001277000000000025000000000000003030013900000000000000000000000000000000000000000606000115431000000000000017000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000752290000000000000000000000000000000000000000000000000000000000000000000010129000000000000000000000000000000000000000000000000000050000027400057900000;25;125;0.2;29.0;34.0;0.8529411764705882
2023-2024;69;Canadian Grain Commission;Commission canadienne des grains;2;13;0.15384615384615385;166NANANANANANANANA2920NANA;NANANANANANANANDNANANANANA;0NA99030NA18954NANA161NA0NA0;NANANDNANANANANANANANANANA;NANA0NANANANANANANANA6NANA1793NANANANANA1963NDND9378NANANANANANANANA0NANANANANA71;9;13;0.6923076923076923;9.0;9.0;1.0
2023-2024;122;Canadian Heritage;Patrimoine canadien;3;69;0.043478260869565216;14870000000000001079000003000039415228411801470242261002768457002000000005450741641646260640000000000000;0000000000000000000000000000000000000000000000528000000000000000000000;0000000000000003000000000000100000000001150000000000000000000000000000;0000000000000000000000000000000000000000000011000100000000000000000000;002840039300100000920020019180023100580027004230034700260027006300300012100320013004007200013300114000000000000230017000000000005007300211000000003580020200000200012400000404007001180020900900470039100000000500180026004008006005001002400150018001940056003030012100150070070;49;69;0.7101449275362319;108.0;139.0;0.7769784172661871
2023-2024;71;Canadian Human Rights Commission;Commission canadienne des droits de la personne;4;9;0.4444444444444444;NDNDND1692NDNDNDNDND;NDNDND0NDNDNDNDND;NDNDND289NDNDNDNDND;NDNDND0NDNDNDNDND;NDNDNDNDNDNDNDNDND001395NDNDNDNDNDNDNDNDNDNDNDNDNDNDND;0;9;0.0;;;
2023-2024;74;Canadian Institutes of Health Research;Instituts de recherche en santé du Canada;0;5;0.0;NANANA9749NA;NANANANANA;NANANANANA;NANANANANA;NANA38051NANA23117NANANANANANANANANA;2;5;0.4;7.0;10.0;0.7
2023-2024;76;Canadian Intergovernmental Conference Secretariat;Secrétariat des conférences intergouvernementales canadiennes;2;2;1.0;00;00;00;00;004800126;2;2;1.0;3.0;3.0;1.0
2023-2024;86;Canadian Northern Economic Development Agency;Agence canadienne de développement économique du Nord;2;4;0.5;91NANA13;0NANANA;0NA00;0NA0NA;NA030NANANANA027710064;3;4;0.75;4.0;5.0;0.8
2023-2024;87;Canadian Nuclear Safety Commission;Commission canadienne de sûreté nucléaire;0;8;0.0;00000000;00000000;00000000;00000000;00000000000000000125000000;6;8;0.75;9.0;9.0;1.0
2023-2024;93;Canadian Radio-television and Telecommunications Commission;Conseil de la radiodiffusion et des télécommunications canadiennes;2;3;0.6666666666666666;NA2745456;055740;NA00;NA00;NANANA2608800000;3;3;1.0;6.0;6.0;1.0
2023-2024;95;Canadian Space Agency;Agence spatiale canadienne;11;20;0.55;4647NA68661340NANANA36512335NANA4339237769NA76NANA;NANANANANANANANANANANANANANANANANANANANA;NANANANANA0NANANANANANANANANANANANANANA;NANANANANANANANANANANANANANANANANANANANA;NANA3NANANANANA123NANANANANANANANANANANA50NANANANANA0NANANANANANANANANANANA365NANA365NDNANANANANANANANANANA2646NANANANANANA;19;20;0.95;24.0;25.0;0.96
2023-2024;99;Canadian Transportation Agency;Office des transports du Canada;4;5;0.8;NDNA1751ND29;NDNA000;NDNA000;NDNA000;43945NDNDNANANA000001124000;4;5;0.8;3.0;5.0;0.6
2023-2024;297;Civilian Review and Complaints Commission for the RCMP;Commission civile d’examen et de traitement des plaintes relatives à la GRC;0;3;0.0;4032ND0;31NA0;169NDNA;000;56145108NANDNANANANA;2;3;0.6666666666666666;1.0;3.0;0.3333333333333333
2023-2024;110;Communications Security Establishment Canada;Centre de la sécurité des télécommunications Canada;4;15;0.26666666666666666;6491NANANANANANANA101858372351NANA;NANANANANANANANANANANANA0NANA;NANANANANANANANANANANA11NANA;NANANANANANANANANANANA00NANA;NANANANANA21NANA987NANANANANANANANA10NANA60NANANANANA51NANA480621NA468006000NANANANANANA;15;15;1.0;16.0;17.0;0.9411764705882353
2023-2024;114;Copyright Board Canada;Commission du droit d'auteur Canada;0;2;0.0;3023;00;00;00;000000;2;2;1.0;0.0;0.0;
2023-2024;117;Correctional Service Canada;Service correctionnel Canada;1;5;0.2;NANANA901ND;NANANA1ND;NANANA616ND;NANANA0ND;NANANANANANANANANA0510NDNDND;2;5;0.4;6.0;8.0;0.75
2023-2024;118;Courts Administration Service;Service administratif des tribunaux judiciaires;0;2;0.0;NANA;NDND;NDND;NDND;NANDNDNANDND;0;2;0.0;;;
2023-2024;129;Crown-Indigenous Relations and Northern Affairs Canada;Relations Couronne-Autochtones et Affaires du Nord Canada;1;39;0.02564102564102564;NANANA1493NA00ND003115000NANANANANA0220NANANANAND33NANANANANANANANANANANA;NANANA0NA00ND0000000NA398NA0ND00NANANANANA0NANANANANA00000NA;NANANA0NA00ND0000014401350NA34NANANDNAND0ND72NANANA00000NA;NANANA0NA00ND0000000NANANANANA00NANANANAND0NANANANANA00000NA;NANANANANANANANANA000NANANA00ND000NDND240000001190000000000000000NA31935NA83972NA400NA020NAND0000015NANA64NANA35NANA16NANANANDNDND0014NANA16NANA27NANANANANANANANANA00100440004102000NANA142;30;39;0.7692307692307693;19.0;19.0;1.0
2023-2024;124;Department of Finance Canada;Ministère des Finances Canada;1;4;0.25;NANANANA;NANANANA;NANANANA;NANANANA;NANA176648NANANANANANANANANA;0;4;0.0;;;
2023-2024;348;Department of Indigenous Services;Ministère des Services aux Autochtones;9;88;0.10227272727272728;00000000000000000000000000000000000000010600015000000000000000000000000000000000000000000000;00000000000000000000000000005061900000000000000000000000000000000000000000000000000000000000;0000000000000000000000762800080233338194400000000002800000000000000000000000000000000000000700000000;0000000000000000000000000000183173769000000000010000000000000000000000000000000000000002000000000;0000000015900000000000000000000057600790056400953000000000000000000000000000000000000000070027320000000000000000000000000000000000060100000000000000000000000000000000000000000000000000000000000000000000000000000000000204000000000000000000000000000000003090164126860016800925401000020700340000000019;15;88;0.17045454545454544;10.0;24.0;0.4166666666666667
2023-2024;132;Department of Justice Canada;Ministère de la Justice Canada;7;15;0.4666666666666667;000040351830000000037;0000000320000000;00000000003240000;000000000000000;000000007006900110908530420120000000000000076600000000000201;0;15;0.0;;;
2023-2024;128;Employment and Social Development Canada;Emploi et Développement social Canada;14;31;0.45161290322580644;ND1578578677NANA19011213923821143NANANANA3071175NANANDNANA199527851813145520NDND52874ND574788033NA83833912642NA;NDNANANANANANANANANANANANANANA623NANANANANDNDNDNDND2056NANANDNANA;ND165574NANA5566326027029532NANANA1002451NANANDNANANANANANDNDNDNDND19823743NA3689117NA;NDNA174NANANANANANANANA3981638NANANANDNANANANANDNDNDNDNDNDNANA17178060NA;NDND5NANANANANANANANANANANANA792317NANANANANANANANANANANANANANA1679609NANANANANA55298NANA467043NANA262NDNDNDNA11138NANANANANANA42754NANA42754NANANDND8829NDNDND5558NDND4640NDND456NDNDND9442382803NANANANANA337384NDNDNANANANANA680;29;31;0.9354838709677419;45.0;74.0;0.6081081081081081
2023-2024;137;Environment and Climate Change Canada;Environnement et Changement climatique Canada;4;49;0.08163265306122448;202308760NANANA675NA14NANANANANANA92NANA13828137NA500NANA2190NA13NA93231282863658NANANA82982617NA191NA16870NA118NANANA196;NA0NANANANANANANANANANANANANANA20NA0NANA0NANANANANANANANANANANANANANANANANANANANANANANANANANA;410NANANANANANANANANANANANANANANA0NA0NANA0NANANANANA4NANANANA3711NANANANANANDNA4158NANANANANANANA;NA0NANANANANANANANANANANANANANA100NA0NANA0NANANANANA0NANANANANANANANANANANANANANANANANANANANA;NANANA004NANANANANANANANANANANANANANANANANANANANANANANANANANA81NANANANANANANANANANANANANANANANANANANANA21NANANANANA0NANANANANANANANA50NANANANANANANANANANANANANANANANANA336NANANANANANANANANANANANANANA485718NANANANANANANANANANANANANANANA4NDNDNANANANANANANANANANANANANANANANANANANANANANANANANANANA;40;49;0.8163265306122449;41.0;55.0;0.7454545454545455
2023-2024;561;Federal Economic Development Agency for Northern Ontario;Agence fédérale de développement économique pour le Nord de l’Ontario;0;2;0.0;NANA;NANA;NDNA;NANA;152NDNDNANANA;1;2;0.5;1.0;3.0;0.3333333333333333
2023-2024;150;Federal Economic Development Agency for Southern Ontario;Agence fédérale de développement économique pour le Sud de l'Ontario;1;2;0.5;9890;00;NA0;00;NANANA000;1;2;0.5;2.0;2.0;1.0
2023-2024;151;Financial Consumer Agency of Canada;Agence de la consommation en matière financière du Canada;1;2;0.5;6472388;17304031;58213;00;006900141;1;2;0.5;0.0;1.0;0.0
2023-2024;152;Financial Transactions and Reports Analysis Centre of Canada;Centre d'analyse des opérations et déclarations financières du Canada;0;6;0.0;006949158900;001500000;000000;000000;000000000000000000;3;6;0.5;0.0;0.0;
