fiscal_yr;service_id;online_interaction_point;activation;online_interaction_point_sort
2021-2022;2576;application;Y;3
2021-2022;2576;decision;Y;4
2021-2022;2576;issuance;Y;5
2021-2022;2576;feedback;Y;6
2022-2023;2577;registration;;1
2022-2023;2577;authentication;;2
2022-2023;2577;application;;3
2022-2023;2577;decision;;4
2022-2023;2577;issuance;;5
2022-2023;2577;feedback;N;6
2020-2021;2579;registration;N;1
2020-2021;2579;authentication;N;2
2020-2021;2579;application;N;3
2020-2021;2579;decision;N;4
2020-2021;2579;issuance;N;5
2020-2021;2579;feedback;N;6
2022-2023;2585;registration;Y;1
2022-2023;2585;authentication;Y;2
2022-2023;2585;application;Y;3
2022-2023;2585;decision;Y;4
2022-2023;2585;issuance;Y;5
2022-2023;2585;feedback;Y;6
2022-2023;2586;registration;Y;1
2022-2023;2586;authentication;Y;2
2022-2023;2586;application;Y;3
2022-2023;2586;decision;Y;4
2022-2023;2586;issuance;Y;5
2022-2023;2586;feedback;Y;6
2022-2023;2587;registration;N;1
2022-2023;2587;authentication;N;2
2022-2023;2587;application;Y;3
2022-2023;2587;decision;N;4
2022-2023;2587;issuance;N;5
2022-2023;2587;feedback;N;6
2022-2023;2588;registration;Y;1
2022-2023;2588;authentication;Y;2
2022-2023;2588;application;Y;3
2022-2023;2588;decision;Y;4
2022-2023;2588;issuance;Y;5
2022-2023;2588;feedback;Y;6
2022-2023;2589;registration;Y;1
2022-2023;2589;authentication;Y;2
2022-2023;2589;application;Y;3
2022-2023;2589;decision;Y;4
2022-2023;2589;issuance;Y;5
2022-2023;2589;feedback;Y;6
2022-2023;2590;registration;Y;1
2022-2023;2590;authentication;Y;2
2022-2023;2590;application;Y;3
2022-2023;2590;decision;Y;4
2022-2023;2590;issuance;Y;5
2022-2023;2590;feedback;Y;6
2020-2021;2591;registration;Y;1
2020-2021;2591;authentication;Y;2
2020-2021;2591;application;Y;3
2020-2021;2591;decision;Y;4
2020-2021;2591;issuance;Y;5
2020-2021;2591;feedback;Y;6
2022-2023;2592;registration;Y;1
2022-2023;2592;authentication;Y;2
2022-2023;2592;application;Y;3
2022-2023;2592;decision;Y;4
2022-2023;2592;issuance;Y;5
2022-2023;2592;feedback;Y;6
2022-2023;2593;registration;Y;1
2022-2023;2593;authentication;Y;2
2022-2023;2593;application;Y;3
2022-2023;2593;decision;Y;4
2022-2023;2593;issuance;Y;5
2022-2023;2593;feedback;Y;6
2022-2023;2594;registration;;1
2022-2023;2594;authentication;;2
2022-2023;2594;application;;3
2022-2023;2594;decision;;4
2022-2023;2594;issuance;;5
2022-2023;2594;feedback;Y;6
2022-2023;2595;registration;;1
2022-2023;2595;authentication;;2
2022-2023;2595;application;;3
2022-2023;2595;decision;;4
2022-2023;2595;issuance;;5
2022-2023;2595;feedback;;6
2022-2023;2596;registration;Y;1
2022-2023;2596;authentication;Y;2
2022-2023;2596;application;Y;3
2022-2023;2596;decision;N;4
2022-2023;2596;issuance;N;5
2022-2023;2596;feedback;N;6
2022-2023;2597;registration;;1
2022-2023;2597;authentication;;2
2022-2023;2597;application;Y;3
2022-2023;2597;decision;;4
2022-2023;2597;issuance;;5
2022-2023;2597;feedback;;6
2022-2023;2598;registration;Y;1
2022-2023;2598;authentication;Y;2
2022-2023;2598;application;Y;3
2022-2023;2598;decision;Y;4
2022-2023;2598;issuance;Y;5
2022-2023;2598;feedback;Y;6
2021-2022;2599;registration;N;1
2021-2022;2599;authentication;N;2
2021-2022;2599;application;N;3
2021-2022;2599;decision;N;4
2021-2022;2599;issuance;N;5
2021-2022;2599;feedback;N;6
2021-2022;26;registration;;1
2021-2022;26;authentication;;2
2021-2022;26;application;Y;3
2021-2022;26;decision;;4
2021-2022;26;issuance;Y;5
2021-2022;26;feedback;Y;6
2022-2023;2600;registration;Y;1
2022-2023;2600;authentication;Y;2
2022-2023;2600;application;Y;3
2022-2023;2600;decision;Y;4
2022-2023;2600;issuance;;5
2022-2023;2600;feedback;Y;6
2022-2023;2601;registration;Y;1
2022-2023;2601;authentication;Y;2
2022-2023;2601;application;Y;3
2022-2023;2601;decision;Y;4
2022-2023;2601;issuance;Y;5
2022-2023;2601;feedback;Y;6
2022-2023;2602;registration;N;1
2022-2023;2602;authentication;N;2
2022-2023;2602;application;N;3
2022-2023;2602;decision;N;4
2022-2023;2602;issuance;N;5
2022-2023;2602;feedback;N;6
2022-2023;2603;registration;;1
2022-2023;2603;authentication;;2
2022-2023;2603;application;;3
2022-2023;2603;decision;;4
2022-2023;2603;issuance;;5
2022-2023;2603;feedback;;6
2022-2023;2604;registration;N;1
2022-2023;2604;authentication;N;2
2022-2023;2604;application;N;3
2022-2023;2604;decision;N;4
2022-2023;2604;issuance;N;5
2022-2023;2604;feedback;N;6
2022-2023;2605;registration;;1
2022-2023;2605;authentication;;2
2022-2023;2605;application;;3
2022-2023;2605;decision;;4
2022-2023;2605;issuance;;5
2022-2023;2605;feedback;;6
2022-2023;2606;registration;N;1
2022-2023;2606;authentication;N;2
2022-2023;2606;application;N;3
2022-2023;2606;decision;N;4
2022-2023;2606;issuance;N;5
2022-2023;2606;feedback;N;6
2022-2023;2607;registration;N;1
2022-2023;2607;authentication;N;2
2022-2023;2607;application;N;3
2022-2023;2607;decision;N;4
2022-2023;2607;issuance;N;5
2022-2023;2607;feedback;N;6
2022-2023;2608;registration;N;1
2022-2023;2608;authentication;N;2
2022-2023;2608;application;N;3
2022-2023;2608;decision;N;4
2022-2023;2608;issuance;N;5
2022-2023;2608;feedback;N;6
2022-2023;2609;registration;N;1
2022-2023;2609;authentication;N;2
2022-2023;2609;application;N;3
2022-2023;2609;decision;N;4
2022-2023;2609;issuance;N;5
2022-2023;2609;feedback;N;6
2019-2020;261;registration;N;1
2019-2020;261;authentication;N;2
2019-2020;261;application;N;3
2019-2020;261;decision;N;4
2019-2020;261;issuance;N;5
2019-2020;261;feedback;N;6
2022-2023;2610;registration;N;1
2022-2023;2610;authentication;N;2
2022-2023;2610;application;N;3
2022-2023;2610;decision;N;4
2022-2023;2610;issuance;N;5
2022-2023;2610;feedback;N;6
2022-2023;2611;registration;;1
2022-2023;2611;authentication;;2
2022-2023;2611;application;N;3
2022-2023;2611;decision;;4
2022-2023;2611;issuance;Y;5
2022-2023;2611;feedback;Y;6
2022-2023;2612;registration;;1
2022-2023;2612;authentication;;2
2022-2023;2612;application;N;3
2022-2023;2612;decision;;4
2022-2023;2612;issuance;Y;5
2022-2023;2612;feedback;Y;6
2022-2023;2613;registration;;1
2022-2023;2613;authentication;;2
2022-2023;2613;application;N;3
2022-2023;2613;decision;;4
2022-2023;2613;issuance;Y;5
2022-2023;2613;feedback;Y;6
2022-2023;2614;registration;;1
2022-2023;2614;authentication;;2
2022-2023;2614;application;Y;3
2022-2023;2614;decision;;4
2022-2023;2614;issuance;Y;5
2022-2023;2614;feedback;Y;6
2021-2022;2616;registration;;1
2021-2022;2616;authentication;;2
2021-2022;2616;application;;3
2021-2022;2616;decision;;4
2021-2022;2616;issuance;;5
2021-2022;2616;feedback;;6
2022-2023;2617;registration;N;1
2022-2023;2617;authentication;N;2
2022-2023;2617;application;N;3
2022-2023;2617;decision;N;4
2022-2023;2617;issuance;N;5
2022-2023;2617;feedback;N;6
2022-2023;2618;registration;Y;1
2022-2023;2618;authentication;Y;2
2022-2023;2618;application;Y;3
2022-2023;2618;decision;N;4
2022-2023;2618;issuance;N;5
2022-2023;2618;feedback;N;6
2022-2023;2619;registration;N;1
2022-2023;2619;authentication;N;2
2022-2023;2619;application;N;3
2022-2023;2619;decision;N;4
2022-2023;2619;issuance;N;5
2022-2023;2619;feedback;N;6
2020-2021;262;registration;Y;1
2020-2021;262;authentication;Y;2
2020-2021;262;application;Y;3
2020-2021;262;decision;Y;4
2020-2021;262;issuance;Y;5
2020-2021;262;feedback;N;6
2022-2023;2620;registration;;1
2022-2023;2620;authentication;;2
2022-2023;2620;application;N;3
2022-2023;2620;decision;;4
2022-2023;2620;issuance;Y;5
2022-2023;2620;feedback;Y;6
2020-2021;2621;registration;N;1
2020-2021;2621;authentication;N;2
2020-2021;2621;application;N;3
2020-2021;2621;decision;N;4
2020-2021;2621;issuance;N;5
2020-2021;2621;feedback;N;6
2020-2021;2622;registration;N;1
2020-2021;2622;authentication;N;2
2020-2021;2622;application;N;3
2020-2021;2622;decision;N;4
2020-2021;2622;issuance;N;5
2020-2021;2622;feedback;N;6
2020-2021;2623;registration;N;1
2020-2021;2623;authentication;N;2
2020-2021;2623;application;N;3
2020-2021;2623;decision;N;4
2020-2021;2623;issuance;N;5
2020-2021;2623;feedback;N;6
2020-2021;2624;registration;N;1
2020-2021;2624;authentication;N;2
2020-2021;2624;application;N;3
2020-2021;2624;decision;N;4
2020-2021;2624;issuance;N;5
2020-2021;2624;feedback;N;6
2020-2021;2625;registration;N;1
2020-2021;2625;authentication;N;2
2020-2021;2625;application;N;3
2020-2021;2625;decision;N;4
2020-2021;2625;issuance;N;5
2020-2021;2625;feedback;N;6
2022-2023;2626;registration;;1
2022-2023;2626;authentication;;2
2022-2023;2626;application;;3
2022-2023;2626;decision;;4
2022-2023;2626;issuance;;5
2022-2023;2626;feedback;;6
2020-2021;2627;registration;N;1
2020-2021;2627;authentication;N;2
2020-2021;2627;application;N;3
2020-2021;2627;decision;N;4
2020-2021;2627;issuance;N;5
2020-2021;2627;feedback;N;6
2020-2021;2628;registration;N;1
2020-2021;2628;authentication;N;2
2020-2021;2628;application;N;3
2020-2021;2628;decision;N;4
2020-2021;2628;issuance;N;5
2020-2021;2628;feedback;N;6
2020-2021;2629;registration;N;1
2020-2021;2629;authentication;N;2
2020-2021;2629;application;N;3
2020-2021;2629;decision;N;4
2020-2021;2629;issuance;N;5
2020-2021;2629;feedback;N;6
2022-2023;263;registration;Y;1
2022-2023;263;authentication;Y;2
2022-2023;263;application;;3
2022-2023;263;decision;N;4
2022-2023;263;issuance;N;5
2022-2023;263;feedback;N;6
2020-2021;2630;registration;N;1
2020-2021;2630;authentication;N;2
2020-2021;2630;application;N;3
2020-2021;2630;decision;N;4
2020-2021;2630;issuance;N;5
2020-2021;2630;feedback;N;6
2022-2023;2631;registration;;1
2022-2023;2631;authentication;;2
2022-2023;2631;application;;3
2022-2023;2631;decision;;4
2022-2023;2631;issuance;;5
2022-2023;2631;feedback;;6
2022-2023;2632;registration;N;1
2022-2023;2632;authentication;N;2
2022-2023;2632;application;N;3
2022-2023;2632;decision;N;4
2022-2023;2632;issuance;N;5
2022-2023;2632;feedback;N;6
2022-2023;2633;registration;N;1
2022-2023;2633;authentication;N;2
2022-2023;2633;application;N;3
2022-2023;2633;decision;N;4
2022-2023;2633;issuance;N;5
2022-2023;2633;feedback;N;6
2022-2023;2634;registration;N;1
2022-2023;2634;authentication;N;2
2022-2023;2634;application;N;3
2022-2023;2634;decision;N;4
2022-2023;2634;issuance;N;5
2022-2023;2634;feedback;N;6
2022-2023;2635;registration;N;1
2022-2023;2635;authentication;N;2
2022-2023;2635;application;N;3
2022-2023;2635;decision;N;4
2022-2023;2635;issuance;N;5
2022-2023;2635;feedback;N;6
2022-2023;2636;registration;;1
2022-2023;2636;authentication;;2
2022-2023;2636;application;;3
2022-2023;2636;decision;;4
2022-2023;2636;issuance;;5
2022-2023;2636;feedback;;6
2022-2023;2637;registration;N;1
2022-2023;2637;authentication;N;2
2022-2023;2637;application;N;3
2022-2023;2637;decision;N;4
2022-2023;2637;issuance;N;5
2022-2023;2637;feedback;N;6
2022-2023;2638;registration;N;1
2022-2023;2638;authentication;N;2
2022-2023;2638;application;N;3
2022-2023;2638;decision;N;4
2022-2023;2638;issuance;N;5
2022-2023;2638;feedback;N;6
2021-2022;2641;registration;Y;1
2021-2022;2641;authentication;Y;2
2021-2022;2641;application;Y;3
2021-2022;2641;decision;Y;4
2021-2022;2641;issuance;Y;5
2021-2022;2641;feedback;N;6
2021-2022;2642;registration;Y;1
2021-2022;2642;authentication;Y;2
2021-2022;2642;application;Y;3
2021-2022;2642;decision;Y;4
2021-2022;2642;issuance;Y;5
2021-2022;2642;feedback;N;6
2022-2023;265;registration;Y;1
2022-2023;265;authentication;Y;2
2022-2023;265;application;;3
2022-2023;265;decision;N;4
2022-2023;265;issuance;N;5
2022-2023;265;feedback;N;6
2022-2023;267;registration;Y;1
2022-2023;267;authentication;Y;2
2022-2023;267;application;Y;3
2022-2023;267;decision;Y;4
2022-2023;267;issuance;N;5
2022-2023;267;feedback;N;6
2022-2023;268;registration;Y;1
2022-2023;268;authentication;Y;2
2022-2023;268;application;Y;3
2022-2023;268;decision;Y;4
2022-2023;268;issuance;N;5
2022-2023;268;feedback;N;6
2021-2022;27;registration;;1
2021-2022;27;authentication;;2
2021-2022;27;application;;3
2021-2022;27;decision;;4
2021-2022;27;issuance;Y;5
2021-2022;27;feedback;;6
2022-2023;278;registration;;1
2022-2023;278;authentication;;2
2022-2023;278;application;;3
2022-2023;278;decision;;4
2022-2023;278;issuance;;5
2022-2023;278;feedback;;6
2021-2022;28;registration;;1
2021-2022;28;authentication;;2
2021-2022;28;application;;3
2021-2022;28;decision;;4
2021-2022;28;issuance;Y;5
2021-2022;28;feedback;;6
2022-2023;280;registration;;1
2022-2023;280;authentication;;2
2022-2023;280;application;;3
2022-2023;280;decision;;4
2022-2023;280;issuance;;5
2022-2023;280;feedback;;6
2022-2023;282;registration;N;1
2022-2023;282;authentication;N;2
2022-2023;282;application;N;3
2022-2023;282;decision;N;4
2022-2023;282;issuance;N;5
2022-2023;282;feedback;N;6
2022-2023;283;registration;N;1
2022-2023;283;authentication;N;2
2022-2023;283;application;N;3
2022-2023;283;decision;N;4
2022-2023;283;issuance;N;5
2022-2023;283;feedback;N;6
2022-2023;284;registration;N;1
2022-2023;284;authentication;N;2
2022-2023;284;application;N;3
2022-2023;284;decision;N;4
2022-2023;284;issuance;N;5
2022-2023;284;feedback;N;6
2022-2023;285;registration;N;1
2022-2023;285;authentication;N;2
2022-2023;285;application;N;3
2022-2023;285;decision;N;4
2022-2023;285;issuance;N;5
2022-2023;285;feedback;N;6
2022-2023;288;registration;N;1
2022-2023;288;authentication;N;2
2022-2023;288;application;Y;3
2022-2023;288;decision;N;4
2022-2023;288;issuance;N;5
2022-2023;288;feedback;N;6
2020-2021;289;registration;N;1
2020-2021;289;authentication;N;2
2020-2021;289;application;Y;3
2020-2021;289;decision;N;4
2020-2021;289;issuance;N;5
2020-2021;289;feedback;N;6
2021-2022;29;registration;;1
2021-2022;29;authentication;;2
2021-2022;29;application;;3
2021-2022;29;decision;;4
2021-2022;29;issuance;;5
2021-2022;29;feedback;;6
2022-2023;290;registration;N;1
2022-2023;290;authentication;N;2
2022-2023;290;application;Y;3
2022-2023;290;decision;N;4
2022-2023;290;issuance;N;5
2022-2023;290;feedback;N;6
2022-2023;291;registration;N;1
2022-2023;291;authentication;N;2
2022-2023;291;application;Y;3
2022-2023;291;decision;N;4
2022-2023;291;issuance;N;5
2022-2023;291;feedback;N;6
2022-2023;292;registration;N;1
2022-2023;292;authentication;N;2
2022-2023;292;application;Y;3
2022-2023;292;decision;N;4
2022-2023;292;issuance;N;5
2022-2023;292;feedback;N;6
2022-2023;293;registration;N;1
2022-2023;293;authentication;N;2
2022-2023;293;application;Y;3
2022-2023;293;decision;N;4
2022-2023;293;issuance;N;5
2022-2023;293;feedback;N;6
2022-2023;294;registration;N;1
2022-2023;294;authentication;N;2
2022-2023;294;application;Y;3
2022-2023;294;decision;N;4
2022-2023;294;issuance;N;5
2022-2023;294;feedback;N;6
2022-2023;296;registration;N;1
2022-2023;296;authentication;N;2
2022-2023;296;application;N;3
2022-2023;296;decision;N;4
2022-2023;296;issuance;N;5
2022-2023;296;feedback;N;6
2022-2023;299;registration;N;1
2022-2023;299;authentication;N;2
2022-2023;299;application;Y;3
2022-2023;299;decision;N;4
2022-2023;299;issuance;N;5
2022-2023;299;feedback;N;6
2022-2023;3;registration;Y;1
2022-2023;3;authentication;Y;2
2022-2023;3;application;Y;3
2022-2023;3;decision;Y;4
2022-2023;3;issuance;Y;5
2022-2023;3;feedback;N;6
2021-2022;30;registration;Y;1
2021-2022;30;authentication;Y;2
2021-2022;30;application;Y;3
2021-2022;30;decision;Y;4
2021-2022;30;issuance;Y;5
2021-2022;30;feedback;Y;6
2022-2023;304;registration;N;1
2022-2023;304;authentication;N;2
2022-2023;304;application;Y;3
2022-2023;304;decision;N;4
2022-2023;304;issuance;N;5
2022-2023;304;feedback;N;6
2022-2023;309;registration;N;1
2022-2023;309;authentication;N;2
2022-2023;309;application;Y;3
2022-2023;309;decision;;4
2022-2023;309;issuance;;5
2022-2023;309;feedback;N;6
2021-2022;31;registration;N;1
2021-2022;31;authentication;Y;2
2021-2022;31;application;Y;3
2021-2022;31;decision;Y;4
2021-2022;31;issuance;Y;5
2021-2022;31;feedback;Y;6
2022-2023;314;registration;N;1
2022-2023;314;authentication;N;2
2022-2023;314;application;N;3
2022-2023;314;decision;N;4
2022-2023;314;issuance;N;5
2022-2023;314;feedback;N;6
2021-2022;315;registration;N;1
2021-2022;315;authentication;N;2
2021-2022;315;application;Y;3
2021-2022;315;decision;N;4
2021-2022;315;issuance;N;5
2021-2022;315;feedback;N;6
2021-2022;32;registration;N;1
2021-2022;32;authentication;Y;2
2021-2022;32;application;Y;3
2021-2022;32;decision;Y;4
2021-2022;32;issuance;Y;5
2021-2022;32;feedback;Y;6
2021-2022;324;registration;;1
2021-2022;324;authentication;;2
2021-2022;324;application;;3
2021-2022;324;decision;;4
2021-2022;324;issuance;;5
2021-2022;324;feedback;;6
2018-2019;33;registration;Y;1
2018-2019;33;authentication;Y;2
2018-2019;33;application;Y;3
2018-2019;33;decision;N;4
2018-2019;33;issuance;N;5
2018-2019;33;feedback;N;6
2022-2023;335;registration;N;1
2022-2023;335;authentication;N;2
2022-2023;335;application;Y;3
2022-2023;335;decision;N;4
2022-2023;335;issuance;N;5
2022-2023;335;feedback;N;6
2022-2023;337;registration;N;1
2022-2023;337;authentication;N;2
2022-2023;337;application;Y;3
2022-2023;337;decision;N;4
2022-2023;337;issuance;N;5
2022-2023;337;feedback;N;6
2022-2023;339;registration;;1
2022-2023;339;authentication;;2
2022-2023;339;application;;3
2022-2023;339;decision;;4
2022-2023;339;issuance;;5
2022-2023;339;feedback;;6
2022-2023;34;registration;Y;1
2022-2023;34;authentication;Y;2
2022-2023;34;application;N;3
2022-2023;34;decision;N;4
2022-2023;34;issuance;N;5
2022-2023;34;feedback;N;6
2022-2023;341;registration;N;1
2022-2023;341;authentication;N;2
2022-2023;341;application;N;3
2022-2023;341;decision;N;4
2022-2023;341;issuance;N;5
2022-2023;341;feedback;N;6
2022-2023;344;registration;N;1
2022-2023;344;authentication;N;2
2022-2023;344;application;Y;3
2022-2023;344;decision;N;4
2022-2023;344;issuance;N;5
2022-2023;344;feedback;N;6
2018-2019;35;registration;Y;1
2018-2019;35;authentication;Y;2
2018-2019;35;application;N;3
2018-2019;35;decision;N;4
2018-2019;35;issuance;N;5
2018-2019;35;feedback;N;6
2022-2023;351;registration;N;1
2022-2023;351;authentication;N;2
2022-2023;351;application;N;3
2022-2023;351;decision;N;4
2022-2023;351;issuance;N;5
2022-2023;351;feedback;N;6
2022-2023;352;registration;N;1
2022-2023;352;authentication;N;2
2022-2023;352;application;N;3
2022-2023;352;decision;N;4
2022-2023;352;issuance;N;5
2022-2023;352;feedback;N;6
2021-2022;353;registration;N;1
2021-2022;353;authentication;N;2
2021-2022;353;application;N;3
2021-2022;353;decision;N;4
2021-2022;353;issuance;N;5
2021-2022;353;feedback;N;6
2021-2022;354;registration;N;1
2021-2022;354;authentication;N;2
2021-2022;354;application;N;3
2021-2022;354;decision;N;4
2021-2022;354;issuance;N;5
2021-2022;354;feedback;N;6
2022-2023;355;registration;;1
2022-2023;355;authentication;;2
2022-2023;355;application;;3
2022-2023;355;decision;;4
2022-2023;355;issuance;;5
2022-2023;355;feedback;;6
2022-2023;356;registration;;1
2022-2023;356;authentication;;2
2022-2023;356;application;;3
2022-2023;356;decision;;4
2022-2023;356;issuance;;5
2022-2023;356;feedback;;6
2022-2023;357;registration;Y;1
2022-2023;357;authentication;Y;2
2022-2023;357;application;Y;3
2022-2023;357;decision;Y;4
2022-2023;357;issuance;Y;5
2022-2023;357;feedback;Y;6
2022-2023;36;registration;Y;1
2022-2023;36;authentication;Y;2
2022-2023;36;application;;3
2022-2023;36;decision;N;4
2022-2023;36;issuance;Y;5
2022-2023;36;feedback;Y;6
2022-2023;37;registration;Y;1
2022-2023;37;authentication;Y;2
2022-2023;37;application;;3
2022-2023;37;decision;;4
2022-2023;37;issuance;;5
2022-2023;37;feedback;;6
2022-2023;38;registration;Y;1
2022-2023;38;authentication;Y;2
2022-2023;38;application;;3
2022-2023;38;decision;;4
2022-2023;38;issuance;;5
2022-2023;38;feedback;;6
2018-2019;39;registration;Y;1
2018-2019;39;authentication;Y;2
2018-2019;39;application;N;3
2018-2019;39;decision;N;4
2018-2019;39;issuance;N;5
2018-2019;39;feedback;N;6
2022-2023;4;registration;;1
2022-2023;4;authentication;;2
2022-2023;4;application;Y;3
2022-2023;4;decision;;4
2022-2023;4;issuance;;5
2022-2023;4;feedback;;6
2018-2019;40;registration;Y;1
2018-2019;40;authentication;Y;2
2018-2019;40;application;N;3
2018-2019;40;decision;N;4
2018-2019;40;issuance;N;5
2018-2019;40;feedback;N;6
2018-2019;41;registration;Y;1
2018-2019;41;authentication;Y;2
2018-2019;41;application;N;3
2018-2019;41;decision;N;4
2018-2019;41;issuance;N;5
2018-2019;41;feedback;N;6
2022-2023;423;registration;N;1
2022-2023;423;authentication;N;2
2022-2023;423;application;N;3
2022-2023;423;decision;N;4
2022-2023;423;issuance;N;5
2022-2023;423;feedback;N;6
2019-2020;424;registration;N;1
2019-2020;424;authentication;N;2
2019-2020;424;application;N;3
2019-2020;424;decision;N;4
2019-2020;424;issuance;N;5
2019-2020;424;feedback;N;6
2022-2023;425;registration;Y;1
2022-2023;425;authentication;Y;2
2022-2023;425;application;;3
2022-2023;425;decision;Y;4
2022-2023;425;issuance;Y;5
2022-2023;425;feedback;Y;6
2021-2022;426;registration;N;1
2021-2022;426;authentication;Y;2
2021-2022;426;application;Y;3
2021-2022;426;decision;Y;4
2021-2022;426;issuance;Y;5
2021-2022;426;feedback;Y;6
2021-2022;427;registration;N;1
2021-2022;427;authentication;Y;2
2021-2022;427;application;Y;3
2021-2022;427;decision;Y;4
2021-2022;427;issuance;Y;5
2021-2022;427;feedback;Y;6
2021-2022;428;registration;;1
2021-2022;428;authentication;Y;2
2021-2022;428;application;Y;3
2021-2022;428;decision;;4
2021-2022;428;issuance;;5
2021-2022;428;feedback;Y;6
2021-2022;429;registration;Y;1
2021-2022;429;authentication;;2
2021-2022;429;application;;3
2021-2022;429;decision;N;4
2021-2022;429;issuance;N;5
2021-2022;429;feedback;;6
2018-2019;44;registration;Y;1
2018-2019;44;authentication;Y;2
2018-2019;44;application;N;3
2018-2019;44;decision;N;4
2018-2019;44;issuance;N;5
2018-2019;44;feedback;N;6
2018-2019;45;registration;Y;1
2018-2019;45;authentication;Y;2
2018-2019;45;application;N;3
2018-2019;45;decision;;4
2018-2019;45;issuance;N;5
2018-2019;45;feedback;N;6
2022-2023;46;registration;Y;1
2022-2023;46;authentication;Y;2
2022-2023;46;application;;3
2022-2023;46;decision;N;4
2022-2023;46;issuance;N;5
2022-2023;46;feedback;Y;6
2022-2023;47;registration;Y;1
2022-2023;47;authentication;Y;2
2022-2023;47;application;N;3
2022-2023;47;decision;N;4
2022-2023;47;issuance;N;5
2022-2023;47;feedback;N;6
2022-2023;48;registration;Y;1
2022-2023;48;authentication;Y;2
2022-2023;48;application;Y;3
2022-2023;48;decision;N;4
2022-2023;48;issuance;N;5
2022-2023;48;feedback;;6
2018-2019;49;registration;Y;1
2018-2019;49;authentication;Y;2
2018-2019;49;application;Y;3
2018-2019;49;decision;Y;4
2018-2019;49;issuance;Y;5
2018-2019;49;feedback;Y;6
2022-2023;5;registration;;1
2022-2023;5;authentication;;2
2022-2023;5;application;;3
2022-2023;5;decision;;4
2022-2023;5;issuance;;5
2022-2023;5;feedback;;6
2018-2019;50;registration;Y;1
2018-2019;50;authentication;Y;2
2018-2019;50;application;Y;3
2018-2019;50;decision;Y;4
2018-2019;50;issuance;Y;5
2018-2019;50;feedback;Y;6
2018-2019;51;registration;Y;1
2018-2019;51;authentication;Y;2
2018-2019;51;application;N;3
2018-2019;51;decision;N;4
2018-2019;51;issuance;N;5
2018-2019;51;feedback;N;6
2018-2019;52;registration;Y;1
2018-2019;52;authentication;Y;2
2018-2019;52;application;N;3
2018-2019;52;decision;N;4
2018-2019;52;issuance;N;5
2018-2019;52;feedback;N;6
2022-2023;53;registration;Y;1
2022-2023;53;authentication;Y;2
2022-2023;53;application;N;3
2022-2023;53;decision;Y;4
2022-2023;53;issuance;Y;5
2022-2023;53;feedback;Y;6
2019-2020;57;registration;Y;1
2019-2020;57;authentication;N;2
2019-2020;57;application;Y;3
2019-2020;57;decision;N;4
2019-2020;57;issuance;N;5
2019-2020;57;feedback;N;6
2022-2023;6;registration;;1
2022-2023;6;authentication;;2
2022-2023;6;application;;3
2022-2023;6;decision;;4
2022-2023;6;issuance;;5
2022-2023;6;feedback;;6
2022-2023;655;registration;;1
2022-2023;655;authentication;Y;2
2022-2023;655;application;;3
2022-2023;655;decision;;4
2022-2023;655;issuance;;5
2022-2023;655;feedback;;6
2022-2023;656;registration;;1
2022-2023;656;authentication;;2
2022-2023;656;application;;3
2022-2023;656;decision;;4
2022-2023;656;issuance;;5
2022-2023;656;feedback;;6
2021-2022;657;registration;N;1
2021-2022;657;authentication;N;2
2021-2022;657;application;N;3
2021-2022;657;decision;N;4
2021-2022;657;issuance;N;5
2021-2022;657;feedback;N;6
2018-2019;658;registration;Y;1
2018-2019;658;authentication;Y;2
2018-2019;658;application;Y;3
2018-2019;658;decision;Y;4
2018-2019;658;issuance;Y;5
2018-2019;658;feedback;Y;6
2022-2023;659;registration;Y;1
2022-2023;659;authentication;Y;2
2022-2023;659;application;Y;3
2022-2023;659;decision;Y;4
2022-2023;659;issuance;Y;5
2022-2023;659;feedback;Y;6
2022-2023;660;registration;Y;1
2022-2023;660;authentication;Y;2
2022-2023;660;application;N;3
2022-2023;660;decision;Y;4
2022-2023;660;issuance;Y;5
2022-2023;660;feedback;Y;6
2022-2023;661;registration;Y;1
2022-2023;661;authentication;Y;2
2022-2023;661;application;N;3
2022-2023;661;decision;Y;4
2022-2023;661;issuance;Y;5
2022-2023;661;feedback;Y;6
2022-2023;662;registration;Y;1
2022-2023;662;authentication;Y;2
2022-2023;662;application;N;3
2022-2023;662;decision;Y;4
2022-2023;662;issuance;Y;5
2022-2023;662;feedback;Y;6
2022-2023;663;registration;Y;1
2022-2023;663;authentication;Y;2
2022-2023;663;application;Y;3
2022-2023;663;decision;Y;4
2022-2023;663;issuance;Y;5
2022-2023;663;feedback;Y;6
2022-2023;664;registration;Y;1
2022-2023;664;authentication;Y;2
2022-2023;664;application;Y;3
2022-2023;664;decision;Y;4
2022-2023;664;issuance;;5
2022-2023;664;feedback;Y;6
2022-2023;665;registration;N;1
2022-2023;665;authentication;N;2
2022-2023;665;application;N;3
2022-2023;665;decision;N;4
2022-2023;665;issuance;N;5
2022-2023;665;feedback;N;6
2022-2023;666;registration;N;1
2022-2023;666;authentication;N;2
2022-2023;666;application;N;3
2022-2023;666;decision;N;4
2022-2023;666;issuance;N;5
2022-2023;666;feedback;N;6
2022-2023;667;registration;Y;1
2022-2023;667;authentication;Y;2
2022-2023;667;application;Y;3
2022-2023;667;decision;Y;4
2022-2023;667;issuance;;5
2022-2023;667;feedback;Y;6
2022-2023;668;registration;N;1
