"fy_ef","organization_id","organization","core_responsibility","program_id","program_name","planned_spending_1","actual_spending","planned_spending_2","planned_spending_3","planned_ftes_1","actual_ftes","planned_ftes_2","planned_ftes_3","planning_explanation","variance_explanation"
"FY 2021-22",280,"Public Health Agency of Canada","Infectious Disease Prevention and Control","BVQ03","Vaccination",5484090527.00,3594145850.66,78697247.00,37032544.00,383.00,496.00,143.00,89.00,"Forecasting a reduction in spending for 2022-23 primarily due to a decrease in funding for COVID-19 activities related to Medical research and vaccine developments, Medical Countermeasures in Canada, and surge capacity for the Agency.
Forecasting a reduction in spending for 2023-24 primarily due to a decrease in funding for COVID-19 activities related to the acquisition of Medical Countermeasures in Canada.

Forecasting a reduction in FTEs for 2022-23 primarily due to a decrease in COVID-19 activities related to surge capacity for the Agency.
Forecasting a reduction in FTEs for 2023-24 primarily due to a decrease in COVID-19 activities related to the acquisition of Medical Countermeasures in Canada and for Innovative Technology.","Actual spending was lower than planned primarily due to less spending on vaccines than anticipated and will be moved to future years to match procurement and delivery timelines.

Actual full-time equivalents were higher than planned primarily due to additional staffing to support medical countermeasures and vaccine deployment."
"FY 2021-22",280,"Public Health Agency of Canada","Infectious Disease Prevention and Control","BVQ04","Foodborne and Zoonotic Diseases",25407367.00,21315162.96,18598833.00,18598833.00,144.00,126.00,106.00,106.00,"Forecasting a reduction in spending for 2022-23 primarily due to a decrease in funding for COVID-19 activities related to surge capacity for the Agency.

Forecasting a reduction in FTEs for 2022-23 primarily due to a decrease in COVID-19 activities related to the acquisition of Medical Countermeasures in Canada and for Innovative Technology.","Actual spending was lower than planned primarily due to less spending than anticipated to sustain the Agency's COVID-19 response.

Actual full-time equivalents were lower than planned primarily due to challenges in recruiting employees with the required level of training and expertise to effectively carry out the duties associated with these positions."
"FY 2021-22",280,"Public Health Agency of Canada","Health Security","BVR01","Emergency Preparedness and Response",1933326525.00,975567762.83,327467139.00,272256672.00,521.00,450.00,352.00,352.00,"Forecasting a reduction in spending for 2022-23 and 2023-24 primarily due to a decrease in funding for COVID-19 activities related to the acquisition of personal protective equipment and medical equipment and surge capacity for the Agency.

Forecasting a reduction in FTEs for 2022-23 primarily due to a decrease in COVID-19 activities related to surge capacity for the Agency.","Actual spending was lower than planned primarily due to less procurement of personal protective and medical equipment than anticipated.

Actual full-time equivalents were lower than planned primarily due to challenges in recruiting employees with the required level of training and expertise to effectively carry out the duties associated with these positions."
"FY 2021-22",280,"Public Health Agency of Canada","Health Security","BVR02","Biosecurity",14494771.00,97231425.01,9660797.00,9660797.00,331.00,300.00,91.00,91.00,"Forecasting a reduction in spending for 2022-23 primarily due to a decrease in funding for COVID-19 activities related to surge capacity for the Agency.

Forecasting a reduction in FTEs for 2022-23 primarily due to a decrease in COVID-19 activities related to surge capacity for the Agency along with Border and Travel Health and Isolation sites.","Actual spending was higher than planned primarily due to funding received during the year to support COVID-19 testing at Canada's borders.

Actual full-time equivalents were lower than planned primarily due to the reallocation of full-time equivalents to support border testing measures under the Border and Travel Health sub-program."
"FY 2021-22",280,"Public Health Agency of Canada","Health Security","BVR03","Border and Travel Health",190693510.00,277930316.15,5187324.00,5116287.00,401.00,698.00,32.00,32.00,"Forecasting a reduction in spending for 2022-23 primarily due to a decrease in funding for COVID-19 activities related to Border and Travel Health and Isolation sites.

Forecasting a reduction in FTEs for 2022-23 primarily due to a decrease in COVID-19 activities related to the Border and Travel Health and Isolation sites.","Actual spending was higher than planned primarily due to funding received during the year to support COVID-19 testing at Canada's borders.

Actual full-time equivalents were higher than planned primarily due to additional staff hired to support testing measures at Canada's borders."
"FY 2021-22",280,"Public Health Agency of Canada","Internal Services","ISS01","Management and Oversight Services",101916776.00,72772261.96,36963085.00,36605798.00,315.00,515.00,201.00,201.00,"Forecasting a reduction in spending for 2022-23 primarily due to a decrease in funding for COVID-19 activities related to surge capacity for the Agency.

Forecasting a reduction in FTEs for 2022-23 primarily due to a decrease in COVID-19 activities related to surge capacity for the Agency.","Actual spending was lower than planned primarily due to less spending to sustain the Agency's COVID-19 response than anticipated.

Actual full-time equivalents were higher than planned primarily due to reclassification of full-time equivalents originally planned in Communications, Human Resources Management and Information Technology sub-programs."
"FY 2021-22",280,"Public Health Agency of Canada","Internal Services","ISS02","Communications Services",40258143.00,36164055.00,10834092.00,10718577.00,118.00,0.00,75.00,75.00,"Forecasting a reduction in spending for 2022-23 primarily due to a decrease in funding for COVID-19 activities related to surge capacity for the Agency, Sero-Surveillance Consortium and Government advertising programs.

Forecasting a reduction in FTEs for 2022-23 primarily due to a decrease in COVID-19 activities related to surge capacity for the Agency.","Actual spending was lower than planned primarily due to a reclassification of expenditures to Health Promotion Immunization and Vaccine Preventable Disease.

Actual full-time equivalents were lower than planned due to the annual transfer of resources to Health Canada under the Shared Services Partnership Agreement and the reclassification of full-time equivalents originally planned in Communications to the Management and Oversight sub-program."
"FY 2021-22",280,"Public Health Agency of Canada","Internal Services","ISS03","Legal Services",1610867.00,7525417.84,1610867.00,1610867.00,0.00,0.00,0.00,0.00,,"Actual spending was higher than planned primarily due to an increased requirement for legal services related to the COVID-19 pandemic."
"FY 2021-22",280,"Public Health Agency of Canada","Internal Services","ISS04","Human Resources Management Services",19037426.00,18558675.57,7951227.00,7832547.00,161.00,0.00,102.00,102.00,"Forecasting a reduction in spending for 2022-23 primarily due to a decrease in funding for COVID-19 activities related to surge capacity for the Agency.

Forecasting a reduction in FTEs for 2022-23 primarily due to a decrease in COVID-19 activities related to surge capacity for the Agency.","Actual full-time equivalents were lower than planned due to the annual transfer of resources to Health Canada under the Shared Services Partnership Agreement and the reclassification of full-time equivalents originally planned in Human Resources Management to the Management and Oversight sub-program."
"FY 2021-22",280,"Public Health Agency of Canada","Internal Services","ISS05","Financial Management Services",21246885.00,22270701.06,12878129.00,12464431.00,162.00,142.00,103.00,103.00,"Forecasting a reduction in spending for 2022-23 primarily due to a decrease in funding for COVID-19 activities related to surge capacity for the Agency.

Forecasting a reduction in FTEs for 2022-23 primarily due to a decrease in COVID-19 activities related to surge capacity for the Agency.","Actual full-time equivalents were lower than planned primarily due to challenges in recruiting employees with the required level of training and expertise to effectively carry out the duties associated with these positions, and the annual transfer of resources to Health Canada under the Shared Services Partnership Agreement."
"FY 2021-22",280,"Public Health Agency of Canada","Internal Services","ISS06","Information Management Services",7302390.00,5740167.00,3830334.00,3788980.00,33.00,0.00,21.00,21.00,"Forecasting a reduction in spending for 2022-23 primarily due to a decrease in funding for COVID-19 activities related to surge capacity for the Agency.

Forecasting a reduction in FTEs for 2022-23 primarily due to a decrease in COVID-19 activities related to surge capacity for the Agency.","Actual spending was lower than planned primarily due to a reclassification of expenditures to other program inventories.

Actual full-time equivalents were lower than planned due to the annual transfer of resources to Health Canada under the Shared Services Partnership Agreement."
"FY 2021-22",280,"Public Health Agency of Canada","Internal Services","ISS07","Information Technology Services",30928451.00,24396794.24,16222950.00,16047797.00,179.00,0.00,114.00,114.00,"Forecasting a reduction in spending for 2022-23 primarily due to a decrease in funding for COVID-19 activities related to surge capacity for the Agency.

Forecasting a reduction in FTEs for 2022-23 primarily due to a decrease in COVID-19 activities related to surge capacity for the Agency.","Actual spending was lower than planned primarily due to a reclassification of expenditures to other program inventories.

Actual full-time equivalents were lower than planned due to the annual transfer of resources to Health Canada under the Shared Services Partnership Agreement and the reclassification of full-time equivalents originally planned in Information Technology to the Management and Oversight sub-program."
"FY 2021-22",280,"Public Health Agency of Canada","Internal Services","ISS08","Real Property Management Services",20685847.00,12182416.00,9902351.00,9467316.00,23.00,0.00,15.00,15.00,"Forecasting a reduction in spending for 2022-23 and 2023-24 primarily due to a decrease in funding for COVID-19 activities related to surge capacity for the Agency.

Forecasting a reduction in FTEs for 2022-23 primarily due to a decrease in COVID-19 activities related to surge capacity for the Agency.","Actual spending was lower than planned primarily due to a reclassification of expenditures to other program inventories and less spending to sustain the Agency's COVID-19 response than anticipated.

Actual full-time equivalents were lower than planned due to the annual transfer of resources to Health Canada under the Shared Services Partnership Agreement."
"FY 2021-22",280,"Public Health Agency of Canada","Internal Services","ISS09","Materiel Management Services",1183026.00,3002088.00,2916242.00,1116380.00,36.00,0.00,23.00,23.00,"Forecasting a reduction in spending for 2022-23 primarily due to a decrease in funding for COVID-19 activities related to surge capacity for the Agency.
Forecasting a reduction in spending for 2023-24 primarily due to a decrease in funding for COVID-19 activities related to the acquisition of personal protective equipment and medical equipment.

Forecasting a reduction in FTEs for 2022-23 primarily due to a decrease in COVID-19 activities related to surge capacity for the Agency.","Actual spending was higher than planned primarily due to more spending to sustain the Agency's COVID-19 response than anticipated.

Actual full-time equivalents were lower than planned due to the annual transfer of resources to Health Canada under the Shared Services Partnership Agreement."
"FY 2021-22",280,"Public Health Agency of Canada","Internal Services","ISS0Z","Acquisition Management Services",331675.00,528468.52,346926.00,344509.00,0.00,2.00,0.00,0.00,"Forecasting a reduction in spending for 2022-23 primarily due to a decrease in funding for COVID-19 activities related to surge capacity for the Agency.
Forecasting a reduction in spending for 2023-24 primarily due to a decrease in funding for COVID-19 activities related to Innovative Technology.","Actual spending was higher than planned primarily due to more spending to sustain the Agency's COVID-19 response than anticipated."
"FY 2021-22",282,"Public Service Commission","Public Service Hiring and Non-partisanship","BWB01","Policy Direction and Support",11858637.00,9337035.37,11886150.00,11865673.00,89.00,67.00,89.00,89.00,,"**Spending Variance **

1. The variance for the spending is mainly resulting from a decrease of indeterminate employees, related to unexpected departures. 

**FTE Variance**

1. The variance for the FTE is mainly resulting from unexpected employee departures and difficulty to staff. FTEs were realigned with between sectors and projects following a reorganization announced during the year which created an unexpected variance."
"FY 2021-22",282,"Public Service Commission","Public Service Hiring and Non-partisanship","BWB02","Recruitment and Assessment Services",31602523.00,31136833.06,31675843.00,31621275.00,356.00,345.00,355.00,355.00,,
"FY 2021-22",282,"Public Service Commission","Public Service Hiring and Non-partisanship","BWB03","Oversight and Monitoring",14442015.00,13401571.62,14475521.00,14450584.00,108.00,100.00,108.00,108.00,,
"FY 2021-22",282,"Public Service Commission","Internal Services","ISS00","Internal Services",33955377.00,32174349.15,34018595.00,33971545.00,300.00,263.00,300.00,300.00,,"**FTE Variance **

1. The variance for the FTE is mainly resulting from a decrease in indeterminate employees, related to unexpected departures and difficulty to staff."
"FY 2021-22",288,"Registrar of the Supreme Court of Canada","The administration of Canada's final court of appeal","BRH01","Court administration",18361922.00,18436358.95,18602273.00,18596072.00,161.00,149.00,161.00,161.00,,
"FY 2021-22",288,"Registrar of the Supreme Court of Canada","The administration of Canada's final court of appeal","BRH02","Administration of the Judges Act for the Judges of the Supreme Court of Canada",9157676.00,8679233.61,9450562.00,9852486.00,0.00,0.00,0.00,0.00,,
"FY 2021-22",288,"Registrar of the Supreme Court of Canada","Internal Services","ISS00","Internal Services",11942206.00,12278133.72,11395062.00,11391263.00,79.00,75.00,79.00,79.00,,
"FY 2021-22",295,"Royal Canadian Mounted Police","Federal Policing","BXG01","Federal Policing Investigations",476670812.00,621231521.03,472768565.00,470813184.00,2627.00,2483.00,2630.00,2630.00,,"The variance is related to increased in-year funding and operational activities that were not part of the planned spending and RCMP's Reference Levels at the time of the 2021-22 Departmental Plan publication. The majority of the incremental funding was for retroactive and current year salary increases from the newly signed collective agreement for the National Police Federation (NPF) to establish the first collective agreement for RCMP members (below the rank of inspector) and reservists  as well as, funding to strengthen RCMP policing operations and the renewal of the Peacekeeping Program. In addition, there were incremental in-year expenditures that were not included in the the Departmental Plan such as payments to compensate members of the RCMP for injuries received in the performance of their duties."
"FY 2021-22",295,"Royal Canadian Mounted Police","Federal Policing","BXG02","Intelligence",75724804.00,95279443.76,74900354.00,74067828.00,563.00,545.00,563.00,563.00,,"The variance is mainly related to retroactive and current year salary increases from the newly signed collective agreement for the National Police Federation (NPF) to establish the first collective agreement for RCMP members (below the rank of inspector) and reservists, which was not part of the planned spending and RCMP Reference levels at time of 2021-22 Departmental Plan publication."
"FY 2021-22",295,"Royal Canadian Mounted Police","Federal Policing","BXG03","Protective Services",142131906.00,205912872.85,142222795.00,142243710.00,744.00,695.00,744.00,744.00,,"The variance is related to increased in-year funding and operational activities, such as National Capital extraordinary policing costs, that were not part of the planned spending and RCMP Reference Levels at the time of the 2021-22 Departmental Plan publication. The majority of which was for retroactive and current year salary increases from the newly signed collective agreement for the National Police Federation (NPF) to establish the first collective agreement for RCMP members (below the rank of inspector) and reservists. In addition, there was incremental in-year funding for payments to compensate members of the RCMP for injuries received in the performance of their duties and National Capital extraordinary policing costs related to the Freedom Convoy."
"FY 2021-22",295,"Royal Canadian Mounted Police","Federal Policing","BXG04","Federal Policing Prevention and Engagement",6868546.00,9122941.09,5461574.00,5462382.00,34.00,41.00,34.00,34.00,,"The variance is mainly related to retroactive and current year salary increases from the newly signed collective agreement for the National Police Federation (NPF) to establish the first collective agreement for RCMP members and reservists, which was not part of the planned spending and RCMP Reference levels at time of 2021-22 Departmental Plan publication.
The variance between planned staffing and the year-end position is mainly due to an organizational realignment within Federal Policing."
"FY 2021-22",295,"Royal Canadian Mounted Police","Federal Policing","BXG05","International Policing",23579119.00,54051046.75,23610193.00,18651995.00,165.00,176.00,165.00,165.00,,"The variance is mainly related to retroactive and current year salary increases from the newly signed collective agreement for the National Police Federation (NPF) to establish the first collective agreement for RCMP members (below the rank of inspector) and reservists, in addition to incremental in year funding for the renewal of the Peacekeeping Program, neither of which were part of the planned spending and RCMP Reference levels at time of 2021-22 Departmental Plan publication."
"FY 2021-22",295,"Royal Canadian Mounted Police","Federal Policing","BXG06","Federal Operations Support",76213220.00,164772308.22,76087893.00,76219841.00,686.00,731.00,686.00,686.00,,"The variance is related to increased in-year funding that was not part of the planned spending and RCMP Reference Levels at the time of the 2021-22 Departmental Plan publication. The majority of which was for retroactive and current year salary increases from the newly signed collective agreement for the National Police Federation (NPF) to establish the first collective agreement for RCMP members (below the rank of inspector) and reservists. In addition, there was incremental in-year funding for payments to compensate members of the RCMP for injuries received in the performance of their duties."
"FY 2021-22",295,"Royal Canadian Mounted Police","Federal Policing","BXG07","Governance",60201750.00,81364659.12,60248531.00,60256184.00,320.00,323.00,320.00,320.00,,"The variance is mainly related to retroactive and current year salary increases from the newly signed collective agreement for the National Police Federation (NPF) to establish the first collective agreement for RCMP members and reservists, which was not part of the planned spending and RCMP Reference levels at time of 2021-22 Departmental Plan publication."
"FY 2021-22",295,"Royal Canadian Mounted Police","National Police Services","BXH01","Canadian Firearms Investigative and Enforcement Services",14010182.00,15518586.29,14645921.00,9464838.00,99.00,80.00,103.00,103.00,,"The variance is mainly related to funding received in year for initiatives, such as funding to enhance Canada's firearms control framework, that was not part of the planned spending and RCMP Reference levels at time of 2021-22 Departmental Plan publication."
"FY 2021-22",295,"Royal Canadian Mounted Police","National Police Services","BXH02","Criminal Intelligence Service Canada",6518688.00,6728890.04,6221794.00,5976217.00,45.00,44.00,45.00,45.00,,
"FY 2021-22",295,"Royal Canadian Mounted Police","National Police Services","BXH03","Forensic Science and Identification Services",74510584.00,83675725.10,74693848.00,74316198.00,736.00,634.00,736.00,736.00,,"The variance is related to increased in-year funding that was not part of the planned spending and RCMP Reference Levels at the time of the 2021-22 Departmental Plan publication. The majority of which was for retroactive and current year salary increases from the newly signed collective agreement for the National Police Federation (NPF) to establish the first collective agreement for RCMP members (below the rank of inspector) and reservists. In addition, there was incremental in-year funding for payments to compensate members of the RCMP for injuries received in the performance of their duties."
"FY 2021-22",295,"Royal Canadian Mounted Police","National Police Services","BXH04","Canadian Police College",5801504.00,9701859.96,5811668.00,5813943.00,25.00,71.00,25.00,25.00,,"Due to COVID-19 restrictions continuing in 2021-22, revenues collected for courses continued to be significantly lower than pre-pandemic years due to course cancellations, which as a result increased net expenditures.  
Planned staffing erroneously accounted for a sunsetting program not attributable to the Canadian Police College."
"FY 2021-22",295,"Royal Canadian Mounted Police","National Police Services","BXH05","Sensitive and Specialized Investigative Services",15552002.00,19424041.45,16276046.00,16196893.00,100.00,87.00,106.00,106.00,,"The variance is mainly related to retroactive and current year salary increases from the newly signed collective agreement for the National Police Federation (NPF) to establish the first collective agreement for RCMP members (below the rank of inspector) and reservists, which was not part of the planned spending and RCMP Reference levels at time of 2021-22 Departmental Plan publication."
"FY 2021-22",295,"Royal Canadian Mounted Police","National Police Services","BXH06","RCMP Specialized Technical Investigative Services",205610125.00,296241050.22,205706475.00,205813925.00,1418.00,1308.00,1420.00,1445.00,,"The variance is related to increased in-year funding that was not part of the planned spending and RCMP Reference Levels at the time of the 2021-22 Departmental Plan publication. The majority of which was for retroactive and current year salary increases from the newly signed collective agreement for the National Police Federation (NPF) to establish the first collective agreement for RCMP members (below the rank of inspector) and reservists. In addition, there was incremental in-year funding for payments to compensate members of the RCMP for injuries received in the performance of their duties."
"FY 2021-22",295,"Royal Canadian Mounted Police","National Police Services","BXH07","RCMP Departmental Security",24918399.00,42476771.32,16381752.00,16395990.00,435.00,412.00,282.00,282.00,,"The variance is mainly related to incremental in year funding to strengthen RCMP policing operations, in addition to retroactive and current year salary increases from the newly signed collective agreement for the National Police Federation (NPF) to establish the first collective agreement for RCMP members  (below the rank of inspector) and reservists, neither of which were part of the planned spending and RCMP Reference levels at time of 2021-22 Departmental Plan publication."
"FY 2021-22",295,"Royal Canadian Mounted Police","National Police Services","BXH08","RCMP Operational IM/IT Services",101523511.00,118540982.60,99692278.00,84788425.00,776.00,746.00,776.00,773.00,,"The variance is mainly related to funding received in year for initiatives not part of the planned spending and RCMP Reference levels at time of 2021-22 Departmental Plan publication. That shift is due to internally funded strategies like MS Teams and Network Upgrades."
"FY 2021-22",295,"Royal Canadian Mounted Police","National Police Services","BXH09","Firearms Licensing and Registration",49927153.00,45424322.93,50000355.00,50019242.00,374.00,341.00,374.00,374.00,,
"FY 2021-22",295,"Royal Canadian Mounted Police","Contract and Indigenous Policing","BXI01","Provincial/Territorial Policing",949254977.00,1653217632.23,949846444.00,950122385.00,10395.00,10508.00,10395.00,10395.00,,"The variance is related to increased in-year funding that was not part of the planned spending and RCMP Reference Levels at the time of the 2021-22 Departmental Plan publication. The majority of which was for retroactive and current year salary increases from the newly signed collective agreement for the National Police Federation (NPF) to establish the first collective agreement for RCMP members (below the rank of inspector) and reservists. In addition, there was incremental in-year funding for payments to compensate members of the RCMP for injuries received in the performance of their duties and an in-year TB submission to address growth in the Contract Policing program."
"FY 2021-22",295,"Royal Canadian Mounted Police","Contract and Indigenous Policing","BXI02","Municipal Policing",333302659.00,782207675.62,333355021.00,333479346.00,6025.00,5908.00,6025.00,6025.00,,"The variance is related to increased in-year funding that was not part of the planned spending and RCMP Reference Levels at the time of the 2021-22 Departmental Plan publication. The majority of which was for retroactive and current year salary increases from the newly signed collective agreement for the National Police Federation (NPF) to establish the first collective agreement for RCMP members (below the rank of inspector) and reservists. In addition, there was incremental in-year funding for payments to compensate members of the RCMP for injuries received in the performance of their duties and an in-year TB submission to address growth in the Contract Policing program."
"FY 2021-22",295,"Royal Canadian Mounted Police","Contract and Indigenous Policing","BXI03","Indigenous Policing",8495892.00,90387732.90,8505679.00,8516201.00,506.00,481.00,506.00,506.00,,"The variance is related to increased in-year funding that was not part of the planned spending and RCMP Reference Levels at the time of the 2021-22 Departmental Plan publication. The majority of which was for retroactive and current year salary increases from the newly signed collective agreement for the National Police Federation (NPF) to establish the first collective agreement for RCMP members (below the rank of inspector) and reservists. In addition, there was incremental in-year funding transferred from Public Safety  for the First Nations and Inuit Policing Program and incremental funding for payments to compensate members of the RCMP for injuries received in the performance of their duties."
"FY 2021-22",295,"Royal Canadian Mounted Police","Contract and Indigenous Policing","BXI04","Contract and Indigenous Policing Operations Support",40668731.00,48366020.89,38191186.00,38198552.00,227.00,233.00,227.00,227.00,,"The variance is mainly related to retroactive and current year salary increases from the newly signed collective agreement for the National Police Federation (NPF) to establish the first collective agreement for RCMP members (below the rank of inspector) and reservists, which was not part of the planned spending and RCMP Reference levels at time of 2021-22 Departmental Plan publication."
"FY 2021-22",295,"Royal Canadian Mounted Police","Contract and Indigenous Policing","BXI05","Force Generation",168033491.00,170055312.64,168162322.00,168182424.00,1330.00,1249.00,1330.00,1330.00,,
"FY 2021-22",295,"Royal Canadian Mounted Police","Internal Services","ISS01","Management and Oversight Services",99986480.00,121656454.91,99136679.00,98113684.00,471.00,508.00,471.00,471.00,,"The variance is mainly related to funding received in year for file and initiatives not part of the planned spending and RCMP Reference levels at time of 2021-22 Departmental Plan publication. The main source of in-year funds related to the Tiller settlement file."
"FY 2021-22",295,"Royal Canadian Mounted Police","Internal Services","ISS02","Communications Services",29418820.00,33317341.48,29439381.00,29445986.00,241.00,233.00,241.00,241.00,,"The variance is mainly related to retroactive and current year salary increases from the newly signed collective agreement for the National Police Federation (NPF) to establish the first collective agreement for RCMP members (below the rank of inspector) and reservists, which was not part of the planned spending and RCMP Reference levels at time of 2021-22 Departmental Plan publication."
"FY 2021-22",295,"Royal Canadian Mounted Police","Internal Services","ISS03","Legal Services",7954598.00,9653129.45,7957839.00,7958475.00,14.00,13.00,14.00,14.00,,"Department of Justice Legal costs incurred were greater than what was included in the 2021-22 Departmental Plan. The increase was due to increased Department of Justice rates and increased litigation."
"FY 2021-22",295,"Royal Canadian Mounted Police","Internal Services","ISS04","Human Resources Management Services",182268843.00,254989612.14,182555348.00,180466637.00,1793.00,1806.00,1798.00,1798.00,,"The variance is mainly related to retroactive and current year salary increases from the newly signed collective agreement for the National Police Federation (NPF) to establish the first collective agreement for RCMP members (below the rank of inspector) and reservists. In addition, there was funding received in-year for Pension Administration, Addressing Systemic Racism, Program Integrity  and operating carry-forward items. These funds helped strengthen RCMP policing operations which were not part of the planned spending and RCMP Reference levels at time of 2021-22 Departmental Plan publication."
"FY 2021-22",295,"Royal Canadian Mounted Police","Internal Services","ISS05","Financial Management Services",54897786.00,63196055.58,55661769.00,55679113.00,455.00,474.00,455.00,455.00,,"The variance is related to increased staffing and in-year funding received for Program Integrity and operating carry-forward items that were not part of the planned spending and RCMP Reference Levels at the time of the 2021-22 Departmental Plan publication."
"FY 2021-22",295,"Royal Canadian Mounted Police","Internal Services","ISS06","Information Management Services",9525033.00,20898887.35,9556505.00,9562629.00,124.00,182.00,124.00,124.00,,"The variance between planned spending and actuals is mainly due to internal reallocation between RCMP Operational Information Management/Information Technology Services, and  Information Management/Information Technology program areas.
The variance between planned FTEs and actual FTEs is mainly due to: reallocation of FTEs between RCMP Operational Information Management/Information Technology Services, and Information Management/Information Technology program areas. Additionally, there was an increase in FTEs to support Information Management Departmental priorities."
"FY 2021-22",295,"Royal Canadian Mounted Police","Internal Services","ISS07","Information Technology Services",86426882.00,68247402.41,86439942.00,86446292.00,266.00,275.00,266.00,266.00,,
"FY 2021-22",295,"Royal Canadian Mounted Police","Internal Services","ISS08","Real Property Management Services",82027671.00,90456653.44,80363952.00,80415803.00,234.00,236.00,234.00,234.00,,"The variance is related to increased in-year funding  for capital and operating carry-forward items that were not part of the planned spending and RCMP Reference Levels at the time of the 2021-22 Departmental Plan publication."
"FY 2021-22",295,"Royal Canadian Mounted Police","Internal Services","ISS09","Materiel Management Services",19033815.00,39142237.14,19227224.00,19294275.00,245.00,242.00,245.00,245.00,,"There is a variance is mainly due to reporting of inventory expenditures in the Warehouse accounts in Materiel Services prior to distribution of the inventory and corresponding expenditures to operational program areas."
"FY 2021-22",295,"Royal Canadian Mounted Police","Internal Services","ISS0Z","Acquisition Management Services",8615127.00,11166495.02,8654627.00,8659724.00,89.00,96.00,89.00,89.00,,"The variance is mainly related to funding received in-year for initiatives not part of the planned spending and RCMP Reference levels at time of 2021-22 Departmental Plan publication."
"FY 2021-22",296,"Royal Canadian Mounted Police External Review Committee","Independent review of RCMP employment matters","BXJ01","Appeal case reviews",6432998.00,3874704.55,6433553.00,6433553.00,33.00,22.30,33.00,33.00,"In the Fall of fiscal year 2020-21, the ERC has secured additional permanent ongoing funding to support program capacity and integrity.  With increased resources to deliver on its mandate in a timely and effective manner, the ERC will contribute to the integrity of the RCMP’s recourse system.","The ERC over the last several years was operating on temporary funding. In the Fall of fiscal year 2020-21, the ERC has secured additional permanent ongoing funding to support program capacity and integrity. With increased resources to deliver on its mandate in a timely and effective manner, the ERC will contribute to the integrity of the RCMP’s recourse system.

The lapse of $2.5 M this year is due in large to staffing challenges therefore not filling the 33 FTEs as predicted and training and development costs were significantly lower with virtual platforms instead of in person where travel costs are normally included. 

With the additional permanent funding the ERC revised its complement of FTEs for 2021 22 and ongoing to 33 to deliver its appeal case review program.

The ERC was able to acquire 11 new hires throughout 2021-22 with full virtual onboarding. The ERC didn’t reach the total of 33 FTEs resourcing capacity as predicted as the ability to hire specialized knowledge and skillsets required for many positions was a challenge in the pandemic reality. Candidates were reluctant to make a change due to uncertainties in the outside world."
"FY 2021-22",297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","Independent review of the RCMP","BXF01","Public Complaints",4743619.00,6125444.43,4746731.00,4746731.00,41.00,36.00,41.00,41.00,,"Erratum note: actual expenditures for this program are $4,623,469.38. Some cost centres were incorrectly mapped to the corresponding program areas but the error has since been rectified."
"FY 2021-22",297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","Independent review of the RCMP","BXF02","Investigations",1824469.00,141434.63,1825666.00,1825666.00,12.00,14.00,12.00,12.00,,"Erratum note: actual expenditures for this program are $1,861,296.43. Some cost centres were incorrectly mapped to the corresponding program areas but the error has since been rectified."
"FY 2021-22",297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","Independent review of the RCMP","BXF03","Public Education",729788.00,102571.93,730266.00,730266.00,3.00,4.00,3.00,3.00,,"Erratum note: actual expenditures for this program are $385,066.81. Some cost centres were incorrectly mapped to the corresponding program areas but the error has since been rectified."
"FY 2021-22",297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","Internal Services","ISS30","Internal Services",3127661.00,4161184.21,3129712.00,3129712.00,21.00,20.00,21.00,21.00,,"Erratum note: actual expenditures for this program are $3,660,802.72. Some cost centres were incorrectly mapped to the corresponding program areas but the error has since been rectified."
"FY 2021-22",302,"National Security and Intelligence Review Agency Secretariat","National Security and Intelligence Reviews and Complaints Investigations","BXW01","National security and intelligence activity reviews and complaints investigations",12047835.00,7394641.60,10740923.00,10744262.00,69.00,52.00,69.00,69.00,"Planned spending for Programs will decrease slightly due to the sunset of some of the initial funding received to establish the NSIRA.","The variance between planned and actual spending is mainly due to recruitment challenges."
"FY 2021-22",302,"National Security and Intelligence Review Agency Secretariat","Internal Services","ISS00","Internal Services",18147084.00,9895112.08,15386717.00,7691725.00,31.00,22.00,31.00,31.00,"The fluctuation in planned spending is mainly explained by funds earmarked for the completion of accommodation, infrastructure and systems projects. Planned spending for 2023–24 shows the ongoing financial authorities after completion of the office expansion project.","The difference of $8.3 million between planned and actual spending is mainly explained by the impacts of the pandemic on NSIRA’s ability to progress with its facilities fit-up and expansion plans, as well as on its planned spending on internal services infrastructure and systems."
"FY 2021-22",305,"Shared Services Canada","Common Government of Canada Information Technology (IT) Operations","BYE01","Workplace Technologies",129610426.00,173191164.47,118743012.00,75777076.00,307.00,375.00,307.00,305.00,,
"FY 2021-22",305,"Shared Services Canada","Common Government of Canada Information Technology (IT) Operations","BYE02","Cloud",6185713.00,11570786.54,6241884.00,5000574.00,164.00,73.00,165.00,165.00,,
"FY 2021-22",305,"Shared Services Canada","Common Government of Canada Information Technology (IT) Operations","BYE03","Data Centre Information Technology Operations",588595556.00,528334019.61,587188623.00,592884160.00,1527.00,1862.00,1527.00,1498.00,,
"FY 2021-22",305,"Shared Services Canada","Common Government of Canada Information Technology (IT) Operations","BYE04","Telecommunications",248205689.00,269491147.96,270732814.00,341554380.00,812.00,564.00,812.00,803.00,,
